feature_names,coef,coef_as_percent,pvalues,confidence_lower,confidence_upper,std_error,rsquared,adj_rsquared,year
IMD10_3,0.02337613704255115,2.365150039162245,0.904681785048032,-0.3592558815168663,0.4060081556019686,0.19520508340618284,0.1487947473771406,0.14559114016435426,2020/21
IMD10_4,-0.04702115589712508,-4.5932786770950695,0.8103257689133844,-0.4310400342992105,0.33699772250496035,0.19591260937925728,0.1487947473771406,0.14559114016435426,2020/21
IMD10_5,0.02467389983352397,2.498081960369092,0.899948744938662,-0.3600008895324073,0.4093486891994552,0.19624723154414198,0.1487947473771406,0.14559114016435426,2020/21
IMD10_6,0.15992585540464233,17.342386472869475,0.42128872515786736,-0.2298700377992141,0.5497217486084988,0.19885983439316016,0.1487947473771406,0.14559114016435426,2020/21
IMD10_7,0.034087786780383544,3.467543356641656,0.8645732226447324,-0.35766680281030244,0.42584237637106953,0.19985909078837236,0.1487947473771406,0.14559114016435426,2020/21
IMD10_8,-0.025222083403435125,-2.4906664066466355,0.8992889844756912,-0.4158535826429271,0.36540941583605685,0.19928613051572475,0.1487947473771406,0.14559114016435426,2020/21
IMD10_9,-0.09331980777234339,-8.909785987525598,0.6508490948434859,-0.49748171582876244,0.31084210028407566,0.20618885808037538,0.1487947473771406,0.14559114016435426,2020/21
Child4_1,0.05136612580060526,5.270824638455429,0.652781468013614,-0.1724230641873181,0.2751553157885286,0.11416918966025065,0.1487947473771406,0.14559114016435426,2020/21
Child4_2,0.04233810814314226,4.324714948353048,0.7347907291735706,-0.20263597727010765,0.28731219355639215,0.12497696077679656,0.1487947473771406,0.14559114016435426,2020/21
Child4_3,0.10072025385130362,10.5967208416909,0.5366751878376808,-0.2188107209771366,0.42025122867974385,0.16301320215458853,0.1487947473771406,0.14559114016435426,2020/21
WorkStat8_1,0.1347841459864006,14.428975815445732,0.06217002322411462,-0.006857939761365256,0.27642623173416647,0.07226069388107098,0.1487947473771406,0.14559114016435426,2020/21
WorkStat8_2,-0.19294770617220286,-17.54749094151622,0.06907851769244286,-0.4009753164649236,0.015079904120517906,0.10612819902230318,0.1487947473771406,0.14559114016435426,2020/21
WorkStat8_3,0.06044115544637524,6.230508486254482,0.5511438059224804,-0.13831959557361231,0.25920190646636276,0.1014005809728316,0.1487947473771406,0.14559114016435426,2020/21
