Classes,LogLik,AIC,BIC,Converged,Iterations,MeanAssignment,MedianAssignment,MinClass,MaxClass,EffectiveClasses
27,-1152684.5864533442,2308661.1729066884,2324064.654190498,True,157,0.7411064030669142,0.7650329109707298,0.007258461790744871,0.0874803461845406,26
