LondInOut,LA_2023,DURATION_SPORTCOUNT_A01,year
2.0,78.0,630.0,2022 - 2023
2.0,78.0,191.25,2022 - 2023
2.0,78.0,0.0,2022 - 2023
2.0,78.0,0.0,2022 - 2023
2.0,78.0,750.0,2022 - 2023
2.0,78.0,1048.5,2022 - 2023
2.0,78.0,500.0,2022 - 2023
2.0,78.0,1047.0,2022 - 2023
2.0,78.0,465.0,2022 - 2023
2.0,78.0,217.5,2022 - 2023
2.0,78.0,660.0,2022 - 2023
2.0,78.0,150.0,2022 - 2023
2.0,78.0,130.0,2022 - 2023
2.0,78.0,465.0,2022 - 2023
2.0,78.0,198.75,2022 - 2023
2.0,78.0,555.0,2022 - 2023
2.0,78.0,1072.5,2022 - 2023
2.0,78.0,125.0,2022 - 2023
2.0,78.0,1630.0,2022 - 2023
2.0,78.0,1480.0,2022 - 2023
2.0,78.0,1620.0,2022 - 2023
2.0,78.0,343.75,2022 - 2023
2.0,78.0,2310.0,2022 - 2023
2.0,78.0,755.25,2022 - 2023
2.0,78.0,510.0,2022 - 2023
2.0,78.0,80.0,2022 - 2023
2.0,78.0,360.0,2022 - 2023
2.0,78.0,1988.75,2022 - 2023
2.0,78.0,1463.75,2022 - 2023
2.0,78.0,1260.0,2022 - 2023
2.0,91.0,232.5,2022 - 2023
2.0,91.0,750.0,2022 - 2023
2.0,91.0,267.5,2022 - 2023
2.0,91.0,90.0,2022 - 2023
2.0,91.0,487.5,2022 - 2023
2.0,91.0,855.0,2022 - 2023
2.0,91.0,116.25,2022 - 2023
2.0,91.0,0.0,2022 - 2023
2.0,91.0,0.0,2022 - 2023
2.0,91.0,0.0,2022 - 2023
2.0,91.0,540.0,2022 - 2023
2.0,91.0,457.5,2022 - 2023
2.0,91.0,682.5,2022 - 2023
2.0,91.0,727.5,2022 - 2023
2.0,91.0,1335.0,2022 - 2023
2.0,91.0,900.0,2022 - 2023
2.0,91.0,483.75,2022 - 2023
2.0,91.0,450.0,2022 - 2023
2.0,91.0,0.0,2022 - 2023
2.0,91.0,1195.25,2022 - 2023
2.0,91.0,60.0,2022 - 2023
2.0,91.0,30.0,2022 - 2023
2.0,91.0,270.0,2022 - 2023
2.0,91.0,50.0,2022 - 2023
2.0,91.0,0.0,2022 - 2023
2.0,91.0,0.0,2022 - 2023
2.0,91.0,885.0,2022 - 2023
2.0,91.0,873.75,2022 - 2023
2.0,91.0,202.5,2022 - 2023
2.0,91.0,495.0,2022 - 2023
2.0,91.0,510.0,2022 - 2023
2.0,107.0,570.0,2022 - 2023
2.0,107.0,12.5,2022 - 2023
2.0,107.0,45.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,337.5,2022 - 2023
2.0,107.0,750.0,2022 - 2023
2.0,107.0,562.5,2022 - 2023
2.0,107.0,345.0,2022 - 2023
2.0,107.0,140.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,393.75,2022 - 2023
2.0,107.0,2415.0,2022 - 2023
2.0,107.0,348.75,2022 - 2023
2.0,107.0,990.0,2022 - 2023
2.0,107.0,643.75,2022 - 2023
2.0,107.0,135.0,2022 - 2023
2.0,107.0,525.0,2022 - 2023
2.0,107.0,220.0,2022 - 2023
2.0,107.0,447.5,2022 - 2023
2.0,107.0,375.0,2022 - 2023
2.0,107.0,660.0,2022 - 2023
2.0,107.0,1590.0,2022 - 2023
2.0,107.0,60.0,2022 - 2023
2.0,107.0,315.0,2022 - 2023
2.0,107.0,840.0,2022 - 2023
2.0,107.0,150.0,2022 - 2023
2.0,107.0,540.0,2022 - 2023
2.0,107.0,22.5,2022 - 2023
2.0,107.0,105.0,2022 - 2023
2.0,107.0,637.5,2022 - 2023
2.0,107.0,382.5,2022 - 2023
2.0,107.0,1995.0,2022 - 2023
2.0,107.0,873.5,2022 - 2023
2.0,107.0,855.0,2022 - 2023
2.0,107.0,120.0,2022 - 2023
2.0,107.0,360.0,2022 - 2023
2.0,107.0,1530.0,2022 - 2023
2.0,107.0,105.0,2022 - 2023
2.0,107.0,840.0,2022 - 2023
2.0,107.0,690.0,2022 - 2023
2.0,107.0,525.0,2022 - 2023
2.0,107.0,330.0,2022 - 2023
2.0,107.0,210.0,2022 - 2023
2.0,107.0,270.0,2022 - 2023
2.0,107.0,270.0,2022 - 2023
2.0,107.0,562.5,2022 - 2023
2.0,107.0,300.0,2022 - 2023
2.0,107.0,2490.0,2022 - 2023
2.0,107.0,257.5,2022 - 2023
2.0,107.0,1012.5,2022 - 2023
2.0,107.0,270.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,210.0,2022 - 2023
2.0,107.0,217.5,2022 - 2023
2.0,107.0,1522.5,2022 - 2023
2.0,107.0,10.0,2022 - 2023
2.0,107.0,90.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,348.75,2022 - 2023
2.0,107.0,1005.0,2022 - 2023
2.0,107.0,1335.0,2022 - 2023
2.0,107.0,472.5,2022 - 2023
2.0,107.0,787.5,2022 - 2023
2.0,107.0,2520.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,2250.0,2022 - 2023
2.0,107.0,170.0,2022 - 2023
2.0,107.0,127.5,2022 - 2023
2.0,107.0,135.0,2022 - 2023
2.0,107.0,375.0,2022 - 2023
2.0,107.0,420.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,225.0,2022 - 2023
2.0,107.0,390.0,2022 - 2023
2.0,107.0,315.0,2022 - 2023
2.0,107.0,315.0,2022 - 2023
2.0,107.0,300.0,2022 - 2023
2.0,107.0,352.5,2022 - 2023
2.0,107.0,341.25,2022 - 2023
2.0,107.0,268.75,2022 - 2023
2.0,107.0,135.0,2022 - 2023
2.0,107.0,120.0,2022 - 2023
2.0,107.0,562.5,2022 - 2023
2.0,107.0,160.0,2022 - 2023
2.0,107.0,375.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,1155.0,2022 - 2023
2.0,107.0,495.0,2022 - 2023
2.0,107.0,360.0,2022 - 2023
1.0,109.0,60.0,2022 - 2023
1.0,109.0,315.0,2022 - 2023
1.0,109.0,892.5,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,202.5,2022 - 2023
1.0,109.0,285.0,2022 - 2023
1.0,109.0,600.0,2022 - 2023
1.0,109.0,21.75,2022 - 2023
1.0,109.0,977.5,2022 - 2023
1.0,109.0,345.0,2022 - 2023
1.0,109.0,97.5,2022 - 2023
1.0,109.0,240.0,2022 - 2023
1.0,109.0,145.0,2022 - 2023
1.0,109.0,412.5,2022 - 2023
1.0,109.0,75.0,2022 - 2023
1.0,109.0,855.0,2022 - 2023
1.0,109.0,472.5,2022 - 2023
1.0,109.0,465.0,2022 - 2023
1.0,109.0,270.0,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,757.5,2022 - 2023
1.0,109.0,260.0,2022 - 2023
1.0,109.0,30.0,2022 - 2023
1.0,109.0,120.0,2022 - 2023
1.0,109.0,120.0,2022 - 2023
1.0,109.0,3345.0,2022 - 2023
1.0,109.0,1597.5,2022 - 2023
1.0,109.0,1182.5,2022 - 2023
1.0,109.0,3918.75,2022 - 2023
1.0,109.0,350.0,2022 - 2023
1.0,109.0,1155.0,2022 - 2023
1.0,109.0,135.0,2022 - 2023
1.0,109.0,352.5,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,790.0,2022 - 2023
1.0,109.0,3120.0,2022 - 2023
1.0,109.0,360.0,2022 - 2023
1.0,109.0,900.0,2022 - 2023
1.0,109.0,1672.5,2022 - 2023
1.0,112.0,240.75,2022 - 2023
1.0,112.0,390.0,2022 - 2023
1.0,112.0,2868.75,2022 - 2023
1.0,112.0,0.0,2022 - 2023
1.0,112.0,270.0,2022 - 2023
1.0,112.0,495.0,2022 - 2023
1.0,112.0,2835.0,2022 - 2023
1.0,112.0,435.0,2022 - 2023
1.0,112.0,52.5,2022 - 2023
1.0,112.0,1282.5,2022 - 2023
1.0,112.0,1072.5,2022 - 2023
1.0,112.0,1380.0,2022 - 2023
1.0,112.0,450.0,2022 - 2023
1.0,112.0,960.0,2022 - 2023
1.0,112.0,2302.5,2022 - 2023
1.0,112.0,1608.75,2022 - 2023
1.0,112.0,187.5,2022 - 2023
1.0,112.0,1380.0,2022 - 2023
1.0,112.0,0.0,2022 - 2023
1.0,112.0,2190.0,2022 - 2023
1.0,112.0,2370.0,2022 - 2023
1.0,112.0,990.0,2022 - 2023
1.0,112.0,300.0,2022 - 2023
1.0,112.0,1320.0,2022 - 2023
1.0,112.0,540.0,2022 - 2023
1.0,112.0,1140.0,2022 - 2023
1.0,112.0,597.5,2022 - 2023
1.0,112.0,262.5,2022 - 2023
1.0,112.0,266.25,2022 - 2023
1.0,112.0,345.0,2022 - 2023
1.0,112.0,1537.5,2022 - 2023
1.0,112.0,1680.0,2022 - 2023
1.0,112.0,685.0,2022 - 2023
1.0,112.0,541.25,2022 - 2023
1.0,112.0,540.0,2022 - 2023
1.0,112.0,120.0,2022 - 2023
1.0,112.0,180.0,2022 - 2023
1.0,112.0,0.0,2022 - 2023
1.0,112.0,187.5,2022 - 2023
1.0,112.0,1117.5,2022 - 2023
1.0,112.0,607.5,2022 - 2023
1.0,112.0,1530.0,2022 - 2023
1.0,112.0,373.75,2022 - 2023
1.0,112.0,2190.0,2022 - 2023
1.0,112.0,1000.0,2022 - 2023
1.0,112.0,93.75,2022 - 2023
1.0,112.0,892.5,2022 - 2023
1.0,112.0,0.0,2022 - 2023
1.0,114.0,480.0,2022 - 2023
1.0,114.0,1057.5,2022 - 2023
1.0,114.0,1663.75,2022 - 2023
1.0,114.0,0.0,2022 - 2023
1.0,114.0,802.5,2022 - 2023
1.0,114.0,997.5,2022 - 2023
1.0,114.0,258.75,2022 - 2023
1.0,114.0,1200.0,2022 - 2023
1.0,114.0,5520.0,2022 - 2023
1.0,114.0,5022.0,2022 - 2023
1.0,114.0,0.0,2022 - 2023
1.0,114.0,945.0,2022 - 2023
1.0,114.0,180.0,2022 - 2023
1.0,114.0,655.0,2022 - 2023
1.0,114.0,510.0,2022 - 2023
1.0,114.0,0.0,2022 - 2023
1.0,114.0,390.0,2022 - 2023
1.0,114.0,130.0,2022 - 2023
1.0,114.0,15.0,2022 - 2023
1.0,114.0,210.0,2022 - 2023
1.0,114.0,337.5,2022 - 2023
1.0,114.0,610.0,2022 - 2023
1.0,114.0,300.0,2022 - 2023
1.0,114.0,243.75,2022 - 2023
2.0,117.0,660.0,2022 - 2023
2.0,117.0,147.5,2022 - 2023
2.0,117.0,1260.0,2022 - 2023
2.0,117.0,187.5,2022 - 2023
2.0,117.0,817.5,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,160.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,290.0,2022 - 2023
2.0,117.0,190.0,2022 - 2023
2.0,117.0,1608.0,2022 - 2023
2.0,117.0,75.0,2022 - 2023
2.0,117.0,270.0,2022 - 2023
2.0,117.0,1472.5,2022 - 2023
2.0,117.0,810.0,2022 - 2023
2.0,117.0,382.5,2022 - 2023
2.0,117.0,17.5,2022 - 2023
2.0,117.0,697.5,2022 - 2023
2.0,117.0,305.0,2022 - 2023
2.0,117.0,60.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,312.5,2022 - 2023
2.0,117.0,180.0,2022 - 2023
2.0,117.0,127.5,2022 - 2023
2.0,117.0,180.0,2022 - 2023
2.0,117.0,1352.5,2022 - 2023
2.0,117.0,120.0,2022 - 2023
2.0,117.0,170.0,2022 - 2023
2.0,117.0,445.0,2022 - 2023
2.0,117.0,755.0,2022 - 2023
2.0,117.0,120.0,2022 - 2023
2.0,117.0,60.0,2022 - 2023
2.0,117.0,375.0,2022 - 2023
2.0,117.0,525.0,2022 - 2023
2.0,117.0,540.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,150.0,2022 - 2023
2.0,117.0,840.0,2022 - 2023
2.0,117.0,1285.0,2022 - 2023
2.0,122.0,1380.0,2022 - 2023
2.0,122.0,615.0,2022 - 2023
2.0,122.0,1020.0,2022 - 2023
2.0,122.0,1560.0,2022 - 2023
2.0,122.0,60.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,806.75,2022 - 2023
2.0,122.0,236.25,2022 - 2023
2.0,122.0,75.0,2022 - 2023
2.0,122.0,45.0,2022 - 2023
2.0,122.0,220.0,2022 - 2023
2.0,122.0,157.5,2022 - 2023
2.0,122.0,105.0,2022 - 2023
2.0,122.0,356.25,2022 - 2023
2.0,122.0,275.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,840.0,2022 - 2023
2.0,122.0,945.0,2022 - 2023
2.0,122.0,60.0,2022 - 2023
2.0,122.0,105.0,2022 - 2023
2.0,122.0,345.0,2022 - 2023
2.0,122.0,805.0,2022 - 2023
2.0,122.0,97.5,2022 - 2023
2.0,122.0,56.25,2022 - 2023
2.0,122.0,370.0,2022 - 2023
2.0,122.0,410.0,2022 - 2023
2.0,122.0,600.0,2022 - 2023
2.0,122.0,105.0,2022 - 2023
2.0,122.0,442.5,2022 - 2023
2.0,122.0,165.0,2022 - 2023
2.0,122.0,82.5,2022 - 2023
2.0,122.0,242.5,2022 - 2023
2.0,122.0,120.0,2022 - 2023
2.0,122.0,120.0,2022 - 2023
2.0,122.0,697.5,2022 - 2023
2.0,122.0,2205.0,2022 - 2023
2.0,122.0,1010.0,2022 - 2023
2.0,122.0,2812.5,2022 - 2023
2.0,126.0,1110.0,2022 - 2023
2.0,126.0,735.0,2022 - 2023
2.0,126.0,425.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,420.0,2022 - 2023
2.0,126.0,387.5,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,15.0,2022 - 2023
2.0,126.0,187.5,2022 - 2023
2.0,126.0,455.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,2430.0,2022 - 2023
2.0,126.0,840.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,90.0,2022 - 2023
2.0,126.0,960.0,2022 - 2023
2.0,126.0,22.5,2022 - 2023
2.0,126.0,270.0,2022 - 2023
2.0,126.0,1590.0,2022 - 2023
2.0,126.0,705.0,2022 - 2023
2.0,126.0,131.25,2022 - 2023
2.0,126.0,1380.0,2022 - 2023
2.0,126.0,187.5,2022 - 2023
2.0,126.0,1140.0,2022 - 2023
2.0,126.0,22.5,2022 - 2023
2.0,126.0,300.0,2022 - 2023
2.0,126.0,555.0,2022 - 2023
2.0,126.0,165.0,2022 - 2023
2.0,126.0,350.0,2022 - 2023
2.0,129.0,0.0,2022 - 2023
2.0,129.0,615.0,2022 - 2023
2.0,129.0,60.0,2022 - 2023
2.0,129.0,1380.0,2022 - 2023
2.0,129.0,250.0,2022 - 2023
2.0,129.0,350.0,2022 - 2023
2.0,129.0,1122.0,2022 - 2023
2.0,129.0,0.0,2022 - 2023
2.0,129.0,412.5,2022 - 2023
2.0,129.0,1044.75,2022 - 2023
2.0,129.0,1725.0,2022 - 2023
2.0,129.0,150.0,2022 - 2023
2.0,129.0,602.5,2022 - 2023
2.0,129.0,127.5,2022 - 2023
2.0,129.0,2400.0,2022 - 2023
2.0,129.0,1875.0,2022 - 2023
2.0,129.0,1165.0,2022 - 2023
2.0,129.0,1105.0,2022 - 2023
2.0,129.0,345.0,2022 - 2023
2.0,129.0,367.5,2022 - 2023
2.0,129.0,1152.5,2022 - 2023
2.0,129.0,1275.0,2022 - 2023
2.0,129.0,218.75,2022 - 2023
2.0,129.0,37.5,2022 - 2023
2.0,129.0,1897.5,2022 - 2023
2.0,129.0,1372.5,2022 - 2023
2.0,129.0,90.0,2022 - 2023
2.0,129.0,345.0,2022 - 2023
2.0,129.0,2970.0,2022 - 2023
2.0,129.0,420.0,2022 - 2023
2.0,129.0,210.0,2022 - 2023
2.0,129.0,120.0,2022 - 2023
2.0,129.0,900.0,2022 - 2023
2.0,129.0,61.0,2022 - 2023
2.0,129.0,600.0,2022 - 2023
2.0,129.0,137.25,2022 - 2023
2.0,129.0,547.5,2022 - 2023
2.0,129.0,85.0,2022 - 2023
2.0,129.0,75.0,2022 - 2023
2.0,129.0,15.0,2022 - 2023
2.0,129.0,78.75,2022 - 2023
2.0,129.0,0.0,2022 - 2023
1.0,135.0,1050.0,2022 - 2023
1.0,135.0,305.0,2022 - 2023
1.0,135.0,638.75,2022 - 2023
1.0,135.0,1005.0,2022 - 2023
1.0,135.0,127.5,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,585.0,2022 - 2023
1.0,135.0,487.5,2022 - 2023
1.0,135.0,1050.0,2022 - 2023
1.0,135.0,802.5,2022 - 2023
1.0,135.0,795.0,2022 - 2023
1.0,135.0,272.5,2022 - 2023
1.0,135.0,105.0,2022 - 2023
1.0,135.0,552.5,2022 - 2023
1.0,135.0,967.5,2022 - 2023
1.0,135.0,660.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,180.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,600.0,2022 - 2023
1.0,135.0,585.0,2022 - 2023
1.0,135.0,1620.0,2022 - 2023
1.0,135.0,1586.25,2022 - 2023
1.0,135.0,1275.0,2022 - 2023
1.0,135.0,45.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,136.0,245.0,2022 - 2023
1.0,136.0,375.0,2022 - 2023
1.0,136.0,1200.0,2022 - 2023
1.0,136.0,1530.0,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,180.0,2022 - 2023
1.0,136.0,487.5,2022 - 2023
1.0,136.0,442.5,2022 - 2023
1.0,136.0,90.0,2022 - 2023
1.0,136.0,765.0,2022 - 2023
1.0,136.0,22.5,2022 - 2023
1.0,136.0,810.0,2022 - 2023
1.0,136.0,1920.0,2022 - 2023
1.0,136.0,990.0,2022 - 2023
1.0,136.0,750.0,2022 - 2023
1.0,136.0,405.0,2022 - 2023
1.0,136.0,35.0,2022 - 2023
1.0,136.0,460.0,2022 - 2023
1.0,136.0,3840.0,2022 - 2023
1.0,136.0,480.0,2022 - 2023
1.0,136.0,1160.0,2022 - 2023
1.0,136.0,22.5,2022 - 2023
1.0,136.0,1200.0,2022 - 2023
1.0,136.0,562.5,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,60.0,2022 - 2023
1.0,136.0,462.5,2022 - 2023
1.0,136.0,105.0,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,795.0,2022 - 2023
1.0,136.0,60.0,2022 - 2023
1.0,136.0,1005.0,2022 - 2023
1.0,136.0,990.0,2022 - 2023
2.0,139.0,750.0,2022 - 2023
2.0,139.0,600.0,2022 - 2023
2.0,139.0,160.0,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,1160.0,2022 - 2023
2.0,139.0,730.0,2022 - 2023
2.0,139.0,510.0,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,2475.0,2022 - 2023
2.0,139.0,180.0,2022 - 2023
2.0,139.0,30.0,2022 - 2023
2.0,139.0,37.5,2022 - 2023
2.0,139.0,675.0,2022 - 2023
2.0,139.0,1515.0,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,1045.0,2022 - 2023
2.0,139.0,210.0,2022 - 2023
2.0,139.0,60.0,2022 - 2023
2.0,139.0,22.5,2022 - 2023
2.0,139.0,240.0,2022 - 2023
2.0,139.0,930.0,2022 - 2023
2.0,139.0,40.0,2022 - 2023
2.0,139.0,45.0,2022 - 2023
2.0,139.0,1180.0,2022 - 2023
2.0,139.0,1826.25,2022 - 2023
2.0,139.0,427.5,2022 - 2023
2.0,139.0,90.0,2022 - 2023
2.0,139.0,885.0,2022 - 2023
2.0,139.0,302.5,2022 - 2023
2.0,139.0,450.0,2022 - 2023
2.0,139.0,615.0,2022 - 2023
2.0,139.0,306.25,2022 - 2023
2.0,139.0,20.0,2022 - 2023
2.0,139.0,241.25,2022 - 2023
2.0,139.0,465.0,2022 - 2023
2.0,139.0,570.0,2022 - 2023
2.0,139.0,62.5,2022 - 2023
2.0,139.0,90.0,2022 - 2023
2.0,139.0,726.25,2022 - 2023
2.0,139.0,165.0,2022 - 2023
2.0,139.0,2970.0,2022 - 2023
2.0,139.0,228.75,2022 - 2023
2.0,139.0,540.0,2022 - 2023
2.0,139.0,600.0,2022 - 2023
1.0,142.0,322.5,2022 - 2023
1.0,142.0,342.5,2022 - 2023
1.0,142.0,1015.0,2022 - 2023
1.0,142.0,420.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,2205.0,2022 - 2023
1.0,142.0,465.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,1857.5,2022 - 2023
1.0,142.0,60.0,2022 - 2023
1.0,142.0,1365.0,2022 - 2023
1.0,142.0,618.75,2022 - 2023
1.0,142.0,1245.0,2022 - 2023
1.0,142.0,606.25,2022 - 2023
1.0,142.0,725.0,2022 - 2023
1.0,142.0,15.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,348.75,2022 - 2023
1.0,142.0,1616.25,2022 - 2023
1.0,142.0,75.0,2022 - 2023
1.0,142.0,1395.0,2022 - 2023
1.0,142.0,960.0,2022 - 2023
1.0,142.0,720.0,2022 - 2023
1.0,142.0,247.5,2022 - 2023
1.0,142.0,225.0,2022 - 2023
1.0,142.0,487.5,2022 - 2023
1.0,142.0,525.0,2022 - 2023
1.0,142.0,593.75,2022 - 2023
1.0,142.0,1267.5,2022 - 2023
1.0,142.0,1012.5,2022 - 2023
1.0,142.0,560.0,2022 - 2023
1.0,142.0,1680.0,2022 - 2023
1.0,147.0,30.0,2022 - 2023
1.0,147.0,30.0,2022 - 2023
1.0,147.0,22.5,2022 - 2023
1.0,147.0,0.0,2022 - 2023
1.0,147.0,7.5,2022 - 2023
1.0,147.0,1050.0,2022 - 2023
1.0,147.0,640.0,2022 - 2023
1.0,147.0,180.0,2022 - 2023
1.0,147.0,800.0,2022 - 2023
1.0,147.0,378.75,2022 - 2023
1.0,147.0,615.0,2022 - 2023
1.0,147.0,1170.0,2022 - 2023
1.0,147.0,1260.0,2022 - 2023
1.0,147.0,840.0,2022 - 2023
1.0,147.0,720.0,2022 - 2023
1.0,147.0,157.5,2022 - 2023
1.0,147.0,120.0,2022 - 2023
1.0,147.0,0.0,2022 - 2023
1.0,147.0,555.0,2022 - 2023
1.0,147.0,311.25,2022 - 2023
1.0,147.0,45.0,2022 - 2023
1.0,147.0,255.0,2022 - 2023
1.0,147.0,490.0,2022 - 2023
1.0,147.0,247.5,2022 - 2023
1.0,147.0,705.0,2022 - 2023
1.0,147.0,652.5,2022 - 2023
1.0,147.0,480.0,2022 - 2023
1.0,147.0,62.5,2022 - 2023
1.0,147.0,555.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,457.5,2022 - 2023
2.0,160.0,241.25,2022 - 2023
2.0,160.0,840.0,2022 - 2023
2.0,160.0,660.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,1480.0,2022 - 2023
2.0,160.0,940.0,2022 - 2023
2.0,160.0,30.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,420.0,2022 - 2023
2.0,160.0,610.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,45.0,2022 - 2023
2.0,160.0,1740.0,2022 - 2023
2.0,160.0,270.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,260.0,2022 - 2023
2.0,160.0,972.75,2022 - 2023
2.0,160.0,540.0,2022 - 2023
2.0,160.0,1332.5,2022 - 2023
2.0,160.0,1996.25,2022 - 2023
2.0,160.0,1772.5,2022 - 2023
2.0,160.0,390.0,2022 - 2023
2.0,160.0,45.0,2022 - 2023
2.0,160.0,500.0,2022 - 2023
2.0,160.0,1050.0,2022 - 2023
2.0,160.0,120.0,2022 - 2023
2.0,160.0,131.25,2022 - 2023
2.0,160.0,33.75,2022 - 2023
2.0,160.0,1125.0,2022 - 2023
2.0,160.0,135.0,2022 - 2023
2.0,160.0,85.0,2022 - 2023
2.0,160.0,360.0,2022 - 2023
2.0,160.0,1687.5,2022 - 2023
2.0,160.0,1057.5,2022 - 2023
2.0,160.0,1162.5,2022 - 2023
2.0,160.0,430.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,350.0,2022 - 2023
2.0,160.0,475.0,2022 - 2023
2.0,160.0,241.25,2022 - 2023
2.0,160.0,215.0,2022 - 2023
2.0,160.0,516.25,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,360.0,2022 - 2023
1.0,171.0,1350.0,2022 - 2023
1.0,171.0,238.75,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,325.0,2022 - 2023
1.0,171.0,2100.0,2022 - 2023
1.0,171.0,185.0,2022 - 2023
1.0,171.0,210.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,542.0,2022 - 2023
1.0,171.0,165.0,2022 - 2023
1.0,171.0,212.5,2022 - 2023
1.0,171.0,2250.0,2022 - 2023
1.0,171.0,2380.0,2022 - 2023
1.0,171.0,390.0,2022 - 2023
1.0,171.0,480.0,2022 - 2023
1.0,171.0,1065.0,2022 - 2023
1.0,171.0,1500.0,2022 - 2023
1.0,171.0,1938.75,2022 - 2023
1.0,171.0,347.5,2022 - 2023
1.0,171.0,1185.0,2022 - 2023
1.0,171.0,1312.5,2022 - 2023
1.0,171.0,1196.25,2022 - 2023
1.0,171.0,994.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,303.75,2022 - 2023
1.0,171.0,985.0,2022 - 2023
1.0,171.0,390.0,2022 - 2023
1.0,171.0,787.5,2022 - 2023
1.0,171.0,1158.75,2022 - 2023
1.0,171.0,338.75,2022 - 2023
1.0,171.0,210.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,180.0,2022 - 2023
1.0,171.0,210.0,2022 - 2023
1.0,171.0,30.0,2022 - 2023
2.0,196.0,232.5,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,407.5,2022 - 2023
2.0,196.0,270.0,2022 - 2023
2.0,196.0,420.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,120.0,2022 - 2023
2.0,196.0,70.0,2022 - 2023
2.0,196.0,345.0,2022 - 2023
2.0,196.0,85.0,2022 - 2023
2.0,196.0,345.0,2022 - 2023
2.0,196.0,1627.5,2022 - 2023
2.0,196.0,70.0,2022 - 2023
2.0,196.0,75.0,2022 - 2023
2.0,196.0,202.5,2022 - 2023
2.0,196.0,2182.5,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,237.5,2022 - 2023
2.0,196.0,97.5,2022 - 2023
2.0,196.0,577.5,2022 - 2023
2.0,196.0,15.0,2022 - 2023
2.0,196.0,170.0,2022 - 2023
