lad_name,lad_code,total_pop,asian,black,mixed,white,other,simpsons_index
Staffordshire Moorlands,E07000198,95844,0.006865322816243062,0.0019615208046408748,0.009411126413755687,0.980040482450649,0.001721547514711406,0.03937813951043978
Tamworth,E07000199,78642,0.01374583555860736,0.006256198977645533,0.018717733526614277,0.9576180666819257,0.0036621652552071412,0.08237578534078893
Babergh,E07000200,92342,0.009475644885317623,0.005447142145502589,0.014630395702930411,0.9667215351627645,0.0037252821034848716,0.06510208804382711
Ipswich,E07000202,139643,0.05450326905036414,0.03496057804544445,0.045895605221887244,0.8432717715889805,0.021368776093323688,0.2821368397163244
Mid Suffolk,E07000203,102701,0.007994079901851005,0.005384562954596352,0.01424523617102073,0.9684715825551845,0.0039045384173474456,0.06175172277754659
Elmbridge,E07000207,138755,0.06523728874635149,0.012468019170480344,0.04099311736514,0.8612302259378041,0.020071348780224135,0.25178784787293906
Epsom and Ewell,E07000208,80937,0.11407638039462792,0.019385447940991143,0.04386127481868614,0.7945933256730543,0.02808357117264045,0.3525197322414938
Guildford,E07000209,143647,0.06703933949194901,0.014967246096333374,0.03053318203652008,0.8687128864508135,0.018747345924384082,0.23933589123458732
Mole Valley,E07000210,87387,0.030176113151841807,0.008079004886310321,0.02510670923592754,0.9274377195692723,0.009200453156648015,0.13816841300829685
Reigate and Banstead,E07000211,150846,0.07546106625299975,0.029268260344987602,0.03673282685652918,0.8441324264481657,0.014405420097317795,0.2793326263380185
Runnymede,E07000212,88079,0.09241703470747852,0.018063329511007163,0.03534327138137354,0.8351252852552822,0.019051079144858592,0.292086475301616
Spelthorne,E07000213,102960,0.12768065268065268,0.024747474747474747,0.03654817404817405,0.7867132867132867,0.02431041181041181,0.36224065278479634
Surrey Heath,E07000214,90456,0.08907092951269126,0.01578668081719289,0.02719554258423985,0.8501481383213938,0.01779870876448218,0.26800890156305546
Tandridge,E07000215,87877,0.03722248142289791,0.021951136247254685,0.0379052539344766,0.8942499174983215,0.008671210897049284,0.19693772137416332
Waverley,E07000216,128226,0.028270397579274093,0.00691747383525962,0.022195186623617674,0.9365339322758255,0.006083009686023115,0.1215274975563303
Woking,E07000217,103943,0.1418181118497638,0.018077215396900225,0.034769056117295055,0.7843625833389454,0.020973033297095524,0.3626874199037493
North Warwickshire,E07000218,65036,0.012977427886093856,0.005596900178362753,0.017113598622301496,0.9612214773356295,0.0030905959776123993,0.07555110554126265
Nuneaton and Bedworth,E07000219,134198,0.08034396935870877,0.018226799207141688,0.018249154234787405,0.8713915259541871,0.01178855124517504,0.23341743730283737
Rugby,E07000220,114363,0.07631838968897284,0.027194109983123913,0.027998565969762947,0.8570341806353453,0.011454753722794959,0.25801326592099716
Stratford-on-Avon,E07000221,134724,0.01904634660491078,0.003577684748077551,0.01698286867967103,0.9550785309224785,0.005314569044862089,0.08713277415108567
Warwick,E07000222,148454,0.09701995230845918,0.010885526829859755,0.03017096204885015,0.8456087407547119,0.016314818058119015,0.2742380314797085
Adur,E07000223,64543,0.021613497978092124,0.008211579876981238,0.02520800086763863,0.9341679190617108,0.010799002215577213,0.1260436639003929
Arun,E07000224,164887,0.01595031749015993,0.005197498893181391,0.015064862602873484,0.958244130828992,0.005543190184793222,0.08122908206634005
Chichester,E07000225,124071,0.017473865770405654,0.006310902628333777,0.016498617726946666,0.9543245399811399,0.005392073893174069,0.08861823006506997
Crawley,E07000226,118492,0.15390068527833103,0.04499037909732303,0.04082976065894744,0.7337119805556493,0.02656719440974918,0.4335842892743734
Horsham,E07000227,146776,0.027075271161497792,0.008938791083010846,0.021325012263585328,0.9364064969749822,0.006254428516923748,0.12183602610443278
Mid Sussex,E07000228,152566,0.036082744517127015,0.008763420421325852,0.025084225843241614,0.9223811334111138,0.007688475807191642,0.14714595169146738
Worthing,E07000229,111338,0.03940254001329285,0.011505505757243708,0.025633656074296286,0.9135156011424671,0.009942697012700067,0.1630483680994662
Bromsgrove,E07000234,99183,0.03185021626690058,0.00772309770827662,0.02433884839135739,0.9306937680852565,0.005394069548208867,0.13211355200549857
Malvern Hills,E07000235,79487,0.013222287921295307,0.003296136475146879,0.014077773724005184,0.965931535974436,0.00347226590511656,0.06658033405299024
Redditch,E07000236,87034,0.057391364294413674,0.012110209803065469,0.02623112806489418,0.8981892134108509,0.0060780844267757424,0.18909069584549276
Worcester,E07000237,103869,0.056417217841704455,0.011668544031424198,0.02197960893047974,0.8999605272025339,0.009974101993857648,0.18616940616920474
Wychavon,E07000238,132495,0.01139665647760293,0.0034793765802483114,0.012075927393486547,0.9685271142307257,0.0045209253179365255,0.06164697237150407
Wyre Forest,E07000239,101609,0.019082955250027064,0.003887450914781171,0.01446722239171727,0.9588028619512051,0.0037595094922693857,0.08009436602313513
St Albans,E07000240,148169,0.08217643366696138,0.02132024917492863,0.042883464152420545,0.835971087069495,0.01764876593619448,0.2917943518719628
Welwyn Hatfield,E07000241,119835,0.0884132348646055,0.060975507990153124,0.04114824550423499,0.7868986523135979,0.02256435932740852,0.36705326989322906
East Hertfordshire,E07000242,150159,0.026764962473111834,0.012992894198815922,0.02827003376420994,0.922935022209791,0.009037087354071351,0.14642490250588935
Stevenage,E07000243,89498,0.07486200808956625,0.048492703747569775,0.0359337638829918,0.8279402891684731,0.012771235111399137,0.3051046751666041
East Suffolk,E07000244,246060,0.014008778346744697,0.005514915061367146,0.015065431195643339,0.9616638218320734,0.0037470535641713405,0.07473502599290438
West Suffolk,E07000245,179948,0.026290928490452798,0.015965723431213462,0.027118945473136685,0.9177984751150332,0.012825927490163825,0.15579990021138979
Somerset West and Taunton,E07000246,157447,0.02047673185262342,0.005252561179317485,0.012823362782396616,0.9564043773460276,0.005042966839634924,0.08465391089945595
Bolton,E08000001,295960,0.20136504933099067,0.03797134747938911,0.022445600756859033,0.7194924989863495,0.018725503446411676,0.43948638810824714
Bury,E08000002,193851,0.10623107438187061,0.019035238404754167,0.02642751391532672,0.8290697494467401,0.019236423851308478,0.2999275155925353
Manchester,E08000003,551938,0.20855422166982523,0.11938478597233747,0.052589240095807864,0.5682377368472545,0.05123401541477485,0.613967731415367
Oldham,E08000004,242087,0.24604790839656818,0.03390929707088774,0.02530082160545589,0.6811476865754873,0.01359428635160087,0.47352347922337357
Rochdale,E08000005,223771,0.18503738196638528,0.03542460819319751,0.02361342622591846,0.7395283571150864,0.016396226499412345,0.4167776432904988
Salford,E08000006,269922,0.05534191358985188,0.06102874163647276,0.0314942835337616,0.823378605671268,0.028756455568645756,0.3134416133851442
Stockport,E08000007,294770,0.07281609390372154,0.011588696271669438,0.026013502052447672,0.8736642127760627,0.015917494996098652,0.23034429296572656
Tameside,E08000008,231070,0.09173843424070628,0.02282858008395724,0.02147833989700091,0.8554810230666032,0.008473622711732376,0.25868201342073993
Trafford,E08000009,235053,0.1258779934738123,0.034400752170787016,0.03758301319276929,0.7775310249177845,0.024607216244846908,0.37639882632742205
Wigan,E08000010,329330,0.017690462454073422,0.011863480399599186,0.013217745118877721,0.9502687274162694,0.006959584611180275,0.09631250646164524
Knowsley,E08000011,154518,0.01624406218045794,0.00818027673151348,0.017201879392692115,0.9528598609870694,0.005513920708266998,0.09140099085995812
Liverpool,E08000012,486088,0.057123401524003886,0.03489903062819901,0.03472622241240269,0.8402655486249403,0.03298579681045408,0.2871788091393114
St. Helens,E08000013,183248,0.014073823452370559,0.004234698332314678,0.01075591548066009,0.965292936348555,0.005642626386099712,0.06784601290869019
Sefton,E08000014,279233,0.01537783857925102,0.005404089058241683,0.014525503790741065,0.9581245769661896,0.006567991605576705,0.0814774841413356
Wirral,E08000015,320199,0.02280456840902064,0.00433792735142833,0.015396675192614593,0.951570741944853,0.005890087102083392,0.09370250638743693
Barnsley,E08000016,244572,0.00939191730860442,0.007012249971378571,0.00937556220663036,0.9687699327805309,0.005450337732855764,0.06122983023192019
Doncaster,E08000017,308104,0.02949004232337133,0.012145249655960325,0.014939760600316775,0.9313575935398437,0.012067353880507881,0.13118704579375917
Rotherham,E08000018,265806,0.05333212944779275,0.01134662121998751,0.014499296479387223,0.9102653815188521,0.010556571333980422,0.16812220256706611
Sheffield,E08000019,556523,0.096240406955328,0.04584177113973726,0.0354055447843126,0.791011332864949,0.03150094425567317,0.3606915252765889
Newcastle upon Tyne,E08000021,300127,0.11371186197842913,0.033056006290670285,0.023056905909831504,0.7996681404871937,0.030507085333875326,0.34504547481756054
North Tyneside,E08000022,208968,0.025822135446575554,0.006130125186631446,0.013777229049423835,0.9485088626009724,0.005761647716396769,0.09940356782889648
South Tyneside,E08000023,147777,0.029212935707180414,0.005318824986296921,0.013500071053005542,0.9438748925746225,0.00809327567889455,0.10797074862572731
Sunderland,E08000024,274173,0.02992271303155307,0.009720140203448187,0.009136567058025407,0.9460267787127106,0.005193800994262747,0.10393303165133505
Birmingham,E08000025,1144922,0.31040018446671475,0.10984154379075606,0.04821725846826247,0.48615364190748367,0.045387371366783065,0.6508562797070014
Coventry,E08000026,345321,0.1850886566412121,0.08896939369456246,0.03397129048045152,0.6551759087921094,0.03679475039166457,0.5260632624735149
Dudley,E08000027,323488,0.08361052032842022,0.02525596003561183,0.02841218221386883,0.8488599267979029,0.01386141062419626,0.27080885124710274
Sandwell,E08000028,341832,0.25750661143485687,0.08711589318729668,0.04294507243324206,0.5722811205504459,0.04015130239415853,0.5951390789527996
Solihull,E08000029,216240,0.11027099519052905,0.018289863115057342,0.03466518682944876,0.8216241213466519,0.015149833518312986,0.3110083991147119
Walsall,E08000030,284126,0.18723735244222633,0.045838817989201974,0.032791789558153775,0.7135003484369611,0.020631691573456845,0.452257261236505
Wolverhampton,E08000031,263726,0.21196620735156943,0.0934151354056862,0.053331867165163846,0.6055792754601367,0.03570751461744386,0.575498365895827
Bradford,E08000032,546412,0.32148635095861733,0.0200910668140524,0.027462793642892176,0.6112676881181234,0.019692100466314796,0.5214527047888632
Calderdale,E08000033,206631,0.10514395226272921,0.006964105095556814,0.01948884726880284,0.8606453049155257,0.007757790457385388,0.24774591118900535
Kirklees,E08000034,433213,0.1943662817136143,0.02296329980863917,0.03136563307195306,0.7362867688642769,0.015018016541516528,0.41836688563127966
Leeds,E08000035,811953,0.09668416767965633,0.05588500812239132,0.03373101645045957,0.7904410723280781,0.023258735419414672,0.36105319851999873
Wakefield,E08000036,353370,0.03575006367263774,0.012779805869202252,0.013974021563799984,0.9303053456716756,0.007190763222684439,0.13284359296966186
Gateshead,E08000037,196149,0.025108463463999305,0.01128733768716639,0.012199909252659968,0.9354572289433033,0.01594706065287103,0.12375878735888968
City of London,E09000001,8584,0.16833643988816402,0.02702702702702703,0.054753028890959926,0.6937325256290774,0.05615097856477167,0.4835167391336447
Barking and Dagenham,E09000002,218871,0.2585221431802294,0.21385656391207605,0.042582160267920374,0.44900877685942864,0.036030355780345504,0.6827113629496797
Barnet,E09000003,389344,0.19255979288238678,0.0787247267198159,0.05365178351278047,0.577283841538588,0.09777985534642887,0.6110270958807622
Bexley,E09000004,246475,0.09913378638807181,0.1220204888933969,0.035459985799776855,0.7187909524292525,0.024594786489501978,0.456760745277044
Brent,E09000005,339821,0.32815805968436323,0.17507746725481946,0.05075907610183008,0.34636176104478533,0.09964363591420189,0.729188360824873
Bromley,E09000006,329991,0.08275074168689449,0.07621116939552897,0.0537590419132643,0.7645511544254238,0.022727892578888517,0.3993991129878771
Camden,E09000007,210136,0.18103513914798036,0.08990368142536262,0.06632847298892146,0.5951574218601287,0.06757528457760688,0.5959653642498566
Croydon,E09000008,390724,0.1752822964547865,0.2263515934521555,0.076127906143467,0.4836790163900861,0.038559187559504916,0.6768134127560876
Ealing,E09000009,367116,0.3030132165310147,0.107570904019438,0.0521933121956003,0.4316428594776583,0.1055797077762887,0.6964247165458459
Enfield,E09000010,329985,0.11507492764822644,0.1833780323348031,0.05926936072851796,0.520884282618907,0.12139339666954559,0.6635606085282212
Greenwich,E09000011,289065,0.13155518654973794,0.20964834898725201,0.05983775275457077,0.556988912528324,0.041969799180115196,0.6231621332813617
Hackney,E09000012,259147,0.10374420695589762,0.2108648759198447,0.0674790755825844,0.5313933790474132,0.08651846249426001,0.6503553503371218
Hammersmith and Fulham,E09000013,183156,0.1054074122605866,0.12258948655790693,0.0672541440083863,0.6315872807879622,0.07316167638515801,0.5650828511950758
Haringey,E09000014,264238,0.08734549913335705,0.17584904517896743,0.07022457027376834,0.5698688303726186,0.09671205504128853,0.6224126814000892
Harrow,E09000015,261205,0.45233437338488924,0.0733178920771042,0.03764476177714822,0.36459103003388144,0.0721119427269769,0.650474221801586
Havering,E09000016,262052,0.10742142780822127,0.08230045945079603,0.037194907880878605,0.7529574282966739,0.020125776563430158,0.41295387434014197
Hillingdon,E09000017,305907,0.3332319953449905,0.07830811325010542,0.043670135041041884,0.4818032931577244,0.06298646320613781,0.6448154881382557
Hounslow,E09000018,288181,0.3672900017697211,0.0722115614839285,0.0468941394470836,0.4409832709304222,0.07262102636884459,0.65794442596221
Islington,E09000019,216590,0.09941363867214553,0.13270695784662265,0.0749388245071333,0.6221616879819013,0.07077889099219724,0.5747951469639738
Kensington and Chelsea,E09000020,143373,0.1187462074449164,0.07866892650638545,0.06643510284363165,0.6374561458573093,0.09869361734775725,0.5592061473334973
Kingston upon Thames,E09000021,168065,0.17813346026834856,0.02820932377354,0.05352690923154732,0.6832535031089162,0.056876803617647936,0.4945372540728157
Lambeth,E09000022,317650,0.07256729104360145,0.23971352117110026,0.0806862899417598,0.5502219423894223,0.056810955454116165,0.6247894681073816
Lewisham,E09000023,300553,0.08959151963214475,0.2677497812365872,0.08069458631256383,0.5148809028690448,0.04708320994965946,0.6464526251992004
Merton,E09000024,215187,0.18597313034709345,0.10635865549498807,0.0593204979854731,0.6023458666183366,0.04600184955410875,0.5856461965143631
Newham,E09000025,351030,0.42214910406517964,0.17463464661140074,0.046773780018801815,0.30751502720565194,0.0489274420989659,0.6921457010949895
Redbridge,E09000026,310261,0.4732563873641869,0.0841098301107777,0.041049310096982865,0.34801022365041046,0.05357424877764205,0.6432875665409992
Richmond upon Thames,E09000027,195277,0.08944729794087374,0.018880871787256052,0.054599363980397074,0.8045545558360687,0.03251791045540437,0.34029615520760637
Southwark,E09000028,307640,0.09927187621895722,0.25126446495904303,0.07200299050838642,0.5143024314133403,0.06315823690027304,0.6533308787526385
Sutton,E09000029,209636,0.17548035642733117,0.059460207216317805,0.048474498654811196,0.6828264229426244,0.033758514758915455,0.4959297900587464
Tower Hamlets,E09000030,310306,0.444258248309733,0.07313103839435911,0.049657434919079875,0.39401751819172043,0.0389357601851076,0.6380548011262328
Waltham Forest,E09000031,278428,0.1994950220523798,0.14957906532388984,0.06458761331475282,0.5280503397646789,0.058287959544298704,0.6514216320460253
Wandsworth,E09000032,327506,0.11698716970070777,0.10095082227501176,0.06289350424114368,0.6781249809163802,0.04104352286675664,0.5106292802195311
Westminster,E09000033,204236,0.16765898274545135,0.08057345423921346,0.06529211304569224,0.5519692904287197,0.13450615954092324,0.6383733194199177
Isle of Anglesey,W06000001,68879,0.006242831632282698,0.0015098941622265132,0.00868189143280245,0.9812424686769552,0.0023229140957330974,0.03704119376883741
Gwynedd,W06000002,117392,0.016764345100177182,0.004369974103857162,0.011355117895597656,0.9624761482894916,0.00503441461087638,0.07318524000062132
Conwy,W06000003,114743,0.014388677304933635,0.0023617998483567624,0.010928771254019852,0.9689131363133263,0.003407615279363447,0.060863672263349544
Denbighshire,W06000004,95820,0.017219787100814028,0.00279691087455646,0.010978918806094761,0.9652264662909622,0.003777916927572532,0.06789871567876193
Flintshire,W06000005,154960,0.009389519876097057,0.0018843572534847702,0.009331440371708829,0.9759421786267424,0.003452503871966959,0.0473461545291286
Wrexham,W06000006,135122,0.016622015659922145,0.006497831589230473,0.011530320747176626,0.9597030831396812,0.00564674886398958,0.07848664492296376
Ceredigion,W06000008,71473,0.015334461964657983,0.005120814853161334,0.012130454857078896,0.9622654708771144,0.005148797447987352,0.07361013703893926
Pembrokeshire,W06000009,123359,0.009395342050438153,0.0019779667474606635,0.009419661313726603,0.9758104394490876,0.0033965904392869594,0.0476015346116021
Carmarthenshire,W06000010,187898,0.01235244654014412,0.002421526572927865,0.009345495960574355,0.9720805969196054,0.0037999340067483424,0.05479908857274851
Swansea,W06000011,238491,0.0438213601351833,0.011727905874854816,0.01596705955360999,0.9142986527793502,0.014185021657001732,0.16154395631536023
Neath Port Talbot,W06000012,142290,0.015833860425890786,0.003668564199873498,0.011125166912643194,0.9664136622390892,0.002958746222503338,0.06564794042031308
Bridgend,W06000013,145490,0.014791394597566843,0.0029486562650353977,0.011574678672073683,0.96775723417417,0.002928036291154031,0.06307590919276629
Vale of Glamorgan,W06000014,131939,0.021274983136146248,0.00472945831027975,0.022639249956419253,0.9458916620559501,0.005464646541204648,0.10427157296927081
Cardiff,W06000015,362310,0.09655543595263724,0.038353895835058376,0.04003753691590075,0.7919488835527587,0.03310424774364495,0.359324096720844
Rhondda Cynon Taff,W06000016,237653,0.014752601481992653,0.004195192149899223,0.010389096708225859,0.9674735854375918,0.0031895242222904825,0.06364151619769232
Caerphilly,W06000018,175955,0.009002301724872836,0.001608365775340286,0.009968457844335199,0.9772669148361797,0.0021539598192719727,0.044761739195064876
Blaenau Gwent,W06000019,66903,0.009282094973319582,0.0017189064765406633,0.008504850305666412,0.9783716724212667,0.0021224758232067324,0.04262292129470291
Torfaen,W06000020,92276,0.013026138974381204,0.002470848324591443,0.010891239325501756,0.9709566951319953,0.002655078243530279,0.05694164225580578
Monmouthshire,W06000021,92960,0.012747418244406197,0.0024741824440619622,0.011994406196213425,0.9692986230636833,0.0034853700516351118,0.06013554749178662
Newport,W06000022,159592,0.07640733871371999,0.02341596069978445,0.027889869166374256,0.8551368489648604,0.017149982455260917,0.26128261421730936
Powys,W06000023,133169,0.00936404118075528,0.0016595453896927964,0.008523004603173411,0.9774046512326442,0.0030487575937342775,0.04450777186032673
Merthyr Tydfil,W06000024,58839,0.014803106782916093,0.0015465932459763083,0.008667720389537552,0.971124594231717,0.0038579853498529886,0.05660548512947705
