lad_name,lad_code,total_pop,asian,black,mixed,white,other,simpsons_index
Oxford,E07000178,162040,0.15422735127129103,0.04650086398420143,0.055572698099234756,0.7069921007158726,0.036706985929400145,0.4697780357038722
South Oxfordshire,E07000179,149088,0.028593850611719252,0.009839826142949131,0.02281873792659369,0.9308931637690492,0.007854421549688774,0.13194110043827856
Vale of White Horse,E07000180,138913,0.03952113913024699,0.016665106937435663,0.024850086025066047,0.9077912074463873,0.011172460460863993,0.17333312680743895
West Oxfordshire,E07000181,114236,0.016947372106866487,0.006320249308449175,0.018741902727686544,0.9521779474071221,0.005812528449875696,0.0926449530940755
Mendip,E07000187,116089,0.011181076587790403,0.0031785957325844824,0.014351058239798774,0.967800566806502,0.003488702633324432,0.06300881902585442
Sedgemoor,E07000188,125341,0.0144086930852634,0.0033747935631597004,0.011416854820050901,0.9660446302486816,0.0047550282828444,0.06638581783171604
South Somerset,E07000189,172670,0.013493947993281984,0.004725777494642961,0.011715990038802339,0.9661724677129785,0.003891816760294203,0.06615393236775413
Cannock Chase,E07000192,100523,0.012017150303910549,0.004695442833978294,0.014146016334570197,0.966256478616834,0.0028849119107070024,0.06597352595129158
East Staffordshire,E07000193,124021,0.09314551567879634,0.011094895219358011,0.021955959071447578,0.8631683343949815,0.010635295635416583,0.24554606905479615
Lichfield,E07000194,106436,0.023450712165056935,0.005646585741666353,0.018668495621782105,0.9481472434138826,0.004086963057612086,0.10006976897925468
Newcastle-under-Lyme,E07000195,123299,0.037648318315639216,0.010454261591740403,0.016123407326904517,0.9288234292248924,0.006950583540823526,0.13545207499009992
South Staffordshire,E07000196,110475,0.02813306177868296,0.009332428151165422,0.02029418420457117,0.9374971713057253,0.004743154559855171,0.11978613898581592
Stafford,E07000197,136870,0.030430335354716155,0.010520932271498503,0.018645429970044567,0.9337692701103236,0.006634032293417111,0.12664659242873355
