lad_code,lad_name,avg_dist_topark_m,avg_num_park_w1000m,avg_combsize_park_w1000m2
E07000012,South Cambridgeshire,2395.92672228387,1.09726609697109,147552.188814151
E07000066,Basildon,701.435199196797,1.56203024293132,338766.046434842
E07000067,Braintree,1005.7140429746,1.20037559443743,59731.4761592194
E07000068,Brentwood,1015.11548653192,2.02423159055505,630277.940220615
E07000069,Castle Point,1048.74996994877,1.25150419327424,1070720.80376973
E07000070,Chelmsford,880.21515579398,1.78564074947879,439809.608313936
E07000071,Colchester,1448.63011851141,1.16162237970094,493260.330647727
E07000072,Epping Forest,999.680106305985,1.60973223376864,1044053.20284133
E07000073,Harlow,257.762080006165,5.39720595649757,504196.627871939
E07000074,Maldon,2370.44190774679,1.24230073267991,239790.160545841
E07000075,Rochford,1009.98219335166,1.08580385657267,226778.601583024
E07000076,Tendring,1320.11099950156,1.36891789500165,116707.707392953
E07000077,Uttlesford,1688.9072216842,1.50280015276864,503280.394367455
E07000095,Broxbourne,516.179052153252,2.530797799748,2846932.70622038
E07000096,Dacorum,630.010656807504,3.75182907125432,295989.856789498
E07000098,Hertsmere,531.631959460402,2.63475479016728,182406.499077109
E07000099,North Hertfordshire,1357.21178841107,1.27535985363339,127488.562974877
E07000102,Three Rivers,858.946723236986,2.19314976590378,141541.04060857
E07000103,Watford,385.720267913449,3.15694429041099,381108.025065605
E07000240,St Albans,454.014948941191,3.97651583128926,281451.324274219
E07000241,Welwyn Hatfield,934.159338518445,2.11080545098533,303396.949950832
E07000242,East Hertfordshire,2715.3554583885,1.19620268573432,109990.28566036
E07000243,Stevenage,606.756126999595,1.91433732701792,448621.812354468
E07000143,Breckland,2137.06419480504,1.38179904634916,131146.308627698
E07000144,Broadland,1977.81711348639,1.05143400511399,122055.867459767
E07000145,Great Yarmouth,1085.23310745716,1.56463330356257,120660.080739116
E07000146,King's Lynn and West Norfolk,2224.92239212656,1.44895829892133,359274.0621966
E07000147,North Norfolk,1931.51973617266,1.32923001351628,573295.111198605
E07000148,Norwich,628.625543143693,2.57645820555867,200047.560561328
E07000149,South Norfolk,2461.02332796979,1.10777257029757,108845.208981685
E07000200,Babergh,1885.80744426182,1.84659095460648,125492.867361847
E07000202,Ipswich,601.220011890122,2.13053360193428,332085.311675768
E07000203,Mid Suffolk,2615.63469021209,1.03114035928154,148503.03279144
E07000244,East Suffolk,1328.92867122892,1.68652609035535,91235.9780062999
E07000245,West Suffolk,1854.94922012165,1.42456729437879,230786.846279928
E06000031,Peterborough,928.425205443162,1.9938981343851,1092254.12167551
E06000032,Luton,622.140669808821,2.27238868097552,309751.470834305
E06000033,Southend-on-Sea,569.294827866114,1.64845392502453,256572.6954308
E06000034,Thurrock,787.515281108691,1.9959802625502,443088.112873732
E06000055,Bedford,859.673830002528,2.27247910547729,407732.054381224
E06000056,Central Bedfordshire,1551.87904786538,1.32741326139568,311317.548218164
E09000001,City of London,233.869822741589,10.7227199469782,37461.3687948482
E09000007,Camden,336.783376417113,7.57505533345196,1343252.82525492
E09000012,Hackney,262.713879347415,6.78947508733174,442884.873319659
E09000013,Hammersmith and Fulham,312.686277956319,4.58633483423224,207794.770758787
E09000014,Haringey,318.273817284378,6.24930253205267,432719.634247146
E09000019,Islington,247.556423828778,10.4287742154526,295683.107570387
E09000020,Kensington and Chelsea,355.671749487471,4.68679997382737,670460.532739405
E09000022,Lambeth,323.101067614768,5.60562836007231,485443.754001494
E09000023,Lewisham,309.618893030638,4.81430990369928,361364.367724286
E09000025,Newham,351.916119575732,3.60130319198363,490125.401357429
E09000028,Southwark,235.361645915534,10.2175129712082,469298.535432657
E09000030,Tower Hamlets,209.419552304503,11.7240495859615,378053.292007047
E09000032,Wandsworth,375.331124921242,3.48127473971852,1458029.76188875
E09000033,Westminster,341.371637624955,6.05645694599749,1022264.30338018
E09000002,Barking and Dagenham,326.582513922692,3.23540582383322,737451.329227849
E09000003,Barnet,390.89684829137,3.43107275599666,500258.731901527
E09000004,Bexley,579.3820312465,2.60562071982407,372013.475449409
E09000005,Brent,442.432417381125,2.67797013748091,370964.807786618
E09000006,Bromley,487.445814682215,2.96516881672147,340115.544834811
E09000008,Croydon,475.24606588825,2.76103018354285,411573.117810143
E09000009,Ealing,374.972812030634,4.13090147939811,351445.715568516
E09000010,Enfield,440.200846226838,3.55789710467859,379998.123291279
E09000011,Greenwich,386.695768581251,3.72860714982791,520559.892225386
E09000015,Harrow,660.52064055165,1.89408487868625,149499.10622071
E09000016,Havering,483.861339136908,2.54274807221148,558017.671299356
E09000017,Hillingdon,590.904033747186,2.48939927558954,324232.603370393
E09000018,Hounslow,429.466688264034,2.82835338329387,649132.523395126
E09000021,Kingston upon Thames,738.994773051425,1.60161516518569,2490337.27426461
E09000024,Merton,390.693247110359,3.60493873445122,848749.504336441
E09000026,Redbridge,422.542644295894,2.53863391166486,835541.069347235
E09000027,Richmond upon Thames,394.614799968804,3.35555230517535,2361497.94343337
E09000029,Sutton,429.836325363215,3.13754417187332,493396.994808434
E09000031,Waltham Forest,427.88088834558,4.32635257487954,311559.389027229
E07000004,Aylesbury Vale,2734.88926019069,1.01269324489437,112105.285279493
E07000005,Chiltern,960.132810582097,1.61663452484598,96346.9808437897
E07000006,South Bucks,977.846565727284,1.57252503632271,464859.418139198
E07000007,Wycombe,930.368386515471,2.59489708520804,125929.369879869
