Classes,LogLik,AIC,BIC,Converged,Iterations,MeanAssignment,MedianAssignment,MinClass,MaxClass,EffectiveClasses
24,-1154026.2900006447,2310978.5800012895,2324669.5235725003,True,228,0.7676230729598025,0.8116380168804205,0.006293220939813612,0.10431955319116924,23
28,-1152373.7462553363,2308161.4925106727,2324135.8196986816,True,281,0.7467394880665669,0.7708022530310049,0.004037399171375293,0.07922044241781337,26
