serial,year,Age9,Gend3,Eth7,Disab2_POP,Educ6,NSSEC5,IMD10,WorkStat8,Child4,HHLiv9,Motiva_POP,motivd_POP
200390086211991.0,2019/20,0,0,2,1,2,3,2,6,0,7,1,3
200390086211992.0,2019/20,0,0,2,1,2,3,2,6,0,7,1,3
200390086212721.0,2019/20,1,1,2,1,0,0,1,0,0,0,1,4
200390086212801.0,2019/20,1,0,1,1,5,0,2,0,0,0,2,1
200390086214051.0,2019/20,4,1,0,0,0,0,1,0,0,0,1,3
200390086214881.0,2019/20,5,0,0,0,2,2,4,3,0,0,4,4
200390086217361.0,2019/20,2,1,5,1,0,0,4,7,1,8,1,3
200390086217362.0,2019/20,2,0,1,1,0,0,4,7,1,7,2,3
200390086218841.0,2019/20,4,1,0,0,1,0,8,5,0,0,3,3
200390086219671.0,2019/20,4,0,0,1,0,0,8,0,0,5,1,4
200390086219751.0,2019/20,2,0,0,1,0,0,8,0,0,3,2,3
200390086220151.0,2019/20,3,0,5,1,4,0,2,7,2,4,1,2
200390086222541.0,2019/20,1,1,6,1,0,0,0,0,0,3,3,1
200390086222542.0,2019/20,1,0,3,1,0,0,0,0,0,3,0,3
200390086223381.0,2019/20,5,0,0,1,0,0,8,1,0,3,0,4
200390086223382.0,2019/20,5,1,0,1,0,1,8,3,0,3,1,3
200390086223612.0,2019/20,2,1,2,1,0,0,8,0,1,4,1,3
200390086225101.0,2019/20,5,0,0,1,0,0,2,0,0,0,1,3
200390096229151.0,2019/20,0,1,2,1,2,3,4,6,0,7,1,4
200390096229152.0,2019/20,0,0,2,1,0,2,4,6,0,0,3,4
200390096229491.0,2019/20,5,0,0,1,2,0,4,3,0,3,2,1
200390096229492.0,2019/20,5,0,0,1,2,0,4,3,0,3,1,1
200390096229981.0,2019/20,6,1,0,1,2,4,3,3,0,3,1,2
200390096230951.0,2019/20,0,1,2,1,0,0,1,1,0,7,1,3
200390096230952.0,2019/20,0,1,2,1,0,0,1,1,0,7,1,3
200390096233011.0,2019/20,3,0,2,1,0,0,5,7,0,0,0,2
200390096233761.0,2019/20,5,0,2,0,2,1,5,5,0,3,0,4
200390096234751.0,2019/20,1,1,2,1,0,2,4,0,0,7,1,4
200390096234752.0,2019/20,1,0,2,1,0,0,4,0,0,7,1,3
200390096235411.0,2019/20,5,1,1,1,0,0,7,3,0,0,1,3
200390096235582.0,2019/20,3,1,1,1,0,0,7,1,1,4,1,4
200390096238141.0,2019/20,3,0,0,1,0,0,8,0,0,3,1,1
200390096238142.0,2019/20,3,1,0,1,0,0,8,0,0,3,1,1
200390096238221.0,2019/20,4,1,0,1,0,0,8,0,0,0,3,3
200390096238711.0,2019/20,3,1,3,0,0,2,2,2,0,0,1,4
200390096239051.0,2019/20,4,1,1,1,0,0,8,0,0,5,2,3
200390096239881.0,2019/20,3,1,1,0,0,0,2,0,0,0,0,3
200390096239961.0,2019/20,2,1,0,1,0,0,2,1,1,2,0,4
200390096239962.0,2019/20,0,0,5,1,1,0,2,1,1,4,0,4
200390096240512.0,2019/20,3,1,5,1,0,0,5,0,0,0,0,4
200390096241841.0,2019/20,3,1,3,1,1,0,0,0,0,2,0,3
200390096242261.0,2019/20,1,1,0,1,0,0,4,2,0,1,1,3
200390096242421.0,2019/20,2,1,1,1,1,0,5,0,0,1,1,1
200390096242911.0,2019/20,4,1,3,1,5,2,0,1,0,2,1,3
200390096243251.0,2019/20,1,1,2,1,0,0,4,7,0,0,0,2
200390106245041.0,2019/20,1,1,3,1,0,2,3,2,1,2,1,3
200390106246522.0,2019/20,2,1,5,1,0,0,4,0,1,4,0,2
200390106247021.0,2019/20,3,0,0,1,1,1,1,1,0,0,1,3
200390106248761.0,2019/20,1,0,2,1,0,0,3,0,0,0,1,3
200390106248762.0,2019/20,1,1,2,1,0,3,3,1,0,3,0,3
200390106249341.0,2019/20,5,1,0,1,2,0,8,3,0,0,0,4
200390106249591.0,2019/20,0,2,0,1,1,3,4,6,0,7,0,4
200390106249592.0,2019/20,0,0,0,1,2,3,4,6,0,7,0,4
200390106249831.0,2019/20,1,1,0,0,1,1,4,3,1,2,1,3
200390106249911.0,2019/20,2,1,1,1,1,0,4,2,0,0,1,3
200390106251391.0,2019/20,0,1,3,1,1,1,1,2,0,7,2,4
200390106251961.0,2019/20,0,0,6,1,1,0,0,7,0,7,1,4
200390106253371.0,2019/20,0,0,0,1,2,3,2,6,1,7,0,2
200390106253372.0,2019/20,3,0,1,1,2,1,2,0,1,4,1,3
200390106254361.0,2019/20,5,1,0,0,0,1,4,3,0,0,2,2
200390106255351.0,2019/20,2,1,3,1,3,2,1,4,3,4,0,3
200390106257581.0,2019/20,3,0,2,0,0,1,0,0,1,4,1,4
200390106259071.0,2019/20,5,1,1,1,2,0,6,3,0,0,0,4
200390106259491.0,2019/20,3,0,1,1,0,0,3,0,0,0,0,4
200390106259492.0,2019/20,3,0,1,1,1,0,3,0,0,1,1,2
200390106259641.0,2019/20,4,1,0,1,0,1,1,3,0,0,4,4
200390106259721.0,2019/20,3,0,0,1,1,0,4,0,0,5,2,3
200390106259981.0,2019/20,1,0,6,1,0,2,2,0,0,7,1,4
200390106260611.0,2019/20,3,1,0,1,0,0,2,1,0,5,1,3
200390106260612.0,2019/20,4,0,0,1,2,0,2,0,0,5,1,3
200390106261111.0,2019/20,5,0,0,1,0,0,4,3,0,3,2,3
200390106261112.0,2019/20,4,1,0,1,0,0,4,3,0,3,2,3
200390106261451.0,2019/20,4,0,2,1,4,1,4,7,0,3,1,2
200390106262021.0,2019/20,0,1,1,1,0,3,4,6,0,7,2,3
200390106262022.0,2019/20,3,0,1,1,0,2,4,1,0,2,3,4
200390106262281.0,2019/20,0,1,1,1,1,2,3,6,0,8,2,3
200390106262691.0,2019/20,3,1,2,1,0,1,3,0,0,5,2,4
200390106262692.0,2019/20,1,1,2,1,0,3,3,6,0,7,2,4
200390106262851.0,2019/20,3,1,6,1,0,0,1,5,0,2,1,3
200390106262852.0,2019/20,0,1,0,1,1,2,1,2,0,7,0,3
200390106263271.0,2019/20,4,1,0,0,4,1,0,0,0,0,1,3
200390106263351.0,2019/20,5,1,1,1,4,0,2,7,0,3,2,4
200390106264181.0,2019/20,0,1,2,1,0,0,0,0,1,7,1,3
200390106264751.0,2019/20,4,0,2,1,0,0,8,0,0,7,1,2
200390106265091.0,2019/20,6,1,0,1,0,4,7,3,0,0,1,3
200390116266151.0,2019/20,3,1,0,1,0,0,5,0,1,4,0,3
200390116268131.0,2019/20,1,1,1,1,0,0,5,0,0,3,0,4
200390116268132.0,2019/20,1,0,1,1,0,0,5,0,0,0,1,3
200390116268541.0,2019/20,1,1,1,1,1,1,3,1,0,7,1,3
200390116269381.0,2019/20,2,0,4,1,0,0,1,0,0,1,0,3
200390116269531.0,2019/20,2,0,2,1,0,0,1,0,0,0,0,2
200390116270761.0,2019/20,2,0,2,1,0,0,1,0,1,4,0,0
200390116271751.0,2019/20,5,0,0,1,4,0,3,3,0,3,1,3
200390116271752.0,2019/20,4,1,0,1,2,1,3,7,0,0,0,3
200390116273572.0,2019/20,0,1,4,1,2,3,6,6,2,7,3,3
200390116273991.0,2019/20,2,1,1,0,1,0,0,0,0,2,1,4
200390116273992.0,2019/20,0,0,1,1,2,3,0,6,0,7,2,2
200390116274311.0,2019/20,4,1,0,1,2,1,1,0,1,8,0,3
200390116275301.0,2019/20,2,0,1,0,0,1,0,0,0,1,2,2
200390116275891.0,2019/20,1,1,5,1,0,0,0,0,0,1,1,3
200390116276051.0,2019/20,1,1,0,1,0,0,0,0,0,3,1,4
200390116276131.0,2019/20,1,0,1,1,0,0,4,0,1,4,2,4
200390116276701.0,2019/20,2,0,0,1,0,0,3,0,2,4,2,2
200390116276881.0,2019/20,1,1,1,1,0,2,2,0,0,3,1,3
200390116277121.0,2019/20,2,0,5,1,0,0,1,0,0,0,0,3
200390116277531.0,2019/20,1,1,2,1,2,2,4,2,2,2,3,4
200390116277871.0,2019/20,6,0,0,1,0,4,4,3,0,0,0,1
200390116278861.0,2019/20,1,1,0,1,5,0,2,4,3,2,2,3
200390116278941.0,2019/20,1,1,0,1,1,1,2,1,1,2,0,3
200390116279281.0,2019/20,4,1,0,0,0,0,4,0,0,8,4,4
200390116279361.0,2019/20,6,0,0,1,2,4,2,3,0,3,0,2
200390116280821.0,2019/20,3,0,0,1,4,0,2,0,0,1,0,4
200390116280822.0,2019/20,2,1,0,1,0,0,2,0,0,1,1,4
200390116281651.0,2019/20,1,0,0,1,0,0,1,0,0,0,1,2
200390116281811.0,2019/20,3,0,0,1,0,0,6,0,1,4,0,4
200390116282151.0,2019/20,0,1,3,1,2,1,2,4,1,4,0,2
200390126285031.0,2019/20,1,1,1,1,0,0,0,0,0,1,0,1
200390126285521.0,2019/20,1,1,6,1,0,3,0,6,0,7,1,3
200390126286021.0,2019/20,1,1,3,1,0,0,1,0,0,8,0,4
200390126286022.0,2019/20,1,0,3,1,0,1,1,0,0,8,2,3
200390126286101.0,2019/20,2,1,2,0,0,1,0,0,0,3,1,3
200390126286102.0,2019/20,2,0,1,0,2,0,0,0,0,3,2,4
200390126287191.0,2019/20,1,0,1,1,3,2,1,0,0,7,0,1
200390126288831.0,2019/20,1,1,1,1,0,0,1,1,0,3,1,3
200390126288832.0,2019/20,1,1,1,1,0,0,1,1,0,3,0,3
200390126289741.0,2019/20,6,0,0,1,0,4,3,3,0,0,2,3
200390126289822.0,2019/20,4,0,0,1,2,0,2,3,0,0,1,3
200390126290971.0,2019/20,2,1,0,0,0,0,1,5,0,0,0,4
200390126292531.0,2019/20,1,1,6,1,0,0,1,0,0,1,2,4
200390126292532.0,2019/20,1,1,2,1,0,0,1,0,0,1,2,3
200390126292871.0,2019/20,4,1,0,1,5,0,0,5,0,3,4,4
200390126292872.0,2019/20,3,0,0,0,2,0,0,5,0,3,4,4
200390126293861.0,2019/20,4,1,5,1,3,1,0,1,0,2,1,3
200390126294931.0,2019/20,1,0,0,1,0,0,1,0,0,1,0,2
200390126294932.0,2019/20,0,1,0,1,0,0,1,0,0,1,0,3
200390126296181.0,2019/20,2,1,2,1,0,0,0,0,2,4,1,4
200390126296182.0,2019/20,2,0,1,1,0,0,0,0,2,4,0,4
200390126299641.0,2019/20,1,0,1,1,0,0,1,0,1,4,1,3
200390126299642.0,2019/20,1,1,1,1,0,0,1,0,1,4,1,4
200390126299721.0,2019/20,1,0,0,1,0,0,3,0,0,1,0,2
200390126299722.0,2019/20,1,1,0,0,0,0,3,0,0,1,0,3
200390126300121.0,2019/20,0,1,5,1,1,3,1,6,0,0,1,3
200390126300951.0,2019/20,2,1,0,1,0,0,4,0,0,3,1,1
200390126301371.0,2019/20,3,0,0,1,0,0,3,0,0,3,1,3
200390126301521.0,2019/20,6,0,1,1,4,4,0,3,0,3,4,2
200390126301522.0,2019/20,4,0,1,1,4,3,0,7,0,3,0,3
200390126301861.0,2019/20,2,1,0,1,0,0,0,0,0,1,1,3
200390126301862.0,2019/20,1,1,1,0,0,1,0,0,0,1,3,4
200390126301941.0,2019/20,1,1,0,1,0,0,1,0,0,3,1,3
200390126301942.0,2019/20,1,0,0,1,0,0,1,0,0,3,0,4
200390126305091.0,2019/20,2,1,0,0,0,1,1,5,0,0,1,1
200390126305331.0,2019/20,1,1,1,1,0,0,2,2,0,3,1,3
200390126305411.0,2019/20,5,0,0,0,0,0,1,3,0,3,3,4
200390126305412.0,2019/20,5,1,1,1,0,0,1,0,0,3,0,4
200390126305741.0,2019/20,2,1,1,1,0,0,1,0,1,4,1,4
200390126306321.0,2019/20,1,0,0,1,0,0,3,0,0,3,3,3
200390136309871.0,2019/20,4,0,0,1,0,0,4,0,0,0,0,4
200390136309951.0,2019/20,1,1,1,1,0,0,5,0,0,3,4,3
200390136310681.0,2019/20,6,1,0,1,0,4,8,3,0,0,2,3
200390136310841.0,2019/20,1,1,1,1,0,0,8,0,0,3,1,4
200390136311671.0,2019/20,6,0,0,1,0,4,4,3,0,3,0,2
200390136311672.0,2019/20,6,1,0,1,2,4,4,3,0,3,0,3
200390136312171.0,2019/20,1,1,0,1,0,0,6,0,0,3,1,3
200390136314491.0,2019/20,2,1,3,0,0,2,2,2,1,2,0,3
200390136316541.0,2019/20,1,1,1,1,0,0,5,0,0,1,3,3
200390136316542.0,2019/20,1,0,1,1,0,1,5,0,0,1,0,4
200390136317531.0,2019/20,1,0,1,1,0,0,1,0,0,1,0,3
200390136318291.0,2019/20,3,0,0,1,0,0,1,0,0,0,1,3
200390136321401.0,2019/20,0,0,2,1,0,3,3,6,0,1,1,3
200390136322311.0,2019/20,3,0,0,1,0,0,1,0,1,4,0,3
200390136323141.0,2019/20,1,0,0,1,0,0,1,0,0,3,1,2
200390136323971.0,2019/20,1,0,1,1,0,0,3,0,0,0,0,4
200390136324211.0,2019/20,1,1,0,1,0,0,1,0,0,0,2,1
200390136324701.0,2019/20,2,0,1,1,0,0,0,0,0,3,2,3
200390136324702.0,2019/20,2,1,4,1,0,0,0,0,0,3,2,4
200390136325951.0,2019/20,6,0,0,1,5,4,1,3,0,0,1,2
200390136327101.0,2019/20,1,0,0,1,2,0,2,0,0,1,0,4
200390146328261.0,2019/20,2,1,1,1,0,0,2,0,1,8,0,3
200390146328341.0,2019/20,3,1,0,1,2,0,3,0,0,1,0,3
200390146328832.0,2019/20,1,0,0,1,1,1,3,1,0,0,1,1
200390146329661.0,2019/20,2,0,0,1,0,0,3,0,0,0,0,3
200390146329741.0,2019/20,3,0,6,1,0,0,7,0,2,6,0,3
200390146330141.0,2019/20,2,1,0,1,1,0,3,4,2,4,3,3
200390146330481.0,2019/20,2,1,3,1,0,3,1,6,1,2,3,4
200390146331961.0,2019/20,5,1,6,1,0,0,3,1,0,3,0,4
200390146331962.0,2019/20,5,0,5,1,0,0,3,1,0,3,0,3
200390146332041.0,2019/20,3,1,1,1,0,0,6,0,0,0,1,4
200390146332201.0,2019/20,2,1,0,1,0,0,6,7,2,4,0,3
200390146332531.0,2019/20,3,1,4,1,0,0,6,0,0,0,2,3
200390146332791.0,2019/20,3,0,0,1,0,0,6,1,2,4,1,2
200390146333031.0,2019/20,1,1,0,1,0,0,4,0,0,3,1,3
200390146333111.0,2019/20,2,0,0,1,0,0,6,0,2,4,0,3
200390146334511.0,2019/20,2,0,0,1,0,3,4,7,0,3,1,2
200390146334512.0,2019/20,3,1,0,0,0,0,4,2,0,3,3,0
200390146335761.0,2019/20,3,1,1,1,0,0,1,0,0,2,0,3
200390146335762.0,2019/20,0,1,1,1,1,0,1,0,0,7,2,3
200390146336672.0,2019/20,2,1,3,1,0,0,0,0,1,2,1,3
200390146337411.0,2019/20,3,1,0,1,0,0,1,1,0,0,1,4
200390146337901.0,2019/20,4,0,0,1,2,1,1,1,0,3,1,4
200390146338571.0,2019/20,2,1,0,0,1,1,0,1,2,2,1,4
200390146340531.0,2019/20,3,0,0,1,0,0,1,0,2,4,2,2
200390146341111.0,2019/20,4,1,0,1,0,0,0,0,0,0,1,2
200390146341781.0,2019/20,2,1,3,1,4,3,1,1,3,2,0,3
200390146342362.0,2019/20,5,0,1,0,5,2,1,6,1,7,4,4
200390146343431.0,2019/20,2,1,0,1,0,0,1,0,0,3,3,3
200390146343681.0,2019/20,2,0,0,1,0,0,4,0,2,4,1,4
200390146344001.0,2019/20,2,0,0,1,0,0,3,0,2,4,2,2
200390146344591.0,2019/20,4,1,0,1,0,0,6,1,0,3,1,3
200390146344671.0,2019/20,1,1,0,1,0,0,3,0,0,3,1,4
200390146345581.0,2019/20,1,1,3,1,0,2,2,1,0,7,1,3
200390146345662.0,2019/20,4,0,6,1,0,1,2,1,0,5,0,3
200390146346081.0,2019/20,3,0,5,1,0,0,0,0,0,0,0,3
200390156347711.0,2019/20,1,0,0,1,0,0,4,2,0,3,1,3
200390156347712.0,2019/20,1,1,1,1,0,0,4,0,0,3,1,4
200390156348471.0,2019/20,3,1,2,1,0,0,4,0,0,3,2,1
200390156348881.0,2019/20,6,0,0,1,0,4,7,3,0,0,2,3
200390156349201.0,2019/20,2,1,1,1,4,1,6,1,2,4,1,4
200390156349202.0,2019/20,2,0,1,1,4,1,6,0,1,4,2,4
200390156349611.0,2019/20,2,1,0,1,0,0,4,0,0,0,0,3
200390156349791.0,2019/20,1,0,0,1,0,0,6,0,0,3,0,2
200390156350001.0,2019/20,3,0,1,1,0,0,5,0,1,4,0,4
200390156352161.0,2019/20,7,0,2,1,1,4,8,3,0,2,1,4
200390156352162.0,2019/20,3,1,2,1,0,0,8,1,0,7,0,4
200390156352651.0,2019/20,2,1,1,1,1,1,3,0,1,2,1,3
200390156352991.0,2019/20,7,0,2,1,2,4,4,3,0,2,1,2
200390156355051.0,2019/20,6,0,0,1,4,4,4,3,0,3,3,3
200390156355131.0,2019/20,5,0,5,1,0,0,4,3,0,5,2,2
200390156355132.0,2019/20,4,1,1,0,0,0,4,7,0,5,0,3
200390156356871.0,2019/20,1,1,2,0,0,0,5,0,0,7,3,2
200390156356872.0,2019/20,5,1,2,0,0,0,5,1,0,2,1,2
200390156357371.0,2019/20,3,0,2,1,2,1,5,2,2,4,2,3
200390156357372.0,2019/20,2,1,2,1,1,0,5,1,2,4,1,2
200390156357451.0,2019/20,3,0,2,1,0,0,5,0,2,4,1,2
200390156358771.0,2019/20,2,1,6,1,0,0,8,2,0,3,1,1
200390156358772.0,2019/20,2,1,0,1,0,0,8,0,0,3,2,3
200390156359011.0,2019/20,5,0,2,1,0,0,8,1,0,3,1,4
200390156361231.0,2019/20,1,1,0,1,0,1,8,0,0,3,3,1
200390156361561.0,2019/20,4,0,2,1,0,0,4,0,0,5,1,4
200390156361802.0,2019/20,3,1,2,1,2,1,6,0,0,5,0,1
200390156362551.0,2019/20,7,0,2,0,0,4,7,3,0,3,2,3
200390156362631.0,2019/20,6,0,0,1,0,4,7,3,0,3,1,2
200390156362972.0,2019/20,1,1,2,1,0,3,5,6,2,4,0,4
200390156365521.0,2019/20,5,0,2,0,0,0,5,3,0,0,2,2
200390166366841.0,2019/20,0,1,0,1,0,0,6,7,0,7,0,2
200390166367181.0,2019/20,4,1,0,1,0,2,7,1,0,0,2,2
200390166367182.0,2019/20,6,0,0,0,0,4,7,3,0,0,2,3
200390166367591.0,2019/20,0,1,0,1,2,2,7,1,1,7,0,3
200390166367592.0,2019/20,3,0,0,1,2,0,7,0,1,4,0,4
200390166368741.0,2019/20,2,1,0,1,0,0,8,0,0,0,1,4
200390166369401.0,2019/20,3,0,0,1,0,0,6,0,2,4,0,3
200390166369651.0,2019/20,5,1,0,1,0,0,4,3,0,3,1,3
200390166370471.0,2019/20,1,1,0,0,5,1,2,4,3,4,1,3
200390166371201.0,2019/20,1,1,0,1,2,1,0,0,0,0,1,1
200390166372291.0,2019/20,0,1,5,1,2,0,1,0,0,8,1,3
200390166372941.0,2019/20,4,1,0,1,0,1,2,1,0,3,0,4
200390166372942.0,2019/20,5,0,0,1,0,0,2,3,0,0,3,4
200390166373931.0,2019/20,4,1,0,1,1,1,1,0,0,5,1,2
200390166375591.0,2019/20,5,1,0,1,5,1,2,1,0,0,1,2
200390166376091.0,2019/20,0,0,2,1,2,3,3,6,1,7,1,1
200390166376741.0,2019/20,0,0,0,1,2,3,4,6,1,7,0,2
200390166378231.0,2019/20,2,1,0,1,0,0,7,0,1,2,1,3
200390166378232.0,2019/20,0,0,5,0,2,3,7,2,1,7,1,3
200390166378721.0,2019/20,5,1,0,0,2,0,6,3,0,3,4,2
200390166380781.0,2019/20,5,1,0,1,2,1,7,3,0,3,2,4
200390166381021.0,2019/20,4,0,0,1,1,2,5,1,0,3,1,3
200390166385811.0,2019/20,0,0,0,1,0,0,5,0,0,7,0,3
200390176389601.0,2019/20,1,1,5,0,0,3,7,6,0,7,3,4
200390176389861.0,2019/20,2,1,1,0,0,1,3,0,0,3,1,3
200390176389941.0,2019/20,6,1,2,0,5,4,7,3,0,0,4,4
200390176390752.0,2019/20,2,1,2,0,1,0,2,0,3,4,1,4
200390176391091.0,2019/20,4,1,0,1,2,0,1,1,0,5,1,4
200390176391411.0,2019/20,3,1,2,1,0,0,2,0,1,4,1,2
200390176391661.0,2019/20,3,0,6,1,0,0,2,0,1,4,1,3
200390176396461.0,2019/20,3,1,0,1,2,0,1,1,0,5,0,0
200390176396791.0,2019/20,2,0,0,0,0,0,8,0,0,0,4,2
200390176399351.0,2019/20,3,0,3,0,0,0,2,3,0,0,1,1
200390176399432.0,2019/20,0,1,4,1,2,3,7,6,0,7,1,3
200390176400081.0,2019/20,5,0,0,1,0,0,9,3,0,3,0,2
200390176400082.0,2019/20,5,1,0,1,2,1,9,3,0,0,2,2
200390176400241.0,2019/20,4,1,0,1,0,0,8,0,0,5,1,3
200390176400242.0,2019/20,1,1,0,1,1,1,8,0,0,7,2,1
200390176400731.0,2019/20,2,1,0,1,2,2,6,1,1,2,1,3
200390186401481.0,2019/20,2,1,5,1,1,0,3,0,0,3,1,2
200390186401482.0,2019/20,3,0,2,1,4,1,3,7,0,3,1,4
200390186402051.0,2019/20,2,0,2,1,0,0,4,2,0,3,1,3
200390186402961.0,2019/20,5,0,0,1,0,3,3,3,0,0,2,3
200390186403871.0,2019/20,1,1,5,1,0,0,2,0,0,7,1,4
200390186403872.0,2019/20,4,1,5,1,1,0,2,1,0,2,2,3
200390186405511.0,2019/20,2,1,2,1,4,0,4,1,0,0,1,2
200390186405851.0,2019/20,4,0,2,1,0,1,4,0,0,6,1,4
200390186407001.0,2019/20,3,0,0,1,0,0,3,0,0,0,1,3
200390186408172.0,2019/20,4,1,0,1,1,0,6,0,0,5,1,3
200390186408251.0,2019/20,4,0,0,1,0,0,3,0,0,0,1,3
200390186408581.0,2019/20,2,1,1,1,0,0,4,0,0,0,0,3
200390186408661.0,2019/20,0,1,1,0,2,3,3,6,1,7,2,2
200390186409811.0,2019/20,1,1,0,1,0,0,2,0,0,3,1,4
200390186410211.0,2019/20,2,1,0,1,0,0,1,0,0,0,2,2
200390186410621.0,2019/20,3,1,0,1,0,1,3,1,1,4,0,3
200390186411461.0,2019/20,3,1,1,1,0,0,4,0,0,3,0,4
200390186411531.0,2019/20,2,0,0,1,0,0,1,0,2,4,0,3
200390186411611.0,2019/20,5,1,0,1,4,3,1,3,0,0,1,2
200390186412521.0,2019/20,1,1,1,0,2,0,4,1,1,4,1,4
200390186412861.0,2019/20,4,0,0,1,0,0,2,0,0,3,2,3
200390186413851.0,2019/20,0,0,2,1,1,3,2,6,1,7,1,2
200390186413852.0,2019/20,0,0,2,1,2,2,2,6,1,7,1,3
200390186414351.0,2019/20,4,0,0,1,2,2,1,2,0,0,0,3
200390186417162.0,2019/20,1,1,1,1,0,0,3,0,2,4,1,1
200390186417572.0,2019/20,0,0,0,1,1,3,8,6,0,7,1,3
200390186417651.0,2019/20,2,1,1,1,0,1,7,0,2,4,0,3
200390186418231.0,2019/20,5,0,0,1,0,0,6,3,0,3,1,2
200390186419481.0,2019/20,1,0,1,1,0,0,6,0,0,1,0,4
200390196420021.0,2019/20,4,0,0,0,2,0,2,0,0,3,2,2
200390196420022.0,2019/20,4,1,1,1,0,0,2,7,0,0,0,4
200390196421921.0,2019/20,1,0,1,1,0,0,2,0,0,1,2,3
200390196421922.0,2019/20,1,1,5,1,0,3,2,6,0,1,0,4
200390196422421.0,2019/20,5,0,3,1,0,0,3,3,0,5,0,1
200390196423251.0,2019/20,2,0,0,1,0,0,3,0,0,3,0,3
200390196423252.0,2019/20,2,1,1,1,0,0,3,0,0,3,1,3
200390196425071.0,2019/20,0,1,3,1,2,3,3,6,2,7,1,3
200390196426301.0,2019/20,3,0,0,0,0,1,3,0,3,4,0,3
200390196428041.0,2019/20,2,1,1,1,0,0,1,0,0,0,1,3
200390196428531.0,2019/20,4,1,0,1,2,1,1,1,0,2,1,3
200390196429521.0,2019/20,1,0,0,0,0,0,1,0,0,1,1,3
200390196429601.0,2019/20,1,1,1,1,1,1,1,1,0,1,3,3
200390196429602.0,2019/20,1,0,1,1,0,2,1,2,0,1,1,4
200390196431251.0,2019/20,4,0,1,0,0,0,4,7,0,3,0,3
200390196431331.0,2019/20,3,1,2,1,0,0,2,2,0,0,0,3
200390196432651.0,2019/20,1,0,0,1,0,0,1,0,0,3,1,4
200390196432652.0,2019/20,1,1,1,1,0,0,1,0,0,3,1,4
200390196433311.0,2019/20,2,0,1,0,0,0,1,1,0,3,0,4
200390196433312.0,2019/20,2,1,0,1,0,0,1,7,0,3,1,2
200390196433641.0,2019/20,0,0,0,1,0,0,1,0,0,1,0,1
200390196433642.0,2019/20,0,0,0,1,0,0,1,0,0,1,1,4
200390196434221.0,2019/20,1,0,0,1,0,0,1,0,0,0,1,3
200390196434481.0,2019/20,1,1,1,1,0,0,1,0,0,8,1,3
200390196435471.0,2019/20,2,1,0,1,0,1,6,2,0,8,1,3
200390196435541.0,2019/20,2,0,0,0,0,0,2,0,0,0,1,4
200390196436871.0,2019/20,3,1,1,1,0,0,1,1,2,2,3,3
200390196437291.0,2019/20,0,0,1,1,0,0,1,0,0,1,0,4
200390196437292.0,2019/20,0,1,0,1,0,0,1,0,0,1,2,3
200390196437601.0,2019/20,3,0,0,1,0,1,1,0,0,3,2,4
200390196437861.0,2019/20,5,1,0,0,4,2,3,3,0,0,3,3
200390196438101.0,2019/20,3,1,0,1,0,0,3,0,1,2,0,4
200390196438361.0,2019/20,1,0,0,1,0,0,1,0,0,0,0,4
200390196438691.0,2019/20,1,1,0,1,0,0,1,0,0,0,2,1
200390196439011.0,2019/20,5,0,0,1,2,0,1,3,0,0,0,2
200390206441531.0,2019/20,3,1,1,0,5,1,2,5,0,6,2,2
200390206441791.0,2019/20,4,1,0,1,0,0,6,1,0,5,1,3
200390206441792.0,2019/20,0,1,0,1,1,3,6,6,0,8,1,2
200390206442861.0,2019/20,1,1,1,1,0,0,4,0,0,0,0,3
200390206442941.0,2019/20,0,1,0,1,1,1,2,1,0,0,0,3
200390206443771.0,2019/20,3,0,1,1,0,0,7,0,1,4,1,3
200390206446411.0,2019/20,2,1,1,1,0,1,5,1,0,0,0,3
200390206447321.0,2019/20,1,1,1,1,0,0,4,0,0,3,1,1
200390206448491.0,2019/20,1,0,4,1,0,0,0,0,0,3,1,2
200390206450851.0,2019/20,1,1,1,1,0,0,5,0,0,3,1,3
200390206450852.0,2019/20,1,0,0,1,0,0,5,0,0,3,0,2
200390206454401.0,2019/20,5,1,0,1,1,1,6,3,0,0,3,3
200390206454651.0,2019/20,4,1,0,1,1,0,6,4,0,0,0,2
200390206456711.0,2019/20,2,0,4,1,0,0,6,0,0,7,2,2
200390206462991.0,2019/20,3,0,0,1,0,0,1,0,0,0,1,3
200390206465131.0,2019/20,3,1,0,1,1,2,0,1,0,0,1,4
200390206466381.0,2019/20,5,0,0,0,0,1,0,3,0,0,2,2
200390206467111.0,2019/20,2,0,5,1,1,0,4,0,0,8,1,3
200390206467451.0,2019/20,5,0,0,1,0,0,4,3,0,0,2,1
200390206467781.0,2019/20,1,1,0,1,0,0,4,7,1,4,4,4
200390206468691.0,2019/20,2,1,0,1,0,0,3,4,3,4,2,4
200390206469272.0,2019/20,0,1,0,1,0,0,0,0,0,1,2,3
200390206470731.0,2019/20,1,0,1,1,0,0,3,0,0,3,0,3
200390206470732.0,2019/20,2,1,1,1,0,1,3,0,0,0,3,4
200390206471231.0,2019/20,6,0,0,1,1,4,3,1,0,0,1,2
200390216472051.0,2019/20,2,0,2,1,0,0,5,1,2,4,0,4
200390216472052.0,2019/20,1,1,2,1,0,0,5,4,2,4,0,3
200390216472131.0,2019/20,2,0,0,1,0,0,9,0,0,3,0,4
200390216472132.0,2019/20,2,1,1,1,0,0,9,1,0,3,0,3
200390216472211.0,2019/20,0,1,2,1,2,3,4,6,1,7,1,4
