serial,year,Age9,Gend3,Eth7,Disab2_POP,Educ6,NSSEC5,IMD10,WorkStat8,Child4,HHLiv9,Motiva_POP,motivd_POP
170590256652681.0,2016/17,2,1,5,1,2,2,0,0,0,7,0,4
170590256653882.0,2016/17,2,1,0,1,0,0,2,1,2,4,2,3
170590256654081.0,2016/17,4,1,3,1,0,1,3,1,0,0,1,3
170590256654282.0,2016/17,0,1,3,1,2,3,0,6,0,7,0,3
170590256656081.0,2016/17,2,1,2,1,0,0,1,4,1,4,0,3
170590256656981.0,2016/17,3,1,3,1,0,0,1,0,0,0,1,3
170590256658381.0,2016/17,1,1,1,1,1,0,2,0,0,1,1,4
170590256658981.0,2016/17,3,0,2,1,0,0,1,0,0,0,0,3
170590256659582.0,2016/17,3,1,1,1,0,0,1,1,2,2,1,3
170590256661181.0,2016/17,0,1,3,1,2,3,2,6,0,7,2,4
170590256661182.0,2016/17,4,1,3,1,3,2,2,1,0,2,0,4
170590256663681.0,2016/17,0,1,0,1,0,0,1,0,0,3,1,3
170590256663682.0,2016/17,1,0,6,1,0,0,1,0,0,3,0,3
170590256663881.0,2016/17,3,1,0,1,0,0,1,0,0,0,0,4
170590256665781.0,2016/17,0,0,0,1,0,0,2,0,0,1,0,4
170590256666781.0,2016/17,0,0,1,1,0,0,0,0,0,1,1,3
170590256666782.0,2016/17,1,1,0,1,0,1,0,0,0,1,3,1
170590256668181.0,2016/17,0,0,0,1,0,2,2,0,0,1,1,3
170590256668681.0,2016/17,1,1,0,1,0,1,1,0,0,3,1,4
170590256669681.0,2016/17,1,0,0,1,0,0,0,0,0,3,1,3
170590256669682.0,2016/17,1,1,0,1,0,0,0,1,0,3,1,0
170590266671981.0,2016/17,3,1,0,0,0,0,5,7,0,0,1,4
170590266672281.0,2016/17,4,1,1,1,0,0,6,0,0,0,0,3
170590266672381.0,2016/17,2,0,1,1,0,0,6,0,2,4,0,4
170590266672382.0,2016/17,2,1,1,1,0,0,6,4,2,4,1,4
170590266673782.0,2016/17,4,0,0,1,0,0,5,3,0,3,1,3
170590266674081.0,2016/17,0,0,0,1,5,3,4,6,0,7,1,3
170590266674082.0,2016/17,5,1,0,1,0,0,4,1,0,5,2,4
170590266675081.0,2016/17,2,1,0,1,0,0,4,1,2,4,0,4
170590266675381.0,2016/17,2,1,6,1,0,0,4,0,1,4,0,4
170590266675481.0,2016/17,1,0,0,1,0,0,7,0,0,3,0,2
170590266675482.0,2016/17,1,1,0,1,0,0,7,0,0,3,0,4
170590266676781.0,2016/17,3,0,0,1,0,0,6,0,0,3,0,3
170590266676782.0,2016/17,2,1,2,1,0,1,6,4,0,3,1,3
170590266676981.0,2016/17,1,1,0,1,0,0,7,0,0,0,3,4
170590266679581.0,2016/17,1,1,2,1,2,0,1,4,3,4,1,2
170590266679582.0,2016/17,2,0,2,1,0,1,1,1,3,4,1,4
170590266684281.0,2016/17,3,0,2,1,0,0,2,0,1,4,0,3
170590266684282.0,2016/17,2,1,2,1,0,2,2,1,1,4,1,4
170590266686281.0,2016/17,3,0,2,1,1,1,5,0,0,6,0,2
170590266688681.0,2016/17,0,0,0,1,1,1,3,0,0,7,1,1
170590266688682.0,2016/17,0,0,0,1,2,3,3,6,0,7,0,4
170590266688981.0,2016/17,4,0,0,1,1,0,3,0,0,5,1,3
170590266689581.0,2016/17,2,0,2,1,0,0,3,0,2,4,0,3
170590266692881.0,2016/17,0,0,2,1,2,3,2,6,0,7,4,4
170590266694581.0,2016/17,0,0,0,1,2,1,0,0,0,8,1,2
170590266694681.0,2016/17,4,0,2,1,0,0,6,0,0,5,1,4
170590266694682.0,2016/17,1,0,2,1,0,0,6,0,0,7,0,2
170590266694781.0,2016/17,5,0,0,1,0,0,7,3,0,8,1,4
170590266694782.0,2016/17,0,1,0,1,0,3,7,6,0,8,0,4
170590266696181.0,2016/17,3,1,0,1,2,1,4,0,0,0,1,2
170590266696182.0,2016/17,6,0,0,0,5,4,4,3,0,0,2,2
170590266696382.0,2016/17,1,0,3,0,0,2,1,5,1,4,3,3
170590266696981.0,2016/17,2,0,2,1,2,1,3,0,3,4,1,2
170590266696982.0,2016/17,2,1,2,1,0,2,3,1,3,4,1,3
170590266697181.0,2016/17,4,0,6,1,0,0,7,0,0,3,2,3
170590266697182.0,2016/17,4,1,1,1,0,0,7,3,0,3,2,2
170590266697781.0,2016/17,2,1,2,1,0,1,4,0,0,3,1,3
170590266697782.0,2016/17,2,0,2,1,0,1,4,0,0,3,0,3
170590266701381.0,2016/17,2,1,0,1,2,2,2,1,2,4,1,3
170590266701781.0,2016/17,3,1,6,1,1,0,3,0,0,2,0,4
170590266701981.0,2016/17,2,0,0,1,0,0,8,0,1,4,1,3
170590266702182.0,2016/17,4,1,0,1,0,1,8,1,0,5,0,3
170590266703481.0,2016/17,3,0,0,1,0,0,4,0,3,4,1,3
170590266703482.0,2016/17,3,1,5,1,0,0,4,1,3,4,1,3
170590266703581.0,2016/17,4,0,0,1,0,0,3,0,0,0,1,2
170590266704181.0,2016/17,1,1,1,1,0,0,6,0,0,3,0,3
170590266705681.0,2016/17,3,1,0,1,0,0,5,0,0,0,1,4
170590266705981.0,2016/17,0,0,2,1,1,3,6,6,0,7,1,2
170590266707681.0,2016/17,2,1,6,1,1,2,3,1,3,4,0,3
170590266707682.0,2016/17,3,0,6,1,2,0,3,0,3,4,1,4
170590266708081.0,2016/17,3,1,0,1,1,0,3,1,0,5,1,4
170590266708082.0,2016/17,0,0,0,1,2,3,3,6,0,7,1,4
170590266708381.0,2016/17,6,1,0,0,5,4,3,3,0,0,2,3
170590276709481.0,2016/17,5,1,1,0,0,0,5,3,0,1,2,3
170590276710081.0,2016/17,5,1,0,1,0,0,8,3,0,3,0,4
170590276710281.0,2016/17,4,1,0,1,0,0,5,1,0,0,1,4
170590276710681.0,2016/17,6,0,0,1,0,4,9,3,0,3,1,2
170590276710682.0,2016/17,5,1,0,1,0,1,9,3,0,3,2,4
170590276711381.0,2016/17,3,0,0,1,1,0,3,0,1,4,0,3
170590276711781.0,2016/17,1,1,0,1,0,0,8,0,0,3,0,3
170590276712481.0,2016/17,6,0,0,1,2,4,7,3,0,3,2,2
170590276712781.0,2016/17,2,1,1,1,0,0,8,0,0,3,0,4
170590276713381.0,2016/17,3,1,0,1,0,0,8,0,1,4,2,4
170590276714381.0,2016/17,2,1,0,1,0,0,7,0,2,4,0,4
170590276714681.0,2016/17,3,1,0,1,1,0,8,0,1,4,2,2
170590276715481.0,2016/17,3,1,1,1,0,1,8,0,0,3,1,4
170590276715482.0,2016/17,4,0,0,0,0,1,8,3,0,3,1,4
170590276715683.0,2016/17,4,1,0,1,0,0,4,0,0,8,1,3
170590276717081.0,2016/17,4,0,2,1,0,0,5,0,1,4,3,1
170590276717881.0,2016/17,1,1,0,1,0,0,8,0,0,3,3,4
170590276717882.0,2016/17,1,0,1,1,0,0,8,2,0,3,3,3
170590276718781.0,2016/17,0,1,0,1,1,3,7,6,1,7,1,3
170590276719281.0,2016/17,4,1,0,1,0,0,7,0,0,5,1,3
170590276719681.0,2016/17,3,0,0,1,0,0,9,0,0,0,1,4
170590276720281.0,2016/17,5,1,0,1,0,0,9,3,0,0,1,3
170590276720681.0,2016/17,3,1,0,1,1,1,5,0,1,4,1,3
170590276720682.0,2016/17,3,0,0,1,1,1,5,0,1,4,2,3
170590276720781.0,2016/17,2,0,0,1,0,0,8,1,0,3,2,2
170590276720981.0,2016/17,3,1,0,1,1,0,6,0,0,2,1,3
170590276720982.0,2016/17,1,0,0,1,2,1,6,2,0,7,0,1
170590286722981.0,2016/17,3,1,0,0,0,0,2,4,1,2,0,4
170590286722982.0,2016/17,2,0,1,1,0,0,2,0,1,4,2,1
170590286725181.0,2016/17,2,1,3,1,0,0,0,0,0,0,2,4
170590286729681.0,2016/17,2,1,0,1,2,0,3,0,2,8,1,3
170590286730281.0,2016/17,1,1,0,1,0,0,0,0,0,3,0,1
170590286731481.0,2016/17,3,0,0,1,0,1,1,1,0,3,1,3
170590286732081.0,2016/17,2,1,2,1,1,2,2,4,3,4,3,4
170590286732481.0,2016/17,1,1,0,0,5,3,0,7,2,2,0,1
170590286732681.0,2016/17,0,1,0,1,0,0,7,0,0,1,1,4
170590286732981.0,2016/17,0,1,1,1,0,0,5,0,0,1,0,4
170590286733281.0,2016/17,3,0,0,1,0,1,7,0,0,0,1,3
170590286737281.0,2016/17,3,0,0,1,0,0,3,0,2,4,2,2
170590296737781.0,2016/17,1,1,0,1,0,0,4,0,0,3,1,4
170590296737782.0,2016/17,1,0,0,1,0,0,4,0,0,3,1,3
170590296738181.0,2016/17,4,0,2,1,0,0,8,3,0,3,0,3
170590296738581.0,2016/17,4,0,0,1,4,0,7,0,0,5,0,4
170590296739281.0,2016/17,3,0,1,1,0,0,8,0,2,2,0,3
170590296741581.0,2016/17,3,1,1,1,0,0,5,0,2,4,0,4
170590296741582.0,2016/17,3,0,1,1,4,0,5,0,2,4,0,3
170590296744281.0,2016/17,2,0,0,0,5,1,0,5,0,0,3,3
170590296744981.0,2016/17,5,1,0,1,0,1,8,7,0,3,1,2
170590296744982.0,2016/17,6,0,0,0,1,4,8,3,0,3,3,1
170590296745581.0,2016/17,6,0,0,0,4,4,6,3,0,0,1,2
170590296745781.0,2016/17,4,0,0,1,1,0,8,3,0,0,0,4
170590296745981.0,2016/17,4,1,0,1,1,2,8,1,0,8,2,3
170590296746181.0,2016/17,3,0,0,1,0,0,2,0,1,4,1,3
170590296746681.0,2016/17,3,1,0,1,1,1,2,0,0,2,1,3
170590296746682.0,2016/17,0,0,0,1,1,3,2,6,0,0,1,2
170590296746981.0,2016/17,3,1,0,1,4,0,3,4,1,4,2,3
170590296749381.0,2016/17,2,0,0,1,0,0,4,0,0,3,0,1
170590296749382.0,2016/17,2,1,1,0,0,0,4,0,0,3,2,1
170590296749681.0,2016/17,0,0,0,1,2,3,3,6,2,7,1,2
170590296749981.0,2016/17,3,0,0,1,0,1,7,0,0,0,0,2
170590296750881.0,2016/17,1,1,2,1,0,0,6,0,0,7,1,3
170590296751481.0,2016/17,4,1,0,1,1,0,6,1,0,0,1,4
170590296751881.0,2016/17,0,0,4,1,0,0,9,0,0,7,1,2
170590306753181.0,2016/17,1,1,1,1,0,0,2,0,0,3,3,3
170590306753182.0,2016/17,1,0,5,1,0,0,2,0,0,3,3,3
170590306753881.0,2016/17,1,0,5,1,0,0,1,0,0,3,0,4
170590306753882.0,2016/17,1,1,2,1,0,0,1,0,0,0,2,1
170590306754081.0,2016/17,2,1,1,0,0,0,1,0,0,0,1,4
170590306754481.0,2016/17,4,0,0,1,0,0,0,0,0,8,1,3
170590306754781.0,2016/17,1,1,6,1,0,0,0,0,0,3,1,2
170590306754782.0,2016/17,1,0,0,1,0,0,0,0,0,3,0,3
170590306756481.0,2016/17,2,0,5,1,0,0,0,0,0,3,0,1
170590306756482.0,2016/17,2,1,1,1,0,0,0,0,0,3,1,1
170590306756781.0,2016/17,3,1,1,1,0,0,0,0,0,3,1,2
170590306756782.0,2016/17,3,0,1,1,0,1,0,0,0,3,1,3
170590306757281.0,2016/17,6,0,0,1,0,4,1,3,0,8,0,4
170590306757282.0,2016/17,6,1,0,1,0,4,1,3,0,3,0,4
170590306757582.0,2016/17,3,1,0,1,0,0,1,0,1,4,1,1
170590306757881.0,2016/17,1,1,0,1,0,0,1,0,0,3,1,3
170590306758681.0,2016/17,1,1,0,1,0,0,1,0,0,3,4,4
170590306759781.0,2016/17,3,1,0,1,0,0,2,0,0,0,1,4
170590306760381.0,2016/17,5,0,0,1,5,2,1,3,0,0,0,4
170590306761681.0,2016/17,1,1,3,1,1,2,3,0,1,2,0,2
170590306763981.0,2016/17,1,0,2,1,0,0,2,0,0,3,1,0
170590306763982.0,2016/17,1,1,0,1,0,0,2,0,0,3,0,3
170590306764881.0,2016/17,2,0,0,1,0,0,2,0,2,4,0,3
170590306764882.0,2016/17,2,1,0,1,0,1,2,0,2,4,0,4
170590306767881.0,2016/17,5,0,0,0,5,1,0,3,0,0,3,2
170590306768281.0,2016/17,1,1,0,0,0,0,0,1,0,0,0,4
170590306768482.0,2016/17,1,1,2,1,0,2,0,2,3,6,3,1
170590306771481.0,2016/17,2,1,1,1,0,0,5,0,0,0,0,4
170590306771681.0,2016/17,2,0,2,1,0,0,0,0,0,3,1,4
170590306772781.0,2016/17,1,1,2,1,0,0,5,0,1,4,1,3
170590306773581.0,2016/17,3,1,0,1,0,0,6,0,0,3,0,3
170590316774181.0,2016/17,3,1,1,1,2,1,6,0,0,3,2,3
170590316774981.0,2016/17,4,0,0,1,0,0,5,0,0,3,0,2
170590316776081.0,2016/17,3,1,0,1,1,1,3,1,0,2,2,2
170590316777682.0,2016/17,5,1,0,1,0,0,2,3,0,0,3,1
170590316777882.0,2016/17,1,0,0,1,0,0,1,0,2,4,0,3
170590316778381.0,2016/17,5,1,1,1,0,0,1,3,0,0,1,2
170590316778581.0,2016/17,0,1,3,1,2,2,0,1,1,7,1,3
170590316778582.0,2016/17,3,1,3,1,0,1,0,1,1,2,0,0
170590316779881.0,2016/17,2,1,0,1,0,0,4,0,2,4,0,3
170590316781081.0,2016/17,1,1,0,1,0,0,3,0,0,3,0,3
170590316781181.0,2016/17,5,1,0,1,5,0,3,3,0,0,2,2
170590316781182.0,2016/17,2,0,0,1,2,0,3,2,0,7,1,4
170590316781281.0,2016/17,2,1,1,1,0,0,2,0,2,4,1,4
170590316781283.0,2016/17,0,1,1,1,1,2,2,1,2,7,1,4
170590316781481.0,2016/17,2,0,0,1,0,0,2,0,2,4,1,3
170590316781581.0,2016/17,3,1,1,1,0,0,3,0,2,4,0,4
170590316781981.0,2016/17,3,1,1,1,1,0,3,0,0,8,0,2
170590316782181.0,2016/17,3,1,2,1,0,1,1,0,0,0,1,4
170590316782381.0,2016/17,5,1,0,0,0,0,2,3,0,0,2,1
170590316782781.0,2016/17,4,0,3,0,4,2,0,5,0,0,4,1
170590316783081.0,2016/17,4,1,0,1,5,1,2,0,0,3,1,2
170590316783181.0,2016/17,1,1,0,1,0,0,1,0,0,0,1,4
170590316783482.0,2016/17,2,0,2,1,2,2,0,1,2,4,0,4
170590316785382.0,2016/17,1,0,2,1,0,0,3,0,0,1,0,1
170590316786081.0,2016/17,3,0,0,1,5,0,3,0,2,4,0,3
170590316786581.0,2016/17,3,1,0,1,0,0,2,0,1,4,4,3
170590316788081.0,2016/17,0,0,0,1,0,0,2,0,0,1,1,3
170590316788382.0,2016/17,4,1,2,1,4,2,1,4,3,6,1,2
170590316789281.0,2016/17,5,0,0,1,0,0,3,3,0,3,1,3
170590316789882.0,2016/17,1,1,0,1,0,0,3,0,0,0,0,4
170590316790381.0,2016/17,4,1,0,0,0,0,3,1,0,0,1,2
170590316790481.0,2016/17,2,0,1,1,0,0,1,0,2,4,0,4
170590326792981.0,2016/17,0,0,0,1,1,3,0,6,0,7,2,4
170590326792982.0,2016/17,1,0,0,1,0,3,0,6,0,7,0,4
170590326793281.0,2016/17,1,1,0,1,0,3,7,6,0,1,0,3
170590326794681.0,2016/17,3,1,0,1,0,1,6,1,1,4,1,2
170590326795281.0,2016/17,4,1,0,1,0,0,6,1,0,5,1,2
170590326795381.0,2016/17,4,1,1,1,0,0,6,1,0,3,2,2
170590326795481.0,2016/17,0,1,0,1,0,0,4,0,0,3,1,4
170590326795581.0,2016/17,3,1,0,1,0,0,7,0,0,3,0,4
170590326795582.0,2016/17,4,0,0,1,0,0,7,0,0,3,2,3
170590326795781.0,2016/17,1,1,0,1,0,0,7,0,0,1,0,2
170590326795882.0,2016/17,3,0,2,1,0,0,5,0,0,3,1,4
170590326799081.0,2016/17,4,1,0,1,0,0,8,3,0,0,0,4
170590326799281.0,2016/17,0,1,2,1,1,1,3,0,1,7,3,4
170590326799282.0,2016/17,0,1,2,1,3,1,3,1,1,8,2,3
170590326800281.0,2016/17,1,1,0,1,0,0,2,0,0,3,2,4
170590326800282.0,2016/17,1,0,0,1,0,0,2,0,0,3,0,4
170590326800781.0,2016/17,1,1,1,1,0,0,5,0,0,0,0,4
170590326803181.0,2016/17,4,1,0,1,4,0,5,0,0,0,1,3
170590326803481.0,2016/17,2,1,0,1,0,0,5,4,3,4,0,4
170590326805581.0,2016/17,3,1,1,1,0,0,2,0,0,0,2,4
170590336807081.0,2016/17,3,0,0,1,0,0,5,0,0,5,0,4
170590336807281.0,2016/17,1,1,0,1,0,0,0,1,1,4,0,4
170590336808881.0,2016/17,7,0,0,1,0,4,5,3,0,3,0,2
170590336809181.0,2016/17,1,0,2,1,0,0,0,1,0,7,0,4
170590336811081.0,2016/17,2,0,0,0,2,2,1,5,0,0,1,4
170590336812281.0,2016/17,4,1,3,0,0,2,1,2,0,3,1,2
170590336814281.0,2016/17,3,1,1,1,0,1,2,0,1,4,0,3
170590336818081.0,2016/17,0,1,6,1,1,1,1,4,1,2,0,4
170590336818381.0,2016/17,5,0,0,1,0,0,1,1,0,0,0,2
170590336818481.0,2016/17,4,1,0,1,0,0,1,1,0,0,0,4
170590336818482.0,2016/17,4,1,0,1,0,0,1,1,0,0,0,4
170590336821082.0,2016/17,4,1,0,1,0,0,4,3,0,0,0,3
170590336823781.0,2016/17,2,0,0,1,0,0,0,0,0,0,0,4
170590336825981.0,2016/17,2,1,0,1,0,0,2,1,1,4,1,2
170590336828782.0,2016/17,0,0,5,1,1,3,1,6,2,7,0,3
170590336829981.0,2016/17,2,0,0,1,0,0,4,0,0,0,1,1
170590336829982.0,2016/17,1,1,0,1,0,0,4,0,0,3,1,2
170590336830381.0,2016/17,6,0,0,1,0,4,3,3,0,0,0,4
170590336832081.0,2016/17,5,0,1,1,0,0,4,3,0,3,1,4
170590336832082.0,2016/17,5,1,1,1,0,0,4,7,0,3,3,4
170590336833581.0,2016/17,5,1,0,0,3,1,1,3,0,0,1,1
170690016107681.0,2016/17,5,1,0,1,0,0,8,3,0,3,0,3
170690016107682.0,2016/17,5,0,0,1,0,0,8,3,0,3,0,3
170690016108181.0,2016/17,3,1,5,1,0,0,4,0,0,3,0,4
170690016108182.0,2016/17,3,0,0,1,0,0,4,0,0,3,0,4
170690016108481.0,2016/17,2,0,1,1,0,1,3,0,0,3,0,2
170690016109581.0,2016/17,5,1,0,1,0,0,8,1,0,0,1,4
170690016109781.0,2016/17,5,1,0,1,0,0,8,3,0,0,0,4
170690016110081.0,2016/17,6,0,0,1,0,4,8,3,0,3,0,3
170690016110082.0,2016/17,5,1,0,1,0,0,8,3,0,3,0,4
170690016110681.0,2016/17,3,1,0,1,0,0,8,0,1,4,0,4
170690016110882.0,2016/17,6,0,0,1,0,4,3,0,0,3,1,4
170690016111181.0,2016/17,2,1,1,1,0,0,8,1,2,4,2,4
170690016111182.0,2016/17,1,0,1,1,0,0,8,0,2,4,1,1
170690026115081.0,2016/17,0,1,3,1,3,3,1,6,3,2,0,4
170690026115181.0,2016/17,6,1,0,1,2,4,1,3,0,0,1,3
170690026116481.0,2016/17,3,0,3,1,0,0,0,0,1,4,0,4
170690026116482.0,2016/17,3,1,3,1,0,0,0,0,1,4,0,4
170690026116881.0,2016/17,2,0,2,1,0,0,1,0,0,3,0,3
170690026116882.0,2016/17,1,1,2,1,0,0,1,1,0,0,0,4
170690026117081.0,2016/17,1,1,3,1,0,0,1,1,2,4,1,3
170690026119381.0,2016/17,2,0,2,1,5,0,1,0,0,3,0,4
170690026119781.0,2016/17,3,0,2,1,5,2,1,4,3,4,1,3
170690026121981.0,2016/17,3,0,5,1,1,2,1,0,0,0,2,4
170690026122581.0,2016/17,2,1,2,1,0,2,4,4,3,8,0,4
170690026124081.0,2016/17,5,1,0,0,0,1,1,1,0,3,4,4
170690026124481.0,2016/17,3,1,2,1,0,0,1,1,0,5,0,4
170690026127982.0,2016/17,1,1,0,1,1,3,2,0,0,0,0,4
170690026128881.0,2016/17,3,0,4,1,2,1,3,0,0,3,2,2
170690026128882.0,2016/17,2,1,2,1,0,1,3,4,0,3,3,0
170690026130681.0,2016/17,6,0,0,0,0,4,2,3,0,0,3,1
170690026132581.0,2016/17,0,1,0,0,1,2,1,2,1,2,3,3
170690026132881.0,2016/17,1,1,1,1,0,0,1,1,0,3,2,4
170690026133181.0,2016/17,2,0,0,0,0,1,1,5,0,0,4,4
170690026133281.0,2016/17,4,1,0,1,1,1,1,3,0,5,1,1
170690026135081.0,2016/17,3,0,3,1,3,1,1,0,3,4,0,3
170690026135082.0,2016/17,2,1,6,1,0,0,1,0,3,4,0,3
170690026135481.0,2016/17,5,1,0,1,5,2,1,3,0,3,2,2
170690026136281.0,2016/17,1,1,0,1,0,1,1,4,3,2,1,2
170690026137581.0,2016/17,5,0,0,0,0,0,1,3,0,3,0,4
170690026137582.0,2016/17,5,1,0,1,2,1,1,7,0,3,2,3
170690026137681.0,2016/17,1,1,2,0,0,2,0,4,2,4,1,2
170690026137682.0,2016/17,2,0,2,1,0,0,0,0,2,4,0,2
170690026139082.0,2016/17,2,1,0,1,4,1,1,2,0,6,0,4
170690026139281.0,2016/17,5,1,0,0,2,0,1,3,0,0,3,4
170690026139981.0,2016/17,3,0,0,1,2,1,0,0,0,5,0,3
170690026141181.0,2016/17,0,1,1,1,1,3,0,6,1,7,1,2
170690026141182.0,2016/17,2,1,1,1,4,0,0,4,1,4,0,2
170690026142581.0,2016/17,0,0,3,1,5,3,0,6,2,7,0,3
170690026142582.0,2016/17,3,0,6,1,0,1,0,1,2,4,0,3
170690026145281.0,2016/17,5,1,0,1,5,2,1,3,0,3,1,3
170690026145282.0,2016/17,5,0,0,1,5,2,1,3,0,3,0,3
170690026149181.0,2016/17,3,1,6,1,1,0,2,0,1,4,3,3
170690026151681.0,2016/17,0,0,0,1,1,3,0,6,0,7,0,3
170690036153081.0,2016/17,2,1,0,0,0,1,2,0,0,3,2,4
170690036153082.0,2016/17,2,0,0,1,1,1,2,0,0,3,0,4
170690036153781.0,2016/17,2,1,0,1,0,0,6,1,2,4,1,3
170690036154481.0,2016/17,1,1,0,1,0,0,2,1,1,8,0,2
170690036156581.0,2016/17,7,1,0,1,2,4,6,3,0,0,1,3
170690036156981.0,2016/17,4,1,0,0,0,2,6,2,0,0,2,3
170690036157381.0,2016/17,0,1,0,0,0,0,7,0,0,0,1,0
170690036157382.0,2016/17,1,0,0,1,0,0,7,0,0,7,1,3
170690036158581.0,2016/17,4,0,0,1,0,0,4,3,0,2,1,2
170690036158582.0,2016/17,4,0,1,1,0,0,4,3,0,5,1,3
170690036159581.0,2016/17,6,0,0,0,2,4,9,3,0,0,3,3
170690036159981.0,2016/17,5,0,0,0,2,2,2,3,0,3,1,4
170690036159982.0,2016/17,5,1,1,1,5,2,2,1,0,3,0,3
170690036160581.0,2016/17,4,1,0,1,0,0,4,1,0,3,3,1
170690036161481.0,2016/17,2,0,1,1,1,3,7,1,2,4,0,4
170690036161881.0,2016/17,3,1,0,1,0,0,6,0,2,4,0,4
170690036162681.0,2016/17,3,0,2,1,0,0,7,0,1,4,0,2
170690036162682.0,2016/17,0,0,2,1,1,3,7,6,1,7,1,2
170690036163181.0,2016/17,5,1,0,1,2,0,8,3,0,8,0,4
170690036163182.0,2016/17,6,0,0,1,5,4,8,3,0,8,2,2
170690036163681.0,2016/17,2,0,1,1,0,0,6,0,0,3,1,4
170690036163682.0,2016/17,2,1,1,1,0,0,6,0,0,3,1,4
170690036163982.0,2016/17,2,0,0,1,0,0,4,0,1,4,1,3
170690036166281.0,2016/17,5,1,0,1,0,3,5,1,0,0,1,4
170690036166681.0,2016/17,4,1,0,1,0,1,3,0,0,5,1,3
170690036166682.0,2016/17,1,1,0,1,0,0,3,0,0,7,1,3
170690036167982.0,2016/17,2,1,2,1,4,1,9,4,0,3,1,3
170690036169281.0,2016/17,2,1,0,1,0,0,6,4,2,4,1,2
170690036170082.0,2016/17,4,1,0,1,0,0,6,0,0,1,2,3
170690036170181.0,2016/17,2,0,0,0,0,2,3,0,0,3,0,4
170690036170182.0,2016/17,5,0,0,0,4,0,3,3,0,3,3,0
170690036170481.0,2016/17,1,0,2,1,0,0,4,0,0,7,0,4
170690036170482.0,2016/17,1,0,2,1,4,0,4,0,0,7,1,4
170690036170781.0,2016/17,0,1,3,1,2,3,4,6,0,7,0,4
170690036171481.0,2016/17,4,0,2,1,0,0,8,0,0,3,1,2
170690036171482.0,2016/17,4,1,2,1,0,1,8,1,0,3,1,1
170690036171881.0,2016/17,1,1,0,1,2,1,1,1,2,2,2,2
170690036172581.0,2016/17,3,1,0,1,0,0,4,0,0,0,0,4
170690036172881.0,2016/17,5,1,0,0,0,0,5,3,0,0,1,4
170690036173581.0,2016/17,5,0,0,0,0,0,5,1,0,5,1,3
170690036173881.0,2016/17,6,0,0,0,0,4,1,3,0,3,0,2
170690036176181.0,2016/17,2,0,1,1,0,1,1,0,0,3,1,3
170690036176581.0,2016/17,2,1,0,1,0,0,2,4,1,4,0,3
170690036176981.0,2016/17,6,0,0,1,1,4,5,3,0,3,0,4
170690036180281.0,2016/17,3,0,2,1,0,2,2,0,1,4,1,4
170690036180282.0,2016/17,2,1,2,1,5,2,2,1,1,4,1,2
170690036181581.0,2016/17,1,0,0,1,0,0,6,0,0,3,0,4
170690036181981.0,2016/17,2,1,1,1,0,1,7,1,3,4,2,4
170690036181982.0,2016/17,2,0,0,1,0,0,7,0,3,4,0,4
170690036182481.0,2016/17,3,1,0,1,0,0,6,7,0,0,0,3
170690046184081.0,2016/17,1,1,0,1,0,0,3,0,0,0,1,3
170690046184181.0,2016/17,1,0,2,1,0,0,3,0,2,4,1,3
170690046184781.0,2016/17,6,0,0,1,0,4,5,3,0,3,2,2
170690046184782.0,2016/17,6,1,0,1,5,4,5,3,0,3,3,2
170690046185582.0,2016/17,5,0,0,1,5,0,3,0,0,3,1,1
170690046186081.0,2016/17,2,0,2,1,0,0,6,0,2,6,2,3
170690046186681.0,2016/17,3,1,0,1,2,1,6,1,0,3,2,3
170690046186682.0,2016/17,3,0,0,1,0,1,6,1,0,5,0,4
170690046186781.0,2016/17,2,1,0,1,2,0,6,1,2,4,2,2
170690046187082.0,2016/17,1,0,0,1,0,0,4,0,0,0,2,2
170690046189281.0,2016/17,2,1,3,1,0,0,2,0,0,0,1,3
170690046190081.0,2016/17,0,1,3,1,2,3,0,2,1,7,1,3
170690046190082.0,2016/17,3,1,3,1,0,0,0,0,1,4,1,3
170690046192282.0,2016/17,1,1,0,1,0,0,1,0,0,0,0,2
170690046192881.0,2016/17,2,1,0,1,1,0,5,1,1,2,2,2
170690046193081.0,2016/17,0,0,0,1,0,3,5,6,0,7,2,2
170690046193181.0,2016/17,4,1,0,1,0,0,7,1,0,5,1,4
170690046193182.0,2016/17,3,0,0,1,0,0,7,0,0,5,1,3
170690046193281.0,2016/17,3,1,0,1,0,1,7,1,0,5,1,4
170690046193282.0,2016/17,3,0,0,1,1,1,7,0,0,5,3,4
170690046194581.0,2016/17,1,1,0,1,0,0,8,0,2,4,0,2
170690046198381.0,2016/17,5,1,0,1,1,0,3,3,0,3,1,3
170690046198382.0,2016/17,5,0,0,1,4,0,3,3,0,3,1,2
170690046198981.0,2016/17,3,0,0,1,0,0,3,0,1,4,1,3
170690046198982.0,2016/17,3,0,0,1,0,0,3,0,1,4,1,3
170690056200582.0,2016/17,0,1,2,1,1,3,2,6,0,8,2,2
170690056202181.0,2016/17,1,0,1,1,0,0,6,0,0,1,0,4
170690056202182.0,2016/17,1,1,1,1,0,2,6,0,0,1,0,2
170690056202382.0,2016/17,2,0,2,1,0,0,2,0,1,2,1,3
170690056202981.0,2016/17,3,1,1,1,0,0,3,0,0,5,0,4
170690056203181.0,2016/17,2,0,2,1,0,0,3,0,1,6,1,1
170690056203281.0,2016/17,1,1,3,1,0,0,3,0,0,6,2,4
