LCA_Class,calendar_year,N,Sum_wt_final,Mean_wt_final,Mean_active,Mean_MEMS7_ALL,Median_MEMS7_ALL,SD_MEMS7_ALL,Mean_MEMS7_SPORTCOUNT_A01,Median_MEMS7_SPORTCOUNT_A01,Mean_MEMS7_IN_SPORTCOUNT_A01,Median_MEMS7_IN_SPORTCOUNT_A01,Mean_MEMS7_OUT_SPORTCOUNT_A01,Median_MEMS7_OUT_SPORTCOUNT_A01,Mean_MEMS7_FITNESS_B06,Median_MEMS7_FITNESS_B06,Mean_MEMS7_WALKALL_C01,Median_MEMS7_WALKALL_C01,Mean_MEMS7_CYCALL_C02,Median_MEMS7_CYCALL_C02,Mean_MEMS7_ACTTRAV_C03,Median_MEMS7_ACTTRAV_C03,Mean_MEMS7_DANCEALL_C04,Median_MEMS7_DANCEALL_C04,Mean_MEMS7_TEAMSPORT_C05,Median_MEMS7_TEAMSPORT_C05,Mean_MEMS7_RACKETSPORT_C06,Median_MEMS7_RACKETSPORT_C06,Mean_MEMS7_ADVWATERSPORT_C07,Median_MEMS7_ADVWATERSPORT_C07,Mean_MEMS7_LEISURE_C08,Median_MEMS7_LEISURE_C08,Mean_MEMS7_COMBATTARGET_C09,Median_MEMS7_COMBATTARGET_C09,Mean_MEMS7_WINTER_C10,Median_MEMS7_WINTER_C10,Mean_MEMS7_RUNATHMULTI_C11,Median_MEMS7_RUNATHMULTI_C11,Median_ACT7GR_ALL,Median_ACT7GR_SPORTCOUNT_A01,Mean_Number_Activities,Median_Number_Activities,Mean_CLUB_SPORTCOUNT_A01,Mean_Number_Club,Median_Number_Club,Mean_VolAny,Mean_VolCnt,Median_VolCnt,Mean_VolDur,Median_VolDur,Mean_VolFrqB_Pop,Median_VolFrqB_Pop,Mean_volint1,Mean_volint2,Mean_volint3,Mean_volint4,Mean_volint5,Mean_volint6,Mean_volint7,Mean_DVBMI,Median_DVBMI,Mean_FruitVegPor,Median_FruitVegPor
1,2018,417,597.6713220972965,1.4332645613844042,0.6211031175059952,620.31654676259,300.0,857.3400798621553,604.494004796163,270.0,277.97482014388487,0.0,391.29676258992805,90.0,147.17985611510792,0.0,273.70623501199043,75.0,63.752997601918466,0.0,174.48381294964028,0.0,36.51378896882494,0.0,9.585131894484412,0.0,7.505995203836931,0.0,23.353717026378895,0.0,1.9712230215827338,0.0,9.232613908872901,0.0,5.107913669064748,0.0,31.70863309352518,0.0,4.0,1.0,2.1199040767386093,2.0,0.35064935064935066,0.5584415584415584,0.0,0.24015748031496062,0.4763779527559055,0.0,,,0.1288888888888889,0.0,0.14173228346456693,0.06299212598425197,0.08267716535433071,0.03543307086614173,0.031496062992125984,0.051181102362204724,0.07086614173228346,25.703958597432223,24.552417219166667,5.159313725490196,5.0
1,2019,371,563.8648989721713,1.5198514797093567,0.6172506738544474,619.9299191374663,270.0,1037.946763857581,586.7621293800539,240.0,139.10211267605635,0.0,363.931338028169,127.5,161.37398921832883,0.0,266.72708894878707,71.25,46.32277628032345,0.0,176.66846361185983,0.0,37.59097035040431,0.0,8.504043126684635,0.0,5.761455525606469,0.0,17.38611859838275,0.0,5.006738544474394,0.0,5.6738544474393535,0.0,7.407008086253369,0.0,44.54986522911051,0.0,4.0,1.0,2.0053908355795147,1.0,0.2986111111111111,0.4236111111111111,0.0,0.24786324786324787,0.44017094017094016,0.0,2.75,3.0,0.53125,0.0,0.10256410256410256,0.10256410256410256,0.05555555555555555,0.017094017094017096,0.038461538461538464,0.05128205128205128,0.07264957264957266,25.119808346231952,24.06093961763564,5.265753424657534,5.0
1,2020,324,493.94320501528614,1.5245160648619942,0.5648148148148148,540.5246913580247,225.0,827.8295693124751,498.8117283950617,180.0,138.07602339181287,0.0,335.2733918128655,75.0,129.03317901234567,0.0,243.42746913580248,23.75,52.37808641975309,0.0,109.08796296296296,0.0,40.204475308641975,0.0,6.697530864197531,0.0,4.513888888888889,0.0,16.575617283950617,0.0,7.6080246913580245,0.0,2.1203703703703702,0.0,2.2222222222222223,0.0,27.47222222222222,0.0,0.0,0.0,1.654320987654321,1.0,0.2676056338028169,0.6126760563380281,0.0,0.1853035143769968,0.268370607028754,0.0,3.526315789473684,3.0,0.36741214057507987,0.0,0.0670926517571885,0.06070287539936102,0.022364217252396165,0.003194888178913738,0.03194888178913738,0.025559105431309903,0.05750798722044728,25.520853718834985,24.3046178773967,4.859375,5.0
1,2021,359,521.3006873692296,1.4520910511677707,0.6740947075208914,675.2896935933147,330.0,1056.8225787614838,788.5376044568245,300.0,209.5979020979021,0.0,511.7132867132867,162.5,165.31267409470752,0.0,328.674791086351,112.5,70.1483286908078,0.0,165.1859331476323,0.0,93.6016713091922,0.0,39.66573816155989,0.0,11.632311977715878,0.0,15.324512534818941,0.0,24.575208913649025,0.0,18.008356545961004,0.0,0.04178272980501393,0.0,44.05292479108635,0.0,0.0,0.0,2.064066852367688,2.0,0.3057324840764331,0.5668789808917197,0.0,0.12666666666666668,0.16,0.0,3.085714285714286,3.0,0.32441471571906355,0.0,0.03666666666666667,0.02666666666666667,0.05,0.0033333333333333335,0.013333333333333334,0.016666666666666666,0.013333333333333334,26.06387367031303,25.070008535093635,3.776758409785933,4.0
1,2022,391,566.7760554879268,1.4495551291251325,0.618925831202046,630.2570332480818,285.0,980.6473436514591,613.2365728900256,250.0,128.90296052631578,0.0,411.9342105263158,128.0,110.89002557544757,0.0,349.4386189258312,75.0,45.12148337595908,0.0,196.22122762148337,0.0,52.10677749360614,0.0,8.609335038363172,0.0,6.758312020460358,0.0,14.207161125319693,0.0,8.104219948849105,0.0,1.1445012787723785,0.0,2.129156010230179,0.0,30.952685421994886,0.0,0.0,0.0,1.8797953964194374,1.0,0.23195876288659795,0.41237113402061853,0.0,0.140625,0.2,0.0,3.5,3.5,0.2911392405063291,0.0,0.059375,0.028125,0.028125,0.01875,0.025,0.00625,0.034375,26.10137011076712,24.849467317516314,3.3875338753387534,3.0
1,2023,312,401.6959451607626,1.287487003720393,0.6282051282051282,582.5865384615385,306.25,842.9545939556518,552.9070512820513,285.0,119.15289256198348,0.0,281.25,112.5,100.27724358974359,0.0,292.17387820512823,90.0,46.217948717948715,0.0,178.52003205128204,0.0,36.68269230769231,0.0,3.7740384615384617,0.0,9.639423076923077,0.0,19.923076923076923,0.0,10.709134615384615,0.0,1.6346153846153846,0.0,4.615384615384615,0.0,25.072115384615383,0.0,1.0,1.0,2.0384615384615383,1.0,0.14743589743589744,0.23076923076923078,0.0,0.16475095785440613,0.2413793103448276,0.0,3.175,3.0,0.3281853281853282,0.0,0.07279693486590039,0.04597701149425287,0.022988505747126436,0.0038314176245210726,0.038314176245210725,0.011494252873563218,0.04597701149425287,26.396944080878104,25.209201358495854,3.6943521594684388,3.0
2,2016,206,335.1877463849023,1.6271249824509821,0.8058252427184466,679.1614077669902,432.75,797.5868736862118,644.2463592233009,398.75,198.875,12.5,507.028125,240.0,115.69660194174757,0.0,224.18082524271844,90.0,128.54004854368932,0.0,218.24635922330097,26.25,9.095873786407767,0.0,26.237864077669904,0.0,26.07281553398058,0.0,12.12378640776699,0.0,0.6310679611650486,0.0,3.495145631067961,0.0,3.8592233009708736,0.0,78.77427184466019,0.0,4.0,4.0,2.466019417475728,2.0,0.43333333333333335,0.8066666666666666,0.0,0.3089430894308943,0.6260162601626016,0.0,,,0.16,0.0,0.14634146341463414,0.12195121951219512,0.08130081300813008,0.04878048780487805,0.08943089430894309,0.056910569105691054,0.08130081300813008,25.276790934850254,24.897060231734173,5.351219512195122,5.0
2,2017,1222,1867.389528141843,1.5281420033893969,0.7495908346972177,687.4541734860884,450.0,810.7957631868416,654.0270049099836,420.0,160.52176470588236,15.0,524.5288235294117,300.0,121.74815875613749,0.0,229.76288870703763,67.5,139.21133387888707,0.0,215.25163666121114,60.0,11.563420621931261,0.0,25.328355155482814,0.0,23.894844517184943,0.0,20.80298690671031,0.0,3.1219312602291325,0.0,3.9627659574468086,0.0,17.69885433715221,0.0,66.0556464811784,0.0,4.0,4.0,2.585924713584288,2.0,0.44072164948453607,0.7951030927835051,0.0,0.3048469387755102,0.5586734693877551,0.0,,,0.1503184713375796,0.0,0.1568877551020408,0.10714285714285714,0.08035714285714286,0.05739795918367347,0.06760204081632654,0.04081632653061224,0.04846938775510204,25.024609975489692,24.59579044102495,5.429406850459482,5.0
2,2018,1065,1760.0480556405532,1.6526272822915993,0.7859154929577464,801.8279342723005,532.5,951.8669981774831,767.1335680751174,501.25,163.50701530612244,0.0,634.2716836734694,400.0,139.69154929577465,0.0,267.66971830985915,75.0,160.84014084507044,0.0,253.7363849765258,60.0,9.451408450704225,0.0,34.345539906103284,0.0,20.1462441314554,0.0,28.69600938967136,0.0,8.448356807511738,0.0,11.028169014084508,0.0,21.41549295774648,0.0,71.55446009389671,0.0,4.0,1.0,2.851643192488263,2.0,0.4430379746835443,0.8708860759493671,0.0,0.30030959752321984,0.5712074303405573,0.0,,,0.18914185639229422,0.0,0.14396284829721362,0.10990712074303406,0.08513931888544891,0.05727554179566564,0.06346749226006192,0.05572755417956656,0.05572755417956656,25.003464422335696,24.51782242839892,5.25095785440613,5.0
2,2019,1076,1852.5070821831787,1.7216608570475638,0.7723048327137546,756.7967007434944,465.625,899.4208361771312,721.7676579925651,435.625,142.15925480769232,0.0,593.1298076923077,315.0,127.00511152416357,0.0,261.76092007434943,100.0,140.97583643122675,0.0,227.94702602230484,60.0,10.076672862453531,0.0,24.931459107806692,0.0,23.374767657992564,0.0,37.899628252788105,0.0,3.963057620817844,0.0,7.4907063197026025,0.0,14.363382899628252,0.0,73.71840148698885,0.0,4.0,1.0,2.8392193308550184,2.0,0.4295774647887324,0.7934272300469484,0.0,0.27492877492877493,0.5584045584045584,0.0,3.7096774193548385,4.0,0.7545454545454545,0.0,0.1282051282051282,0.13105413105413105,0.08831908831908832,0.06837606837606838,0.05413105413105413,0.029914529914529916,0.0584045584045584,25.060751415256117,24.583279049894845,5.350710900473934,5.0
2,2020,888,1646.3311018250436,1.8539764660191933,0.740990990990991,682.5976914414415,450.0,798.9767283141367,627.5974099099099,400.0,105.89781021897811,0.0,490.537104622871,240.0,118.71002252252252,0.0,215.84600225225225,54.375,141.00929054054055,0.0,123.25309684684684,0.0,10.309684684684685,0.0,20.1821509009009,0.0,15.557432432432432,0.0,20.39132882882883,0.0,7.808277027027027,0.0,2.7646396396396398,0.0,5.917792792792793,0.0,86.20495495495496,0.0,0.0,0.0,2.356981981981982,2.0,0.5,0.9547413793103449,0.5,0.22171428571428572,0.4057142857142857,0.0,3.4644808743169397,4.0,0.5057339449541285,0.0,0.08228571428571428,0.08571428571428572,0.064,0.045714285714285714,0.044571428571428574,0.036571428571428574,0.046857142857142854,25.083445111190883,24.53735703654227,5.145475372279496,5.0
2,2021,1109,2055.015081146687,1.8530343382747403,0.7258791704238052,643.5279531109107,440.0,810.1528891918689,603.8248422001803,402.5,117.09549356223177,0.0,486.5992489270386,282.5,117.15126239855726,0.0,228.7669071235347,67.5,113.392696122633,0.0,122.13390441839495,0.0,10.837917042380523,0.0,22.791253381424706,0.0,17.536744815148783,0.0,19.50180342651037,0.0,14.289449954914337,0.0,6.9431920649233545,0.0,0.0811541929666366,0.0,66.7321911632101,0.0,1.0,1.0,2.3137962128043283,2.0,0.35714285714285715,0.6515151515151515,0.0,0.1584051724137931,0.2790948275862069,0.0,3.425531914893617,4.0,0.4067245119305857,0.0,0.05603448275862069,0.04956896551724138,0.059267241379310345,0.04418103448275862,0.03987068965517242,0.021551724137931036,0.008620689655172414,25.288544231908528,24.723288757900168,3.6407129455909946,4.0
2,2022,1203,2057.704152701071,1.7104772674156867,0.7489609310058188,766.0806317539484,525.0,911.1941256689917,741.6837073981712,487.5,121.74438775510204,0.0,534.8755102040816,300.0,129.2643391521197,0.0,282.23815461346635,90.0,146.47942643391522,0.0,202.80465502909394,40.0,7.701579384871155,0.0,30.802161263507898,0.0,28.148171238570242,0.0,31.06525353283458,0.0,17.530133000831256,0.0,2.8505818786367416,0.0,7.980049875311721,0.0,69.19534497090606,0.0,1.0,1.0,2.832086450540316,2.0,0.3333333333333333,0.6303630363036303,0.0,0.21747967479674796,0.3902439024390244,0.0,3.4504950495049505,3.5,0.558282208588957,0.0,0.09044715447154472,0.08333333333333333,0.06707317073170732,0.039634146341463415,0.041666666666666664,0.029471544715447155,0.03861788617886179,25.36427415881212,24.970093171464278,3.6632034632034634,3.0
2,2023,1010,1666.981502111468,1.6504767347638296,0.7752475247524753,790.5388613861386,483.75,972.9970332670457,757.4891089108911,450.0,184.97982885085574,7.5,541.9101466992665,285.0,138.4730198019802,0.0,262.1232673267327,75.0,144.47846534653465,0.0,188.85222772277228,30.0,16.613861386138613,0.0,47.617574257425744,0.0,28.245049504950494,0.0,42.853960396039604,0.0,13.535891089108912,0.0,7.1138613861386135,0.0,15.207920792079207,0.0,62.328217821782175,0.0,1.0,1.0,2.8396039603960395,2.0,0.19702970297029704,0.3722772277227723,0.0,0.2206405693950178,0.37129300118623965,0.0,3.3055555555555554,3.0,0.5763723150357996,0.0,0.08066429418742586,0.07354685646500593,0.06880189798339265,0.04033214709371293,0.04744958481613286,0.02609727164887307,0.03440094899169632,25.385038448424737,24.801587301587304,3.6670061099796336,3.0
3,2016,140,156.04927430611104,1.114637673615079,0.6428571428571429,474.8142857142857,288.75,571.6867030857877,460.6625,266.25,139.125,0.0,350.575,105.0,112.55892857142857,0.0,231.5392857142857,60.0,45.885714285714286,0.0,162.00892857142858,0.0,34.075,0.0,0.42857142857142855,0.0,9.142857142857142,0.0,14.035714285714286,0.0,0.75,0.0,0.0,0.0,5.035714285714286,0.0,44.42857142857143,0.0,4.0,4.0,2.0357142857142856,2.0,0.29,0.62,0.0,0.3023255813953488,0.4883720930232558,0.0,,,0.11627906976744186,0.0,0.12790697674418605,0.11627906976744186,0.03488372093023256,0.0,0.05813953488372093,0.046511627906976744,0.10465116279069768,22.722136640341496,22.503143147098708,5.579710144927536,5.0
3,2017,864,875.1688824657331,1.0129269472983022,0.7060185185185185,596.1542245370371,336.25,817.3891651061947,579.9401041666666,301.875,135.82255244755245,0.0,354.48776223776224,180.0,138.35474537037038,0.0,287.10069444444446,106.875,40.430844907407405,0.0,161.49016203703704,16.25,18.325810185185187,0.0,6.77662037037037,0.0,9.159143518518519,0.0,16.166087962962962,0.0,2.349537037037037,0.0,1.4525462962962963,0.0,10.639467592592593,0.0,48.558449074074076,0.0,4.0,4.0,2.2847222222222223,2.0,0.332703213610586,0.5689981096408318,0.0,0.25364963503649635,0.40145985401459855,0.0,,,0.10108303249097472,0.0,0.12956204379562045,0.07846715328467153,0.03832116788321168,0.014598540145985401,0.03832116788321168,0.03102189781021898,0.07116788321167883,23.82247045170305,23.04551718532082,5.831775700934579,5.0
3,2018,751,794.9871764123568,1.0585714732521396,0.7043941411451398,593.4743675099867,360.0,767.9434551181265,570.3518641810919,355.0,116.45384615384616,0.0,406.2125,161.25,138.63715046604528,0.0,267.1165113182423,105.0,44.080892143808256,0.0,156.9430758988016,30.0,31.33155792276964,0.0,6.284953395472703,0.0,13.80659121171771,0.0,23.332223701731024,0.0,3.690079893475366,0.0,2.4450732356857525,0.0,4.923435419440746,0.0,54.021304926764316,0.0,4.0,1.0,2.4620505992010653,2.0,0.33587786259541985,0.583969465648855,0.0,0.2605932203389831,0.4300847457627119,0.0,,,0.09069767441860466,0.0,0.13559322033898305,0.09322033898305085,0.038135593220338986,0.012711864406779662,0.03389830508474576,0.046610169491525424,0.06991525423728813,24.19200494327378,23.316772813120863,5.4507422402159245,5.0
3,2019,775,904.7309371613671,1.1673947576275705,0.7303225806451613,598.6187096774194,360.0,725.9018418159731,566.5725806451613,330.0,134.79537366548044,10.0,445.63967971530246,240.0,124.22387096774193,0.0,295.70193548387095,120.0,45.03322580645161,0.0,169.9235483870968,31.25,18.673870967741937,0.0,3.311935483870968,0.0,12.853225806451613,0.0,26.83225806451613,0.0,0.8516129032258064,0.0,2.47741935483871,0.0,11.46774193548387,0.0,39.14774193548387,0.0,4.0,1.0,2.5161290322580645,2.0,0.3713355048859935,0.6156351791530945,0.0,0.2568627450980392,0.4372549019607843,0.0,3.227272727272727,3.0,0.6344086021505376,0.0,0.12745098039215685,0.11372549019607843,0.03529411764705882,0.013725490196078431,0.050980392156862744,0.03725490196078431,0.058823529411764705,24.149568636647214,23.29703302047948,5.688396349413298,5.0
3,2020,573,735.8885475084276,1.2842732068209906,0.7155322862129145,620.2225130890052,360.0,763.3895612117709,575.1500872600349,325.0,136.6060070671378,0.0,429.3789752650177,210.0,146.39223385689354,0.0,274.14005235602093,81.25,71.32940663176265,0.0,115.7369109947644,0.0,13.844677137870855,0.0,7.713787085514834,0.0,8.405322862129145,0.0,14.013961605584642,0.0,7.059336823734729,0.0,2.386561954624782,0.0,4.896160558464223,0.0,48.08638743455497,0.0,0.0,0.0,2.2338568935427574,2.0,0.3607142857142857,0.625,0.0,0.17761989342806395,0.3108348134991119,0.0,3.2717391304347827,3.0,0.40966010733452596,0.0,0.0905861456483126,0.055062166962699825,0.03374777975133215,0.014209591474245116,0.04440497335701599,0.02664298401420959,0.046181172291296625,23.905343594284012,23.043328215561647,5.587610619469027,5.0
