Age9,Educ6,IMD10,NSSEC5,Motiva_POP,motivd_POP,inclus_a,comm1,happy,lifesat,lone,worthw,Eth7_2.0,Eth7_3.0,Eth7_4.0,Eth7_5.0,Eth7_6.0,Eth7_7.0,Gend3_2.0,Gend3_3.0,HHLiv12_2.0,HHLiv12_3.0,HHLiv12_4.0,HHLiv12_5.0,HHLiv12_6.0,HHLiv12_7.0,HHLiv12_8.0,HHLiv12_9.0,HHLiv12_10.0,HHLiv12_11.0,HHLiv12_12.0,WorkStat10_2.0,WorkStat10_3.0,WorkStat10_4.0,WorkStat10_5.0,WorkStat10_6.0,WorkStat10_7.0,WorkStat10_8.0,WorkStat10_9.0,WorkStat10_10.0,PREDS_inclus_a,PERTURBED_PREDS_inclus_a,DIFFERENCE_inclus_a,PREDS_comm1,PERTURBED_PREDS_comm1,DIFFERENCE_comm1,PREDS_happy,PERTURBED_PREDS_happy,DIFFERENCE_happy,PREDS_lifesat,PERTURBED_PREDS_lifesat,DIFFERENCE_lifesat,PREDS_lone,PERTURBED_PREDS_lone,DIFFERENCE_lone,PREDS_worthw,PERTURBED_PREDS_worthw,DIFFERENCE_worthw
5.0,2.0,5.0,1.0,2.0,5.0,2.0,4.0,7.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6069070931951911,0.5582513126223857,-0.048655780572805396,0.6069070931951911,0.5846871835621509,-0.022219909633040213,0.6069070931951911,0.6164735622653592,0.009566469070168115,0.6069070931951911,0.6177410984939035,0.010834005298712368,0.6069070931951911,0.5896954195921987,-0.01721167360299236,0.6069070931951911,0.606205878163602,-0.000701215031589042
6.0,1.0,8.0,1.0,1.0,4.0,2.0,4.0,8.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8588068273019076,0.8327374139187612,-0.02606941338314639,0.8588068273019076,0.8472418547466982,-0.011564972555209385,0.8588068273019076,0.86362052330166,0.004813695999752343,0.8588068273019076,0.8642511139793888,0.005444286677481203,0.8588068273019076,0.8498967797689396,-0.00891004753296798,0.8588068273019076,0.8584501588889418,-0.0003566684129657771
4.0,1.0,5.0,1.0,1.0,5.0,3.0,2.0,7.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804225658514843,0.7441914375608133,-0.03623112829067099,0.7804225658514843,0.7642000475333767,-0.016222518318107615,0.7804225658514843,0.7872465891605517,0.006824023309067395,0.7804225658514843,0.7881436884482168,0.0077211225967325214,0.7804225658514843,0.7679028598404066,-0.012519706011077658,0.7804225658514843,0.7799186327706229,-0.0005039330808613851
3.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927365179342273,0.7579069441147863,-0.03482957381944096,0.7927365179342273,0.7771639953498218,-0.015572522584405446,0.7927365179342273,0.7992762765843028,0.0065397586500755,0.7927365179342273,0.8001355291511277,0.007399011216900453,0.7927365179342273,0.7807216458729204,-0.012014872061306914,0.7927365179342273,0.792253322606579,-0.0004831953276482892
6.0,1.0,6.0,1.0,3.0,5.0,2.0,4.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8035318570233917,0.7699900291690861,-0.033541827854305595,0.8035318570233917,0.7885540878032108,-0.014977769220180903,0.8035318570233917,0.8098127115961092,0.0062808545727175424,0.8035318570233917,0.8106375460242972,0.0071056890009054685,0.8035318570233917,0.7919785661301039,-0.011553290893287826,0.8035318570233917,0.8030675768916369,-0.00046428013175481286
2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,10.0,10.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433762917540956,0.5962314103839629,-0.04714488137013273,0.6433762917540956,0.6219336746322581,-0.02144261712183748,,,,,,,0.6433762917540956,0.6267794631279249,-0.016596828626170734,,,
2.0,2.0,5.0,4.0,1.0,1.0,1.0,5.0,10.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8546318950729506,0.8279460683871298,-0.026685826685820757,,,,,,,,,,,,,,,
7.0,1.0,5.0,2.0,2.0,4.0,2.0,3.0,7.0,7.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5375828943096209,0.48759105612250886,-0.04999183818711206,0.5375828943096209,0.5145785896588171,-0.02300430465080383,0.5375828943096209,0.5475788087881267,0.009995914478505785,0.5375828943096209,0.548907428297789,0.011324533988168128,0.5375828943096209,0.5197378203660276,-0.01784507394359336,0.5375828943096209,0.5368523868649693,-0.0007305074446516402
4.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741485122028431,0.7372307084510532,-0.03691780375178988,0.7741485122028431,0.7576064322307913,-0.016542079972051815,0.7741485122028431,0.7811128324988044,0.006964320295961279,0.7741485122028431,0.7820286343878657,0.007880122185022653,0.7741485122028431,0.7613804549953065,-0.012768057207536598,0.7741485122028431,0.7736343566022459,-0.0005141556005971992
5.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8295015735580108,0.7992859180217498,-0.030215655536261044,0.8295015735580108,0.816050379042154,-0.013451194515856746,0.8295015735580108,0.8351225607992181,0.005620987241207298,0.8295015735580108,0.8358598761743312,0.0063583026163204215,0.8295015735580108,0.8191316814334559,-0.010369892124554858,0.8295015735580108,0.8290856096793064,-0.0004159638787043507
3.0,1.0,9.0,1.0,1.0,4.0,1.0,4.0,8.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929057696198368,0.914670393083123,-0.014387303115244943,0.929057696198368,0.9227291633058764,-0.0063285328924915785,0.929057696198368,0.9316668997558331,0.0026092035574650785,0.929057696198368,0.9320076288122674,0.0029499326138994197,,,,,,
5.0,1.0,5.0,2.0,2.0,4.0,3.0,2.0,6.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7330606606393288,0.692097866237319,-0.040962794402009894,0.7330606606393288,0.7146185603264522,-0.01844210031287663,0.7330606606393288,0.7408678613581392,0.007807200718810359,0.7330606606393288,0.7418964059499064,0.008835745310577514,0.7330606606393288,0.7188134798890095,-0.014247180750319388,0.7330606606393288,0.7324852904512413,-0.0005753701880875095
3.0,1.0,8.0,1.0,2.0,4.0,4.0,4.0,9.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8318416794933914,0.8019417164846424,-0.029899963008748975,0.8318416794933914,0.8185347158094013,-0.013306963683990092,0.8318416794933914,0.8374006408898514,0.00555896139646006,0.8318416794933914,0.8381297435135544,0.00628806402016302,0.8318416794933914,0.8215835019618452,-0.010258177531546231,0.8318416794933914,0.8314302645548166,-0.0004114149385747723
6.0,1.0,9.0,1.0,1.0,5.0,3.0,4.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8793739825244672,0.8564673481252848,-0.02290663439918239,0.8793739825244672,0.8692371383614581,-0.010136844163009084,0.8793739825244672,0.8835815358569514,0.004207553332484237,0.8793739825244672,0.884132213770866,0.004758231246398847,,,,0.8793739825244672,0.8790619525325938,-0.0003120299918734082
7.0,1.0,10.0,2.0,2.0,4.0,2.0,4.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8156598817463183,0.7836310582452726,-0.032028823501045744,0.8156598817463183,0.8013781501851159,-0.014281731561202382,0.8156598817463183,0.8216390800522777,0.005979198305959388,0.8156598817463183,0.8224238710080504,0.006763989261732051,0.8156598817463183,0.8046463890429533,-0.011013492703365046,0.8156598817463183,0.8152176709783463,-0.00044221076797201775
7.0,2.0,7.0,1.0,1.0,4.0,1.0,5.0,10.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8669584094226261,0.8421173825596947,-0.024841026862931437,,,,,,,0.8669584094226261,0.8721351758712745,0.0051767664486483955,0.8669584094226261,0.8584780015739031,-0.00848040784872306,,,
3.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,8.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7345973303014888,0.6937718373343463,-0.04082549296714244,0.7345973303014888,0.7162202963338452,-0.018377033967643563,0.7345973303014888,0.7423753825700142,0.007778052268525459,0.7345973303014888,0.743400015960344,0.008802685658855225,0.7345973303014888,0.7204008833542122,-0.01419644694727662,0.7345973303014888,0.734024070543871,-0.0005732597576177945
4.0,1.0,8.0,1.0,1.0,4.0,1.0,4.0,9.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9164958094895039,0.8998355823933364,-0.016660227096167546,0.9164958094895039,0.9091562447856089,-0.007339564703895074,0.9164958094895039,0.9195270107255774,0.0030312012360734775,0.9164958094895039,0.9199230700322009,0.0034272605426969305,0.9164958094895039,0.9108483323987248,-0.005647477090779174,,,
5.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,9.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804269050802087,0.7441962580949517,-0.03623064698525702,0.7804269050802087,0.7642046104861137,-0.016222294594095077,0.7804269050802087,0.7872508302971696,0.006823925216960847,0.7804269050802087,0.7881479165140649,0.007721011433856173,0.7804269050802087,0.7679073729016841,-0.01251953217852464,0.7804269050802087,0.77992297914964,-0.0005039259305686938
4.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,6.0,8.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.909837988705658,0.89200595690636,-0.017832031799298043,0.909837988705658,0.9019758265547634,-0.007862162150894636,0.909837988705658,0.9130879501647944,0.0032499614591363635,0.909837988705658,0.9135127195130502,0.0036747308073922236,0.909837988705658,0.9037875054382488,-0.006050483267409201,0.909837988705658,0.9095966603714561,-0.0002413283342018735
7.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,7.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6623974381649388,0.6162673408799837,-0.046130097284955096,0.6623974381649388,0.6414611541179004,-0.0209362840470384,0.6623974381649388,0.6713447659693796,0.008947327804440852,0.6623974381649388,0.6725272874590716,0.010129849294132853,,,,0.6623974381649388,0.6617400392042453,-0.0006573989606935005
2.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8842124133694961,0.8620804828048122,-0.022131930564683877,0.8842124133694961,0.8744241052826973,-0.009788308086798758,0.8842124133694961,0.8882726401891611,0.004060226819665003,,,,0.8842124133694961,0.8766753711527644,-0.007537042216731682,0.8842124133694961,0.8839112469618113,-0.0003011664076847387
6.0,3.0,6.0,3.0,3.0,4.0,4.0,1.0,6.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6169788575532847,0.5686837589783001,-0.048295098574984596,0.6169788575532847,0.5949483003063649,-0.022030557246919824,0.6169788575532847,0.6264510806455581,0.009472223092273357,0.6169788575532847,0.6277055557163408,0.010726698163056048,0.6169788575532847,0.5999174681591393,-0.017061389394145476,0.6169788575532847,0.6162842497102131,-0.0006946078430716263
3.0,1.0,5.0,1.0,1.0,4.0,1.0,4.0,6.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296490316605517,0.9153707289696856,-0.014278302690866052,0.9296490316605517,0.9233688988373918,-0.006280132823159867,0.9296490316605517,0.9322380726322922,0.0025890409717405083,0.9296490316605517,0.932576159761468,0.002927128100916332,0.9296490316605517,0.9248181481735627,-0.004830883486989013,0.9296490316605517,0.929456618368267,-0.00019241329228469883
5.0,1.0,8.0,1.0,3.0,5.0,3.0,3.0,8.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7865728561550552,0.7510328053600297,-0.035540050795025535,0.7865728561550552,0.7706712024807475,-0.015901653674307736,0.7865728561550552,0.7932563758481763,0.006683519693121087,0.7865728561550552,0.7941347608462267,0.007561904691171462,,,,0.7865728561550552,0.7860791690235335,-0.0004936871315217584
4.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7822876500213829,0.7462642115391952,-0.0360234384821877,0.7822876500213829,0.7661616381357527,-0.01612601188563023,0.7822876500213829,0.7890693763858107,0.006781726364427754,0.7822876500213829,0.7899608403210481,0.007673190299665178,0.7822876500213829,0.7698429243354612,-0.012444725685921698,0.7822876500213829,0.7817868004966421,-0.0005008495247408318
6.0,1.0,9.0,1.0,2.0,4.0,2.0,4.0,8.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8594381244940058,0.8334626685402269,-0.025975455953778925,0.8594381244940058,0.8479157037662182,-0.011522420727787641,0.8594381244940058,0.8642337001691788,0.0047955756751729695,0.8594381244940058,0.8648618992916949,0.005423774797689074,0.8594381244940058,0.8505609830426311,-0.008877141451374748,0.8594381244940058,0.8590827891327404,-0.00035533536126541865
5.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,8.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8022203307545527,0.7685190974398207,-0.03370123331473196,0.8022203307545527,0.7871690599782954,-0.01505127077625723,0.8022203307545527,0.8085331226144097,0.006312791859857003,0.8022203307545527,0.8093622001550966,0.007141869400543954,0.8022203307545527,0.7906100132426261,-0.011610317511926538,0.8022203307545527,0.8017537159706848,-0.00046661478386789135
4.0,3.0,6.0,1.0,4.0,2.0,2.0,2.0,6.0,7.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49170568647832424,0.4419031118372749,-0.04980257464104937,0.49170568647832424,0.4686748148510669,-0.023030871627257365,0.49170568647832424,0.5017742054109999,0.010068518932675685,0.49170568647832424,0.503115278020932,0.011409591542607789,,,,0.49170568647832424,0.4909713294598656,-0.0007343570184586423
2.0,3.0,6.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7781549276456289,0.7416734834145574,-0.03648144423107147,0.7781549276456289,0.7618160061268225,-0.016338921518806337,0.7781549276456289,0.7850300123797693,0.006875084734140446,0.7781549276456289,0.7859339166557483,0.007778989010119419,0.7781549276456289,0.7655447698723303,-0.012610157773298547,0.7781549276456289,0.7776472730678691,-0.0005076545777598085
6.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,7.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5831894877147829,0.5338528329159743,-0.049336654798808555,0.5831894877147829,0.5605995559001458,-0.022589931814637088,0.5831894877147829,0.5929460278581086,0.00975654014332572,0.5831894877147829,0.5942401419348778,0.011050654220094991,0.5831894877147829,0.5656824952981607,-0.017506992416622125,0.5831894877147829,0.582475070562108,-0.00071441715267484
5.0,3.0,10.0,3.0,1.0,5.0,3.0,3.0,9.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7983285300269575,0.7641590997932909,-0.03416943023366659,0.7983285300269575,0.7830611799039945,-0.015267350122962986,0.7983285300269575,0.8047353058389772,0.00640677581201976,0.7983285300269575,0.8055768739956184,0.00724834396866092,,,,0.7983285300269575,0.7978550470960194,-0.0004734829309380739
4.0,1.0,9.0,1.0,1.0,4.0,2.0,3.0,8.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8959381581094863,0.8757325245594443,-0.020205633550042013,0.8959381581094863,0.8870144427953437,-0.0089237153141426,0.8959381581094863,0.8996338803145218,0.0036957222050355565,0.8959381581094863,0.9001172114564723,0.004179053346985984,0.8959381581094863,0.8890686295219107,-0.006869528587575613,0.8959381581094863,0.8956638918133094,-0.0002742662961768838
6.0,1.0,8.0,1.0,2.0,3.0,2.0,3.0,8.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852726830196579,0.8257625818721386,-0.026964248324440443,0.852726830196579,0.840756194416819,-0.011970635779759986,0.852726830196579,0.8577134685412495,0.004986638344670502,0.852726830196579,0.85836689291405,0.005640062717470973,0.852726830196579,0.8435030187705126,-0.00922381142606643,0.852726830196579,0.8523574434923764,-0.0003693867042026122
7.0,3.0,8.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.593932216178107,0.5448747925907091,-0.04905742358739784,0.593932216178107,0.5714967147454099,-0.022435501432697125,0.593932216178107,0.6036082122446131,0.009675996066506154,0.593932216178107,0.6048910164099547,0.010958800231847698,0.593932216178107,0.576548814764375,-0.017383401413731958,0.593932216178107,0.5932233689376857,-0.0007088472404213064
5.0,3.0,10.0,1.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34077403182693783,0.2973166968203424,-0.04345733500659543,0.34077403182693783,0.3203570253694592,-0.020417006457478626,0.34077403182693783,0.3498793392276637,0.009105307400725848,0.34077403182693783,0.35110053146049286,0.01032649963355503,0.34077403182693783,0.3248722055864058,-0.015901826240532047,0.34077403182693783,0.340114258108001,-0.0006597737189368291
4.0,1.0,6.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7469011334845738,0.7072139306236784,-0.03968720286089533,0.7469011334845738,0.7290618229941963,-0.017839310490377458,0.7469011334845738,0.7544391384414113,0.007538004956837541,0.7469011334845738,0.7554315981245673,0.008530464639993518,0.7469011334845738,0.733123722527144,-0.013777410957429792,0.7469011334845738,0.7463452729336775,-0.0005558605508962922
2.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,7.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9254020562951163,0.9103449223242862,-0.015057133970830083,0.9254020562951163,0.9187759260160333,-0.006626130279082987,0.9254020562951163,0.9281353113519472,0.0027332550568308633,0.9254020562951163,0.9284922983776936,0.0030902420825773547,0.9254020562951163,0.9203045407237704,-0.005097515571345856,0.9254020562951163,0.9251989619365931,-0.00020309435852317037
2.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,7.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7106677091283699,0.6678257288835366,-0.04284198024483321,0.7106677091283699,0.6913299656683527,-0.019337743460017154,0.7106677091283699,0.7188786801162045,0.008210970987834632,0.7106677091283699,0.7199615135156617,0.009293804387291882,0.7106677091283699,0.6957214523039674,-0.014946256824402426,0.7106677091283699,0.7100631625674846,-0.0006045465608852663
2.0,2.0,6.0,4.0,2.0,5.0,2.0,4.0,4.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6796367399351828,0.6345626763727912,-0.04507406356239163,0.6796367399351828,0.6592195353634414,-0.020417204571741454,0.6796367399351828,0.6883421468187376,0.008705406883554812,0.6796367399351828,0.6894917971185971,0.009855057183414284,0.6796367399351828,0.6638457263140891,-0.015791013621093697,0.6796367399351828,0.6789966423365258,-0.000640097598657019
2.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7881522512342087,0.7527925451049188,-0.03535970612928996,0.7881522512342087,0.7723342125351829,-0.01581803869902587,0.7881522512342087,0.7947992146831802,0.006646963448971421,0.7881522512342087,0.795672733113231,0.007520481879022212,0.7881522512342087,0.7759467419004054,-0.012205509333803377,0.7881522512342087,0.7876612312251005,-0.0004910200091082784
4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18789698819232883,0.1592264515501422,-0.028670536642186634,0.18789698819232883,0.17421876871054948,-0.013678219481779358,0.18789698819232883,0.19412033733580247,0.006223349143473639,0.18789698819232883,0.19496091205127455,0.00706392385894572,0.18789698819232883,0.17721129593223542,-0.010685692260093416,0.18789698819232883,0.1874490375097158,-0.0004479506826130242
