Age9,Gend3,Eth7,Disab2_POP,Educ6,NSSEC5,IMD10,WorkStat8,Child4,HHLiv9,Motiva_POP,motivd_POP,inclus_a,inclus_b,inclus_c,anxious,comm1,comm2,happy,indev,indevtry,lone,worthw,PREDS_Motiva_POP,PERTURBED_PREDS_Motiva_POP,DIFFERENCE_Motiva_POP,PREDS_motivd_POP,PERTURBED_PREDS_motivd_POP,DIFFERENCE_motivd_POP,PREDS_indev,PERTURBED_PREDS_indev,DIFFERENCE_indev,PREDS_indevtry,PERTURBED_PREDS_indevtry,DIFFERENCE_indevtry,PREDS_inclus_a,PERTURBED_PREDS_inclus_a,DIFFERENCE_inclus_a,PREDS_inclus_b,PERTURBED_PREDS_inclus_b,DIFFERENCE_inclus_b,PREDS_inclus_c,PERTURBED_PREDS_inclus_c,DIFFERENCE_inclus_c,PREDS_comm1,PERTURBED_PREDS_comm1,DIFFERENCE_comm1,PREDS_comm2,PERTURBED_PREDS_comm2,DIFFERENCE_comm2,PREDS_anxious,PERTURBED_PREDS_anxious,DIFFERENCE_anxious,PREDS_happy,PERTURBED_PREDS_happy,DIFFERENCE_happy,PREDS_lone,PERTURBED_PREDS_lone,DIFFERENCE_lone,PREDS_worthw,PERTURBED_PREDS_worthw,DIFFERENCE_worthw,labels
5,0,1,0,0,0,1,3,0,0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,8.0,4.0,3.0,2.0,8.0,0.8137751877676231,0.9023993257400352,0.08862413797241209,0.8137751877676231,0.8429528125323618,0.02917762476473862,0.8137751877676231,0.8219567200712532,0.008181532303630057,0.8137751877676231,0.8137751877676231,0.0,0.8137751877676231,0.8064846765930411,-0.007290511174582015,0.8137751877676231,0.8627213059311062,0.04894611816348304,0.8137751877676231,0.8279285295916996,0.01415334182407646,0.8137751877676231,0.8057082876770195,-0.008066900090603624,0.8137751877676231,0.7428426240648918,-0.07093256370273138,0.8137751877676231,0.5564098378049304,-0.2573653499626928,0.8137751877676231,0.8837050929921518,0.06992990522452869,0.8137751877676231,0.8024536781021782,-0.011321509665444984,0.8137751877676231,0.7906447670948901,-0.023130420672733076,5
2,1,0,0,0,0,3,7,2,4,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,7.0,,,,0.9209634053655097,0.9407462131484903,0.019782807782980583,0.9209634053655097,0.9245838067098038,0.0036204013442940886,,,,0.9209634053655097,0.9209634053655097,0.0,0.9209634053655097,0.9168529752585622,-0.004110430106947449,0.9209634053655097,0.9130652663226498,-0.007898139042859853,0.9209634053655097,0.9383215638186655,0.017358158453155803,0.9209634053655097,0.929305566654573,0.008342161289063288,0.9209634053655097,0.9016456890743613,-0.019317716291148423,0.9209634053655097,0.9129183406597375,-0.008045064705772154,0.9209634053655097,0.8906245544865082,-0.030338850879001455,0.9209634053655097,0.9225701572364189,0.0016067518709091955,3
1,1,2,0,0,0,2,4,2,4,1.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,7.0,,,,0.7102222365222565,0.7259791634233863,0.015756926901129842,0.7102222365222565,0.6283916075956526,-0.08183062892660387,0.7102222365222565,0.7208123123188409,0.010590075796584442,,,,0.7102222365222565,0.7281705288402465,0.01794829231799,0.7102222365222565,0.7888026217189914,0.07858038519673494,0.7102222365222565,0.736528752398754,0.02630651587649757,0.7102222365222565,0.5850083009034455,-0.125213935618811,0.7102222365222565,0.4970477336068903,-0.21317450291536616,0.7102222365222565,0.8162917697058963,0.10606953318363987,0.7102222365222565,0.730128535275428,0.019906298753171514,0.7102222365222565,0.6500237932395823,-0.06019844328267421,3
3,1,0,0,2,1,8,1,0,5,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,7.0,4.0,3.0,2.0,6.0,0.6544499281518373,0.6568485454654592,0.002398617313621898,0.6544499281518373,0.6544499281518373,0.0,0.6544499281518373,0.6515182921072558,-0.002931636044581576,0.6544499281518373,0.6544499281518373,0.0,0.6544499281518373,0.6674139818010093,0.01296405364917197,0.6544499281518373,0.8653771962410347,0.21092726808919737,0.6544499281518373,0.7175901029062037,0.0631401747543664,0.6544499281518373,0.6302516779391729,-0.02419825021266442,0.6544499281518373,0.5870104866293604,-0.06743944152247694,0.6544499281518373,0.6564281635094589,0.0019782353576215383,0.6544499281518373,0.5475562084162259,-0.10689371973561146,0.6544499281518373,0.6544499281518373,0.0,0.6544499281518373,0.6594887670377129,0.0050388388858755295,4
2,1,0,0,0,0,8,0,2,4,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,8.0,4.0,4.0,5.0,8.0,,,,0.8663409044243929,0.89205241814107,0.025711513716677015,0.8663409044243929,0.8794191475401465,0.013078243115753563,0.8663409044243929,0.8599702136478751,-0.006370690776517862,0.8663409044243929,0.8787571178422914,0.012416213417898447,0.8663409044243929,0.8841820415598224,0.017841137135429452,0.8663409044243929,0.8771676378040569,0.010826733379664,0.8663409044243929,0.8322079082368249,-0.03413299618756804,0.8663409044243929,0.8763946444948344,0.010053740070441464,0.8663409044243929,0.7619173865256975,-0.10442351789869542,0.8663409044243929,0.8365728316018073,-0.029768072822585645,,,,0.8663409044243929,0.8364376653355526,-0.029903239088840294,2
2,1,0,0,0,1,2,0,0,3,2.0,4.0,2.0,2.0,2.0,7.0,3.0,3.0,6.0,4.0,4.0,3.0,9.0,0.8046385503175221,0.9178863400543522,0.11324778973683014,0.8046385503175221,0.8478016768388478,0.0431631265213257,0.8046385503175221,0.7965968629857202,-0.008041687331801883,0.8046385503175221,0.819378632866236,0.01474008254871395,0.8046385503175221,0.77127976941578,-0.03335878090174205,0.8046385503175221,0.9428761811174003,0.13823763079987827,0.8046385503175221,0.798543922470559,-0.006094627846963019,0.8046385503175221,0.7437718886293844,-0.0608666616881377,0.8046385503175221,0.8543672102189158,0.049728659901393746,0.8046385503175221,0.8240221023008154,0.019383551983293335,0.8046385503175221,0.7644551228622674,-0.04018342745525472,0.8046385503175221,0.740903505783951,-0.06373504453357104,0.8046385503175221,0.8027460336935344,-0.0018925166239877056,17
1,1,0,0,0,1,2,0,0,3,2.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,6.0,3.0,4.0,2.0,7.0,0.7064464927025692,0.8699608422221586,0.16351434951958943,,,,0.7064464927025692,0.7402803766936418,0.033833883991072566,0.7064464927025692,0.7038199628435186,-0.0026265298590506525,0.7064464927025692,0.7064464927025692,0.0,0.7064464927025692,0.7780117711723394,0.07156527846977023,0.7064464927025692,0.7579007950852807,0.051454302382711536,0.7064464927025692,0.6759882104606321,-0.03045828224193714,0.7064464927025692,0.7639295912576894,0.05748309855512024,0.7064464927025692,0.7199757572702267,0.013529264567657462,0.7064464927025692,0.6645276979186753,-0.04191879478389393,0.7064464927025692,0.679802227949426,-0.026644264753143188,0.7064464927025692,0.6753417575071101,-0.031104735195459088,11
4,1,0,0,1,1,3,3,0,5,3.0,4.0,3.0,2.0,3.0,8.0,3.0,3.0,5.0,3.0,3.0,3.0,6.0,0.50548330913126,0.44496504264131215,-0.0605182664899479,0.50548330913126,0.5195003614062644,0.014017052275004382,0.50548330913126,0.4872749970718232,-0.01820831205943685,0.50548330913126,0.50548330913126,0.0,0.50548330913126,0.50548330913126,0.0,0.50548330913126,0.5485694691645493,0.043086160033289245,0.50548330913126,0.4735552299785171,-0.03192807915274293,0.50548330913126,0.5737332383571746,0.06824992922591455,0.50548330913126,0.4852602671188388,-0.020223042012421255,0.50548330913126,0.5203144353098501,0.01483112617859006,0.50548330913126,0.5607244752954181,0.055241166164158084,0.50548330913126,0.44597126420936767,-0.05951204492189238,0.50548330913126,0.5467761506319049,0.04129284150064483,22
4,1,0,0,0,0,8,3,0,8,1.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,7.0,4.0,4.0,4.0,8.0,,,,,,,0.8911928535166111,0.9321984488131196,0.04100559529650849,0.8911928535166111,0.8603381824378509,-0.030854671078760276,0.8911928535166111,0.8966541343669636,0.005461280850352468,0.8911928535166111,0.9075750143457719,0.016382160829160775,0.8911928535166111,0.9457401397555767,0.05454728623896554,0.8911928535166111,0.8911928535166111,0.0,0.8911928535166111,0.8595914034331587,-0.0316014500834525,0.8911928535166111,0.845043111279113,-0.046149742237498126,0.8911928535166111,0.9639527906946763,0.07275993717806517,0.8911928535166111,0.898910938232325,0.007718084715713891,0.8911928535166111,0.8615714868419972,-0.029621366674613903,7
3,1,1,0,0,0,4,0,0,0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,4.0,3.0,3.0,7.0,,,,0.9348842719782781,0.9574741369607546,0.022589864982476504,0.9348842719782781,0.9396213394942003,0.004737067515922289,0.9348842719782781,0.9348842719782781,0.0,,,,,,,,,,0.9348842719782781,0.95783241685897,0.022948144880691967,0.9348842719782781,0.9428415324826578,0.007957260504379726,0.9348842719782781,0.9324873258414978,-0.002396946136780209,0.9348842719782781,0.8790405244735832,-0.055843747504694896,0.9348842719782781,0.9315358130401853,-0.0033484589380927687,0.9348842719782781,0.9436473040032429,0.008763032024964867,20
