Age9,Disab2_POP,Educ6,NSSEC5,IMD10,Motiva_POP,motivd_POP,inclus_a,inclus_b,inclus_c,anxious,comm1,comm2,happy,indev,indevtry,lone,worthw,Gend3_2.0,Gend3_3.0,Eth7_2.0,Eth7_3.0,Eth7_4.0,Eth7_5.0,Eth7_6.0,Eth7_7.0,Child4_2.0,Child4_3.0,Child4_4.0,WorkStat8_1.0,WorkStat8_2.0,WorkStat8_3.0,WorkStat8_4.0,WorkStat8_5.0,WorkStat8_6.0,WorkStat8_7.0,HHLiv9_1.0,HHLiv9_2.0,HHLiv9_3.0,HHLiv9_4.0,HHLiv9_5.0,HHLiv9_6.0,HHLiv9_7.0,HHLiv9_8.0,PREDS_Motiva_POP,PERTURBED_PREDS_Motiva_POP,DIFFERENCE_Motiva_POP,PREDS_motivd_POP,PERTURBED_PREDS_motivd_POP,DIFFERENCE_motivd_POP,PREDS_indev,PERTURBED_PREDS_indev,DIFFERENCE_indev,PREDS_indevtry,PERTURBED_PREDS_indevtry,DIFFERENCE_indevtry,PREDS_inclus_a,PERTURBED_PREDS_inclus_a,DIFFERENCE_inclus_a,PREDS_inclus_b,PERTURBED_PREDS_inclus_b,DIFFERENCE_inclus_b,PREDS_inclus_c,PERTURBED_PREDS_inclus_c,DIFFERENCE_inclus_c,PREDS_comm1,PERTURBED_PREDS_comm1,DIFFERENCE_comm1,PREDS_comm2,PERTURBED_PREDS_comm2,DIFFERENCE_comm2,PREDS_anxious,PERTURBED_PREDS_anxious,DIFFERENCE_anxious,PREDS_happy,PERTURBED_PREDS_happy,DIFFERENCE_happy,PREDS_lone,PERTURBED_PREDS_lone,DIFFERENCE_lone,PREDS_worthw,PERTURBED_PREDS_worthw,DIFFERENCE_worthw,labels
6.0,2.0,1.0,1.0,10.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,8.0,4.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.9133362960260134,0.9277051472146255,0.014368851188612086,0.9133362960260134,0.9200881954982306,0.006751899472217215,0.9133362960260134,0.9108174309849825,-0.0025188650410309377,0.9133362960260134,0.9167668122589211,0.0034305162329076877,0.9133362960260134,0.917334908775731,0.003998612749717578,0.9133362960260134,0.920237149541597,0.00690085351558356,0.9133362960260134,0.910134811951308,-0.0032014840747054407,0.9133362960260134,0.9098056362038651,-0.0035306598221482854,0.9133362960260134,0.9126600097542095,-0.0006762862718039386,0.9133362960260134,0.9218464865019207,0.008510190475907287,,,,0.9133362960260134,0.9157593946028053,0.0024230985767919044,10.0
6.0,2.0,1.0,1.0,6.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,7.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7661804621644766,0.8242715732178719,0.05809111105339537,,,,0.7661804621644766,0.7816563626035525,0.015475900439075985,0.7661804621644766,0.7605060641098164,-0.00567439805466019,0.7661804621644766,0.7739946183550962,0.007814156190619648,0.7661804621644766,0.7752983413131365,0.009117879148659913,0.7661804621644766,0.7820022144680494,0.015821752303572856,0.7661804621644766,0.758977386000794,-0.0072030761636825424,0.7661804621644766,0.7582415972928446,-0.007938864871631979,0.7661804621644766,0.7646517392267226,-0.001528722937753968,0.7661804621644766,0.7857512961532717,0.01957083398879511,0.7661804621644766,0.7554822749709785,-0.010698187193498021,0.7661804621644766,0.7716895011099552,0.005509038945478606,10.0
6.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,8.0,3.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.6861385595237453,0.7269137184839698,0.040775158960224545,0.6861385595237453,0.7048715542206447,0.018732994696899485,0.6861385595237453,0.6793346574567476,-0.006803902066997658,,,,,,,,,,0.6861385595237453,0.6775075719764806,-0.008630987547264657,0.6861385595237453,0.6766290393902371,-0.009509520133508143,,,,0.6861385595237453,0.709872041815791,0.02373348229204575,,,,0.6861385595237453,0.6927772749074791,0.00663871538373384,10.0
6.0,2.0,1.0,1.0,8.0,3.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,10.0,5.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7117206555935924,0.7794471781984025,0.06772652260481005,0.7117206555935924,0.7503814195496836,0.03866076395609119,,,,,,,0.7117206555935924,0.7206913525490038,0.008970696955411417,0.7117206555935924,0.7221921941168173,0.01047153852322491,0.7117206555935924,0.729928547887202,0.01820789229360953,0.7117206555935924,0.7034891495357328,-0.008231506057859606,0.7117206555935924,0.7026503318739602,-0.009070323719632234,,,,,,,0.7117206555935924,0.6995079663587854,-0.012212689234807006,0.7117206555935924,0.7180406252815063,0.006319969687913818,6.0
4.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,4.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.8443423675956325,0.8685034738027809,0.024161106207148397,0.8443423675956325,0.8556198072585791,0.011277439662946587,0.8443423675956325,0.840169126668143,-0.004173240927489497,,,,,,,,,,0.8443423675956325,0.8390413146774168,-0.0053010529182156985,0.8443423675956325,0.8384979340723225,-0.005844433523309989,0.8443423675956325,0.843220101932753,-0.0011222656628795402,0.8443423675956325,0.8585785613318406,0.014236193736208103,0.8443423675956325,0.836457050145568,-0.007885317450064488,0.8443423675956325,0.8483742732738567,0.004031905678224201,20.0
5.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,7.0,5.0,5.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18538599288854063,0.24571793264971425,0.060331939761173625,0.18538599288854063,0.2169750365186667,0.031589043630126074,,,,,,,0.18538599288854063,0.19214437749650984,0.006758384607969209,,,,,,,0.18538599288854063,0.17945250881778624,-0.005933484070754391,,,,0.18538599288854063,0.18410366639687004,-0.0012823264916705934,0.18538599288854063,0.2030014733278712,0.01761548043933056,,,,0.18538599288854063,0.19011444999795593,0.004728457109415302,22.0
5.0,2.0,1.0,1.0,10.0,3.0,5.0,2.0,2.0,3.0,8.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6577076331644952,0.7333698047195608,0.0756621715550656,,,,0.6577076331644952,0.6773395595756919,0.01963192641119671,0.6577076331644952,0.6506012531340959,-0.007106380030399317,0.6577076331644952,0.6675740626878237,0.009866429523328502,0.6577076331644952,0.6692293277354581,0.01152169457096286,0.6577076331644952,0.6777825330206825,0.020074899856187267,0.6577076331644952,0.6486951137327254,-0.009012519431769839,0.6577076331644952,0.6477788959738034,-0.009928737190691761,0.6577076331644952,0.6557883228500603,-0.00191931031443493,0.6577076331644952,0.68259647481885,0.024888841654354787,0.6577076331644952,0.6443501611946264,-0.013357471969868806,0.6577076331644952,0.6646537991835859,0.006946166019090705,10.0
4.0,2.0,1.0,1.0,7.0,1.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,7.0,4.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.9044400885866711,0.9118181665674485,0.007378077980777387,0.9044400885866711,0.9016904884178515,-0.0027496001688196436,0.9044400885866711,0.9081873547200418,0.003747266133370619,0.9044400885866711,0.9088081843093192,0.004368095722648069,0.9044400885866711,0.9119810611125538,0.007540972525882705,0.9044400885866711,0.9009456075841388,-0.003494481002532357,0.9044400885866711,0.9005864484911895,-0.003853640095481614,0.9044400885866711,0.9037016997177421,-0.0007383888689290741,0.9044400885866711,0.9137413628934556,0.009301274306784513,0.9044400885866711,0.8992358825462057,-0.005204206040465453,0.9044400885866711,0.9070866193843251,0.0026465307976539787,22.0
3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,7.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643593146141771,0.7210520257758657,0.0774588796340947,0.643593146141771,0.6873772037228346,0.04378405758106363,0.643593146141771,0.6636205728089459,0.02002742666717494,0.643593146141771,0.6363557500979754,-0.007237396043795585,0.643593146141771,0.6536521762372464,0.010059030095475374,0.643593146141771,0.6553409732914778,0.011747827149706791,0.643593146141771,0.6640730397704517,0.020479893628680745,0.643593146141771,0.634415564649424,-0.009177581492347042,0.643593146141771,0.6334831470054031,-0.010109999136367898,0.643593146141771,0.6416378150684636,-0.0019553310733073648,0.643593146141771,0.668991773947173,0.02539862780540203,0.643593146141771,0.629994737606938,-0.013598408534832962,0.643593146141771,0.650673609718851,0.007080463577080032,8.0
3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.4840148610974515,0.5331835676730398,0.04916870657558825,0.4840148610974515,0.5061283421251417,0.022113481027690174,0.4840148610974515,0.4761744363869042,-0.0078404247105473,,,,0.4840148610974515,0.4969110085683463,0.012896147470894792,0.4840148610974515,0.5066351589531001,0.022620297855648563,0.4840148610974515,0.47408592695184426,-0.009928934145607249,0.4840148610974515,0.47308421934011485,-0.010930641757336657,0.4840148610974515,0.48188883612126937,-0.0021260249761821393,0.4840148610974515,0.512165684320075,0.028150823222623522,0.4840148610974515,0.4693479966707919,-0.014666864426659598,0.4840148610974515,0.4917620592713266,0.007747198173875092,22.0
