Age9,Disab2_POP,Educ6,NSSEC5,IMD10,Child4,Motiva_POP,motivd_POP,inclus_a,inclus_b,inclus_c,anxious,comm1,comm2,happy,indev,indevtry,lone,worthw,Gend3_1.0,Gend3_2.0,Gend3_3.0,Eth7_1.0,Eth7_2.0,Eth7_3.0,Eth7_4.0,Eth7_5.0,Eth7_6.0,Eth7_7.0,WorkStat8_0.0,WorkStat8_1.0,WorkStat8_2.0,WorkStat8_3.0,WorkStat8_4.0,WorkStat8_5.0,WorkStat8_6.0,WorkStat8_7.0,HHLiv9_0.0,HHLiv9_1.0,HHLiv9_2.0,HHLiv9_3.0,HHLiv9_4.0,HHLiv9_5.0,HHLiv9_6.0,HHLiv9_7.0,HHLiv9_8.0,PREDS_C0_Motiva_POP,PREDS_C1_Motiva_POP,PREDS_C2_Motiva_POP,PERTURBED_PREDS_C0_Motiva_POP,PERTURBED_PREDS_C1_Motiva_POP,PERTURBED_PREDS_C2_Motiva_POP,DIFFERENCE_C0_Motiva_POP,DIFFERENCE_C1_Motiva_POP,DIFFERENCE_C2_Motiva_POP,PREDS_C0_motivd_POP,PREDS_C1_motivd_POP,PREDS_C2_motivd_POP,PERTURBED_PREDS_C0_motivd_POP,PERTURBED_PREDS_C1_motivd_POP,PERTURBED_PREDS_C2_motivd_POP,DIFFERENCE_C0_motivd_POP,DIFFERENCE_C1_motivd_POP,DIFFERENCE_C2_motivd_POP,PREDS_C0_indev,PREDS_C1_indev,PREDS_C2_indev,PERTURBED_PREDS_C0_indev,PERTURBED_PREDS_C1_indev,PERTURBED_PREDS_C2_indev,DIFFERENCE_C0_indev,DIFFERENCE_C1_indev,DIFFERENCE_C2_indev,PREDS_C0_indevtry,PREDS_C1_indevtry,PREDS_C2_indevtry,PERTURBED_PREDS_C0_indevtry,PERTURBED_PREDS_C1_indevtry,PERTURBED_PREDS_C2_indevtry,DIFFERENCE_C0_indevtry,DIFFERENCE_C1_indevtry,DIFFERENCE_C2_indevtry,PREDS_C0_inclus_a,PREDS_C1_inclus_a,PREDS_C2_inclus_a,PERTURBED_PREDS_C0_inclus_a,PERTURBED_PREDS_C1_inclus_a,PERTURBED_PREDS_C2_inclus_a,DIFFERENCE_C0_inclus_a,DIFFERENCE_C1_inclus_a,DIFFERENCE_C2_inclus_a,PREDS_C0_inclus_b,PREDS_C1_inclus_b,PREDS_C2_inclus_b,PERTURBED_PREDS_C0_inclus_b,PERTURBED_PREDS_C1_inclus_b,PERTURBED_PREDS_C2_inclus_b,DIFFERENCE_C0_inclus_b,DIFFERENCE_C1_inclus_b,DIFFERENCE_C2_inclus_b,PREDS_C0_inclus_c,PREDS_C1_inclus_c,PREDS_C2_inclus_c,PERTURBED_PREDS_C0_inclus_c,PERTURBED_PREDS_C1_inclus_c,PERTURBED_PREDS_C2_inclus_c,DIFFERENCE_C0_inclus_c,DIFFERENCE_C1_inclus_c,DIFFERENCE_C2_inclus_c,PREDS_C0_comm1,PREDS_C1_comm1,PREDS_C2_comm1,PERTURBED_PREDS_C0_comm1,PERTURBED_PREDS_C1_comm1,PERTURBED_PREDS_C2_comm1,DIFFERENCE_C0_comm1,DIFFERENCE_C1_comm1,DIFFERENCE_C2_comm1,PREDS_C0_comm2,PREDS_C1_comm2,PREDS_C2_comm2,PERTURBED_PREDS_C0_comm2,PERTURBED_PREDS_C1_comm2,PERTURBED_PREDS_C2_comm2,DIFFERENCE_C0_comm2,DIFFERENCE_C1_comm2,DIFFERENCE_C2_comm2,PREDS_C0_anxious,PREDS_C1_anxious,PREDS_C2_anxious,PERTURBED_PREDS_C0_anxious,PERTURBED_PREDS_C1_anxious,PERTURBED_PREDS_C2_anxious,DIFFERENCE_C0_anxious,DIFFERENCE_C1_anxious,DIFFERENCE_C2_anxious,PREDS_C0_happy,PREDS_C1_happy,PREDS_C2_happy,PERTURBED_PREDS_C0_happy,PERTURBED_PREDS_C1_happy,PERTURBED_PREDS_C2_happy,DIFFERENCE_C0_happy,DIFFERENCE_C1_happy,DIFFERENCE_C2_happy,PREDS_C0_lone,PREDS_C1_lone,PREDS_C2_lone,PERTURBED_PREDS_C0_lone,PERTURBED_PREDS_C1_lone,PERTURBED_PREDS_C2_lone,DIFFERENCE_C0_lone,DIFFERENCE_C1_lone,DIFFERENCE_C2_lone,PREDS_C0_worthw,PREDS_C1_worthw,PREDS_C2_worthw,PERTURBED_PREDS_C0_worthw,PERTURBED_PREDS_C1_worthw,PERTURBED_PREDS_C2_worthw,DIFFERENCE_C0_worthw,DIFFERENCE_C1_worthw,DIFFERENCE_C2_worthw,labels
6.0,1.0,1.0,1.0,10.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,8.0,4.0,3.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02145922746781116,0.9785407725321889,0.0,0.0,0.0,0.0,0.02145922746781116,0.9785407725321889,0.004291845493562232,0.02145922746781116,0.9742489270386266,0.004291845493562232,0.0,-0.0042918454935622075,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02145922746781116,0.9785407725321889,0.0,0.0,0.0,0.0,0.02145922746781116,0.9785407725321889,0.0,0.017167381974248927,0.9828326180257511,0.0,-0.004291845493562232,0.0042918454935622075,0.0,0.02145922746781116,0.9785407725321889,0.004291845493562232,0.02145922746781116,0.9742489270386266,0.004291845493562232,0.0,-0.0042918454935622075,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02575107296137339,0.9742489270386266,0.0,0.004291845493562232,-0.0042918454935622075,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02145922746781116,0.9785407725321889,0.0,0.0,0.0,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02145922746781116,0.9785407725321889,0.0,0.0,0.0,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02145922746781116,0.9785407725321889,0.0,0.0,0.0,0.0,0.02145922746781116,0.9785407725321889,0.0,0.18025751072961374,0.8197424892703863,0.0,0.1587982832618026,-0.15879828326180256,,,,,,,,,,0.0,0.02145922746781116,0.9785407725321889,0.0,0.02575107296137339,0.9742489270386266,0.0,0.004291845493562232,-0.0042918454935622075,10.0
6.0,1.0,1.0,1.0,6.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,7.0,4.0,4.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.034334763948497854,0.06437768240343347,0.9012875536480687,-0.021459227467811162,-0.042918454935622324,0.06437768240343344,,,,,,,,,,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.08583690987124463,0.10300429184549356,0.8111587982832618,0.03004291845493562,-0.004291845493562235,-0.025751072961373467,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.060085836909871244,0.15450643776824036,0.7854077253218884,0.004291845493562228,0.04721030042918456,-0.05150214592274682,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.07725321888412018,0.11587982832618025,0.8068669527896996,0.021459227467811162,0.008583690987124457,-0.030042918454935674,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.05150214592274678,0.11158798283261803,0.8369098712446352,-0.004291845493562235,0.004291845493562235,0.0,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.03862660944206009,0.06223175965665236,0.8991416309012875,-0.017167381974248927,-0.045064377682403435,0.062231759656652286,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.0,0.0,0.0,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.060085836909871244,0.11158798283261803,0.8283261802575107,0.004291845493562228,0.004291845493562235,-0.008583690987124526,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.09012875536480687,0.12017167381974249,0.7896995708154506,0.034334763948497854,0.012875536480686692,-0.047210300429184615,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.05150214592274678,0.09871244635193133,0.8497854077253219,-0.004291845493562235,-0.00858369098712447,0.012875536480686622,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.04721030042918455,0.10300429184549356,0.8497854077253219,-0.008583690987124463,-0.004291845493562235,0.012875536480686622,0.055793991416309016,0.1072961373390558,0.8369098712446352,0.05150214592274678,0.12017167381974249,0.8283261802575107,-0.004291845493562235,0.012875536480686692,-0.008583690987124526,10.0
6.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,8.0,3.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.23605150214592274,0.05150214592274678,0.7124463519313304,-0.1072961373390558,-0.034334763948497854,0.14163090128755362,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.3261802575107296,0.10300429184549356,0.5708154506437768,-0.01716738197424894,0.017167381974248927,0.0,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.33905579399141633,0.0815450643776824,0.5793991416309013,-0.0042918454935622075,-0.004291845493562235,0.008583690987124526,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.37339055793991416,0.09012875536480687,0.5364806866952789,0.03004291845493562,0.004291845493562235,-0.03433476394849788,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.33476394849785407,0.15879828326180256,0.5064377682403434,-0.00858369098712447,0.07296137339055793,-0.06437768240343344,,,,,,,,,,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.3133047210300429,0.1459227467811159,0.5407725321888412,-0.03004291845493562,0.06008583690987125,-0.030042918454935563,,,,,,,,,,0.34334763948497854,0.08583690987124463,0.5708154506437768,0.3948497854077253,0.13733905579399142,0.4678111587982833,0.05150214592274677,0.05150214592274678,-0.10300429184549353,10.0
6.0,1.0,1.0,1.0,8.0,1.0,3.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,10.0,5.0,5.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15450643776824036,0.12446351931330472,0.721030042918455,0.0815450643776824,0.13304721030042918,0.7854077253218884,-0.07296137339055796,0.008583690987124457,0.06437768240343344,0.15450643776824036,0.12446351931330472,0.721030042918455,0.12875536480686695,0.13733905579399142,0.7339055793991416,-0.02575107296137341,0.012875536480686692,0.012875536480686622,,,,,,,,,,,,,,,,,,,0.15450643776824036,0.12446351931330472,0.721030042918455,0.17167381974248927,0.12446351931330472,0.703862660944206,0.017167381974248913,0.0,-0.01716738197424894,0.15450643776824036,0.12446351931330472,0.721030042918455,0.1459227467811159,0.1459227467811159,0.7081545064377682,-0.00858369098712447,0.021459227467811162,-0.012875536480686733,0.15450643776824036,0.12446351931330472,0.721030042918455,0.12875536480686695,0.15021459227467812,0.721030042918455,-0.02575107296137341,0.025751072961373397,0.0,0.15450643776824036,0.12446351931330472,0.721030042918455,0.13733905579399142,0.12017167381974249,0.7424892703862661,-0.01716738197424894,-0.004291845493562235,0.02145922746781115,0.15450643776824036,0.12446351931330472,0.721030042918455,0.1630901287553648,0.17167381974248927,0.6652360515021459,0.008583690987124443,0.047210300429184546,-0.05579399141630903,,,,,,,,,,,,,,,,,,,0.15450643776824036,0.12446351931330472,0.721030042918455,0.14163090128755365,0.11587982832618025,0.7424892703862661,-0.012875536480686706,-0.00858369098712447,0.02145922746781115,0.15450643776824036,0.12446351931330472,0.721030042918455,0.15021459227467812,0.11158798283261803,0.7381974248927039,-0.004291845493562235,-0.012875536480686692,0.01716738197424894,6.0
4.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,4.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004291845493562232,0.0,0.9957081545064378,0.004291845493562232,0.0,-0.0042918454935622075,0.0,0.0,1.0,0.017167381974248927,0.0,0.9828326180257511,0.017167381974248927,0.0,-0.01716738197424894,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.004291845493562232,0.9957081545064378,0.0,0.004291845493562232,-0.0042918454935622075,0.0,0.0,1.0,0.03862660944206009,0.0,0.9613733905579399,0.03862660944206009,0.0,-0.03862660944206009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.060085836909871244,0.9399141630901288,0.0,0.060085836909871244,-0.06008583690987124,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.012875536480686695,0.9871244635193133,0.0,0.012875536480686695,-0.012875536480686733,20.0
5.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,7.0,5.0,5.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49356223175965663,0.21030042918454936,0.296137339055794,0.5150214592274678,0.19742489270386265,0.2875536480686695,0.02145922746781115,-0.012875536480686706,-0.00858369098712447,0.49356223175965663,0.21030042918454936,0.296137339055794,0.4334763948497854,0.23605150214592274,0.33047210300429186,-0.06008583690987124,0.025751072961373384,0.03433476394849788,,,,,,,,,,,,,,,,,,,0.49356223175965663,0.21030042918454936,0.296137339055794,0.48497854077253216,0.19742489270386265,0.31759656652360513,-0.00858369098712447,-0.012875536480686706,0.02145922746781115,,,,,,,,,,,,,,,,,,,0.49356223175965663,0.21030042918454936,0.296137339055794,0.5021459227467812,0.21030042918454936,0.2875536480686695,0.008583690987124526,0.0,-0.00858369098712447,,,,,,,,,,0.49356223175965663,0.21030042918454936,0.296137339055794,0.4721030042918455,0.24892703862660945,0.27896995708154504,-0.02145922746781115,0.03862660944206009,-0.01716738197424894,0.49356223175965663,0.21030042918454936,0.296137339055794,0.4892703862660944,0.2145922746781116,0.296137339055794,-0.0042918454935622075,0.004291845493562235,0.0,,,,,,,,,,0.49356223175965663,0.21030042918454936,0.296137339055794,0.48068669527896996,0.21030042918454936,0.3090128755364807,-0.012875536480686678,0.0,0.012875536480686733,22.0
5.0,1.0,1.0,1.0,10.0,1.0,3.0,5.0,2.0,2.0,3.0,8.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.2875536480686695,0.16738197424892703,0.5450643776824035,-0.03433476394849788,0.0,0.03433476394849788,,,,,,,,,,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.33047210300429186,0.1630901287553648,0.5064377682403434,0.00858369098712447,-0.004291845493562235,-0.0042918454935622075,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.31759656652360513,0.18454935622317598,0.4978540772532189,-0.004291845493562263,0.01716738197424894,-0.012875536480686678,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.3218884120171674,0.17167381974248927,0.5064377682403434,0.0,0.004291845493562235,-0.0042918454935622075,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.33047210300429186,0.16738197424892703,0.5021459227467812,0.00858369098712447,0.0,-0.008583690987124415,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.30042918454935624,0.16738197424892703,0.5321888412017167,-0.02145922746781115,0.0,0.02145922746781115,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.3562231759656652,0.1630901287553648,0.48068669527896996,0.034334763948497826,-0.004291845493562235,-0.03004291845493562,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.3562231759656652,0.1888412017167382,0.45493562231759654,0.034334763948497826,0.021459227467811176,-0.05579399141630903,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.31759656652360513,0.22317596566523606,0.4592274678111588,-0.004291845493562263,0.05579399141630903,-0.05150214592274677,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.27896995708154504,0.1759656652360515,0.5450643776824035,-0.04291845493562235,0.00858369098712447,0.03433476394849788,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.30042918454935624,0.1630901287553648,0.5364806866952789,-0.02145922746781115,-0.004291845493562235,0.025751072961373356,0.3218884120171674,0.16738197424892703,0.5107296137339056,0.33905579399141633,0.15879828326180256,0.5021459227467812,0.01716738197424894,-0.00858369098712447,-0.008583690987124415,10.0
4.0,1.0,1.0,1.0,7.0,4.0,1.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,7.0,4.0,3.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.055793991416309016,0.09012875536480687,0.8540772532188842,0.03862660944206009,0.03862660944206009,-0.07725321888412007,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.012875536480686695,0.012875536480686695,0.9742489270386266,-0.004291845493562232,-0.03862660944206009,0.04291845493562241,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.06866952789699571,0.9141630901287554,0.0,0.017167381974248927,-0.01716738197424883,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.0,0.0,0.0,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.02145922746781116,0.055793991416309016,0.9227467811158798,0.004291845493562232,0.004291845493562235,-0.008583690987124415,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.0,0.0,0.0,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.07296137339055794,0.9098712446351931,0.0,0.021459227467811162,-0.02145922746781115,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.030042918454935622,0.07725321888412018,0.8927038626609443,0.012875536480686695,0.025751072961373397,-0.03862660944205998,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.04721030042918455,0.9356223175965666,0.0,-0.004291845493562228,0.0042918454935623185,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.08583690987124463,0.8969957081545065,0.0,0.034334763948497854,-0.03433476394849777,0.017167381974248927,0.05150214592274678,0.9313304721030042,0.017167381974248927,0.060085836909871244,0.9227467811158798,0.0,0.008583690987124463,-0.008583690987124415,22.0
3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,7.0,4.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.22746781115879827,0.06437768240343347,0.7081545064377682,-0.1094420600858369,0.023605150214592273,0.0858369098712446,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.30257510729613735,0.06652360515021459,0.630901287553648,-0.034334763948497826,0.02575107296137339,0.008583690987124415,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.351931330472103,0.04291845493562232,0.6051502145922747,0.015021459227467837,0.0021459227467811176,-0.01716738197424894,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.3240343347639485,0.0536480686695279,0.6223175965665236,-0.012875536480686678,0.012875536480686699,0.0,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.3369098712446352,0.06652360515021459,0.5965665236051502,0.0,0.02575107296137339,-0.025751072961373467,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.3497854077253219,0.027896995708154508,0.6223175965665236,0.012875536480686733,-0.012875536480686692,0.0,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.3111587982832618,0.032188841201716736,0.6566523605150214,-0.025751072961373356,-0.008583690987124463,0.03433476394849777,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.33047210300429186,0.07725321888412018,0.592274678111588,-0.006437768240343311,0.03648068669527898,-0.030042918454935674,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.3240343347639485,0.06652360515021459,0.6094420600858369,-0.012875536480686678,0.02575107296137339,-0.012875536480686733,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.33261802575107297,0.07081545064377683,0.5965665236051502,-0.0042918454935622075,0.030042918454935626,-0.025751072961373467,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.34549356223175964,0.04935622317596566,0.6051502145922747,0.00858369098712447,0.008583690987124463,-0.01716738197424894,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.3583690987124464,0.03648068669527897,0.6051502145922747,0.021459227467811204,-0.004291845493562228,-0.01716738197424894,0.3369098712446352,0.0407725321888412,0.6223175965665236,0.34549356223175964,0.06223175965665236,0.592274678111588,0.00858369098712447,0.021459227467811162,-0.030042918454935674,8.0
3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.3905579399141631,0.10300429184549356,0.5064377682403434,-0.0042918454935622075,0.008583690987124457,-0.0042918454935622075,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.351931330472103,0.08583690987124463,0.5622317596566524,-0.0429184549356223,-0.00858369098712447,0.05150214592274682,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.3948497854077253,0.09012875536480687,0.5150214592274678,0.0,-0.004291845493562235,0.0042918454935622075,,,,,,,,,,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.3948497854077253,0.09012875536480687,0.5150214592274678,0.0,-0.004291845493562235,0.0042918454935622075,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.41201716738197425,0.0944206008583691,0.49356223175965663,0.01716738197424894,0.0,-0.01716738197424894,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.30042918454935624,0.17167381974248927,0.5278969957081545,-0.09442060085836906,0.07725321888412016,0.01716738197424894,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.43776824034334766,0.12017167381974249,0.44206008583690987,0.04291845493562235,0.025751072961373384,-0.06866952789699571,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.4678111587982833,0.08583690987124463,0.44635193133047213,0.07296137339055797,-0.00858369098712447,-0.06437768240343344,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.3648068669527897,0.11158798283261803,0.5236051502145923,-0.03004291845493562,0.017167381974248927,0.012875536480686733,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.4034334763948498,0.07725321888412018,0.51931330472103,0.00858369098712447,-0.017167381974248927,0.008583690987124415,0.3948497854077253,0.0944206008583691,0.5107296137339056,0.38197424892703863,0.0815450643776824,0.5364806866952789,-0.012875536480686678,-0.012875536480686706,0.025751072961373356,22.0
