Age9,Disab2_POP,Educ6,NSSEC5,IMD10,Motiva_POP,motivd_POP,inclus_a,inclus_b,inclus_c,anxious,comm1,comm2,happy,indev,indevtry,lone,worthw,Gend3_2.0,Gend3_3.0,Eth7_2.0,Eth7_3.0,Eth7_4.0,Eth7_5.0,Eth7_6.0,Eth7_7.0,Child4_2.0,Child4_3.0,Child4_4.0,WorkStat8_1.0,WorkStat8_2.0,WorkStat8_3.0,WorkStat8_4.0,WorkStat8_5.0,WorkStat8_6.0,WorkStat8_7.0,HHLiv9_1.0,HHLiv9_2.0,HHLiv9_3.0,HHLiv9_4.0,HHLiv9_5.0,HHLiv9_6.0,HHLiv9_7.0,HHLiv9_8.0,PREDS_Motiva_POP,PERTURBED_PREDS_Motiva_POP,DIFFERENCE_Motiva_POP,PREDS_motivd_POP,PERTURBED_PREDS_motivd_POP,DIFFERENCE_motivd_POP,PREDS_indev,PERTURBED_PREDS_indev,DIFFERENCE_indev,PREDS_indevtry,PERTURBED_PREDS_indevtry,DIFFERENCE_indevtry,PREDS_inclus_a,PERTURBED_PREDS_inclus_a,DIFFERENCE_inclus_a,PREDS_inclus_b,PERTURBED_PREDS_inclus_b,DIFFERENCE_inclus_b,PREDS_inclus_c,PERTURBED_PREDS_inclus_c,DIFFERENCE_inclus_c,PREDS_comm1,PERTURBED_PREDS_comm1,DIFFERENCE_comm1,PREDS_comm2,PERTURBED_PREDS_comm2,DIFFERENCE_comm2,PREDS_anxious,PERTURBED_PREDS_anxious,DIFFERENCE_anxious,PREDS_happy,PERTURBED_PREDS_happy,DIFFERENCE_happy,PREDS_lone,PERTURBED_PREDS_lone,DIFFERENCE_lone,PREDS_worthw,PERTURBED_PREDS_worthw,DIFFERENCE_worthw,labels
6.0,2.0,1.0,1.0,10.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,8.0,4.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.9068048738504492,0.904542537261355,-0.0022623365890941383,0.9068048738504492,0.9145454962359765,0.007740622385527307,0.9068048738504492,0.9068048738504492,0.0,0.9068048738504492,0.9066288585876668,-0.00017601526278232527,0.9068048738504492,0.9173203713796846,0.010515497529235418,0.9068048738504492,0.9267446018644457,0.01993972801399657,0.9068048738504492,0.9062075777956845,-0.0005972960547646622,0.9068048738504492,0.885382383358842,-0.02142249049160716,0.9068048738504492,0.9118989829211719,0.005094109070722719,0.9068048738504492,0.8869842204940355,-0.019820653356413698,,,,0.9068048738504492,0.8900772190331872,-0.016727654817262017,10.0
6.0,2.0,1.0,1.0,6.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,7.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8278119881175597,0.8651770534500405,0.03736506533248074,,,,0.8278119881175597,0.8367953392023545,0.008983351084794755,0.8278119881175597,0.8088232404457867,-0.018988747671773054,0.8278119881175597,0.8236294697945594,-0.004182518323000317,0.8278119881175597,0.849661882818618,0.021849894701058248,0.8278119881175597,0.8581940769558367,0.030382088838276977,0.8278119881175597,0.8269845257763145,-0.0008274623412451998,0.8278119881175597,0.8278119881175597,0.0,0.8278119881175597,0.7862805749802311,-0.041531413137328665,0.8278119881175597,0.8248598948100623,-0.002952093307497461,0.8278119881175597,0.8133923579888346,-0.014419630128725158,0.8278119881175597,0.8437287260167375,0.015916737899177802,10.0
6.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,8.0,3.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.795440123111379,0.7941454162742417,-0.0012947068371372827,0.795440123111379,0.8141235915562341,0.018683468444855134,0.795440123111379,0.795440123111379,0.0,,,,,,,,,,0.795440123111379,0.7804645481476582,-0.014975574963720817,0.795440123111379,0.7592795884633452,-0.036160534648033815,,,,0.795440123111379,0.7934702507788516,-0.0019698723325274337,,,,0.795440123111379,0.7954242805307038,-1.5842580675218265e-05,10.0
6.0,2.0,1.0,1.0,8.0,3.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,10.0,5.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7510801067453777,0.7831398907011006,0.03205978395572284,0.7510801067453777,0.7624865292670855,0.01140642252170776,,,,,,,0.7510801067453777,0.7559272919534883,0.00484718520811056,0.7510801067453777,0.7936392596535131,0.04255915290813539,0.7510801067453777,0.7845936109204404,0.033513504175062714,0.7510801067453777,0.7908911078751478,0.039811001129770096,0.7510801067453777,0.7144793834809771,-0.03660072326440067,,,,,,,0.7510801067453777,0.7394249430116543,-0.01165516373372344,0.7510801067453777,0.7744702541729297,0.023390147427551966,6.0
4.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,4.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.9177969415215147,0.9258881047771372,0.008091163255622535,0.9177969415215147,0.9271294217351549,0.009332480213640193,0.9177969415215147,0.8926390954661595,-0.025157846055355204,,,,,,,,,,0.9177969415215147,0.9218845303367524,0.0040875888152377415,0.9177969415215147,0.9088919448580854,-0.008904996663429254,0.9177969415215147,0.9271139195151195,0.009316977993604758,0.9177969415215147,0.9006534661756257,-0.017143475345889003,0.9177969415215147,0.9211920007948297,0.00339505927331496,0.9177969415215147,0.9178773789560687,8.043743455399266e-05,20.0
5.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,7.0,5.0,5.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47993335484260385,0.48832551575696403,0.00839216091436018,0.47993335484260385,0.5477992857220825,0.06786593087947862,,,,,,,0.47993335484260385,0.4803134196532304,0.00038006481062652364,,,,,,,0.47993335484260385,0.4695290261627466,-0.010404328679857244,,,,0.47993335484260385,0.46897433451472964,-0.010959020327874214,0.47993335484260385,0.4917781327934941,0.011844777950890228,,,,0.47993335484260385,0.48276309753230306,0.0028297426896992106,22.0
5.0,2.0,1.0,1.0,10.0,3.0,5.0,2.0,2.0,3.0,8.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7017762760453269,0.7363534357267626,0.03457715968143571,,,,0.7017762760453269,0.7031516206732967,0.0013753446279698434,0.7017762760453269,0.7017762760453269,0.0,0.7017762760453269,0.6986182498901744,-0.0031580261551524824,0.7017762760453269,0.7294522942424561,0.02767601819712917,0.7017762760453269,0.7045919691502072,0.002815693104880279,0.7017762760453269,0.6786522321905435,-0.023124043854783394,0.7017762760453269,0.6311327965461234,-0.07064347949920347,0.7017762760453269,0.6668543321567972,-0.03492194388852965,0.7017762760453269,0.7017762760453269,0.0,0.7017762760453269,0.7090599456921296,0.007283669646802715,0.7017762760453269,0.7148191899883595,0.013042913943032586,10.0
4.0,2.0,1.0,1.0,7.0,1.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,7.0,4.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.8842986932985134,0.8930536503008597,0.008754957002346297,0.8842986932985134,0.8842986932985134,0.0,0.8842986932985134,0.8733045958851826,-0.010994097413330794,0.8842986932985134,0.9047117213404821,0.02041302804196865,0.8842986932985134,0.9056201560749346,0.02132146277642122,0.8842986932985134,0.8804372724790563,-0.003861420819457062,0.8842986932985134,0.8530857114377042,-0.03121298186080923,0.8842986932985134,0.8792255061592811,-0.005073187139232327,0.8842986932985134,0.8961590746062689,0.011860381307755463,0.8842986932985134,0.8720763299305155,-0.012222363367997868,0.8842986932985134,0.8753578159941025,-0.008940877304410955,22.0
3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,7.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5922345011491105,0.734585744654417,0.14235124350530648,0.5922345011491105,0.6659238998770914,0.07368939872798097,0.5922345011491105,0.5844681268129012,-0.007766374336209303,0.5922345011491105,0.5998986278903566,0.007664126741246169,0.5922345011491105,0.5922345011491105,0.0,0.5922345011491105,0.6113979127206065,0.019163411571496036,0.5922345011491105,0.5946291785714015,0.002394677422291047,0.5922345011491105,0.5847933923186358,-0.007441108830474663,0.5922345011491105,0.49800922071899206,-0.09422528043011841,0.5922345011491105,0.5106255851694167,-0.08160891597969377,0.5922345011491105,0.5829789434196803,-0.009255557729430208,0.5922345011491105,0.6089650454563238,0.016730544307213324,0.5922345011491105,0.5723921122625741,-0.019842388886536333,8.0
3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.5705761797905103,0.5932622954443371,0.02268611565382672,0.5705761797905103,0.5766568376053238,0.006080657814813484,0.5705761797905103,0.5647503882727217,-0.005825791517788614,,,,0.5705761797905103,0.5820828218910823,0.011506642100571951,0.5705761797905103,0.5813185661770478,0.010742386386537461,0.5705761797905103,0.5632781486914267,-0.007298031099083668,0.5705761797905103,0.47073022808040965,-0.09984595171010069,0.5705761797905103,0.5708756966918191,0.00029951690130880504,0.5705761797905103,0.6068881680310558,0.03631198824054549,0.5705761797905103,0.5808231028857076,0.010246923095197258,0.5705761797905103,0.5920158895133564,0.021439709722846034,22.0
